hyfR	fhlA	nsrR	feaR	hycB	hyfF	hyfH	hypC	hycG	hycF	hyfI	hyfJ	hypA	hycA	focB	hycE	hypE	hyfC	hypD	hyfA
0.5482610	0.2024818	0.7294637	0.0769231	0.0186739	0.1039169	0.4624027	0.1815681	0.0824091	0.0546640	0.3216255	0.6564273	0.0485191	0.3158647	0.8581388	0.0020485	0.1066751	0.4127209	0.0887447	0.4507837
