"Time"	gadX	torR	hdeA	hdeB	yhiD
1000	0.1593887	0.6877486	0.4015709	0.5866217	0.3230278

0	0.2373798	0.5653135	0.5858198	0.7104622	0.3764159
50	0.1224830	0.7802793	0.4236658	0.5708147	0.3444466
100	0.1131138	0.7258520	0.3504738	0.5217998	0.3608284
150	0.1133100	0.6695152	0.4498449	0.6728623	0.3249009
200	0.1032442	0.6315227	0.4374450	0.6380331	0.2786840
250	0.0712101	0.7036747	0.4232292	0.4926925	0.2866498
300	0.1105234	0.6520320	0.3626045	0.5020544	0.4065226
350	0.0984300	0.6824811	0.4207414	0.5104968	0.3666980
400	0.1430109	0.5867653	0.3742226	0.6731700	0.3755623
450	0.0740153	0.6155482	0.4916411	0.6723445	0.3662396
500	0.1398758	0.6240446	0.4857689	0.6661947	0.3880844
550	0.1597547	0.7208868	0.5836386	0.6248430	0.3469262
600	0.1690876	0.6428587	0.4205515	0.6557060	0.3552410
650	0.1979026	0.6140921	0.4511734	0.5776730	0.3798465
700	0.1499248	0.6913878	0.3993959	0.5281905	0.3369466
750	0.1751015	0.7274439	0.4949990	0.6518690	0.4268914
800	0.1712054	0.6810492	0.3990546	0.5557711	0.4369439
850	0.1517001	0.6710770	0.4903972	0.6478149	0.3872307
900	0.1499358	0.6607322	0.5396565	0.6416197	0.3118392
950	0.1558077	0.7114492	0.4581082	0.6127546	0.3325865
1000	0.1436394	0.5797472	0.4711338	0.5759830	0.3732650

0	0.1588587	0.5667135	0.4655407	0.6444864	0.3401975
50	0.2055877	0.6586301	0.5335678	0.5492336	0.2954436
100	0.2042882	0.5955774	0.4970787	0.5901430	0.3203456
150	0.1508062	0.6860043	0.5140324	0.5568668	0.3056532
200	0.1176336	0.6359726	0.6814755	0.6113305	0.4081232
250	0.1585990	0.6557885	0.4067418	0.5326203	0.4307265
300	0.1838265	0.5359687	0.3833009	0.7017838	0.3152897
350	0.1814544	0.6936611	0.4655256	0.6046634	0.3688315
400	0.1653771	0.5871270	0.4206097	0.5376475	0.2634220
450	0.1721564	0.5588102	0.5773831	0.6673044	0.3850899
500	0.2118287	0.6921702	0.3549584	0.7549799	0.3612118
550	0.1435913	0.6430407	0.5565214	0.6288743	0.4097285
600	0.2147507	0.7440217	0.4049999	0.5913344	0.3610897
650	0.2005810	0.7290876	0.5180528	0.6194458	0.4605757
700	0.1320785	0.6885413	0.5043217	0.6223059	0.4042241
750	0.1296103	0.7065218	0.4638742	0.6365940	0.3217419
800	0.2020470	0.7459418	0.5447836	0.6025909	0.4837252
850	0.2122807	0.7687198	0.3949544	0.6811220	0.3584976
900	0.1777425	0.6291920	0.5305180	0.7036534	0.3373717
950	0.2127568	0.7305624	0.4111459	0.5497821	0.3752376
1000	0.1780383	0.6889875	0.4930181	0.5581016	0.3557984

0	0.1846329	0.6079841	0.4787182	0.6422102	0.3548452
50	0.2168670	0.7888392	0.4563001	0.5298716	0.5001353
100	0.1406131	0.6495242	0.5341463	0.5405758	0.3468901
150	0.1614932	0.5837944	0.4365740	0.5885358	0.4256078
200	0.1705917	0.6797739	0.5699909	0.5763219	0.2987224
250	0.1967250	0.6626456	0.5059421	0.6069983	0.3494577
300	0.1762748	0.6796269	0.3977248	0.5517954	0.4131533
350	0.1683484	0.6559577	0.4818929	0.5959968	0.3884759
400	0.1242500	0.5788050	0.4949358	0.6768221	0.3712308
450	0.1574125	0.7317413	0.5023304	0.5799413	0.3415798
500	0.1704575	0.7220695	0.4848980	0.5597533	0.3375104
550	0.1448588	0.6460865	0.5083722	0.6980275	0.3628841
600	0.1245524	0.6898789	0.5036360	0.6454515	0.4060666
650	0.1487240	0.7070337	0.5013640	0.6405444	0.2900044
700	0.1484740	0.6523633	0.5314879	0.4877161	0.2902033
750	0.1464886	0.6706052	0.5009503	0.6098993	0.3788441
800	0.1481035	0.7270321	0.4757188	0.5694660	0.4316431
850	0.1599455	0.8015220	0.5246354	0.5000429	0.4501831
900	0.1216270	0.6599406	0.5465546	0.5690135	0.4187191
950	0.1413239	0.6458785	0.5500185	0.6988391	0.3654804
1000	0.1976274	0.7528543	0.4459075	0.6032906	0.3903508

0	0.2091462	0.5488622	0.4377918	0.7106673	0.3509383
50	0.0827321	0.4746677	0.5558944	0.5625853	0.3983109
100	0.1458988	0.3407693	0.5313342	0.5997128	0.3978952
150	0.0498283	0.2032542	0.4467242	0.5682970	0.2906488
200	0.0435589	0.1758543	0.3560346	0.5947415	0.3447625
250	0.0478133	0.2266123	0.2385173	0.3886863	0.1752341
300	0.0508623	0.1262481	0.2492858	0.4395416	0.1309649
350	0.0623307	0.1397027	0.1565952	0.3737739	0.0810185
400	0.0275647	0.0841537	0.1860889	0.3527521	0.0620105
450	0.0416887	0.1662541	0.1839282	0.3569115	0.0923595
