"Time"	gadX	torR	hdeA	hdeB	yhiD
50	0.2435266	1.0000000	0.7223345	0.9189346	0.5418861
100	0.2435266	1.0000000	0.7155964	0.9189331	0.5418811
150	0.2435266	1.0000000	0.7137160	0.9189327	0.5418798
200	0.2435266	1.0000000	0.7131913	0.9189326	0.5418795
250	0.2435266	1.0000000	0.7130449	0.9189326	0.5418795
300	0.2435266	1.0000000	0.7130041	0.9189326	0.5418794
350	0.2435266	1.0000000	0.7129927	0.9189326	0.5418794
400	0.2435266	1.0000000	0.7129895	0.9189326	0.5418794
450	0.2435266	1.0000000	0.7129886	0.9189326	0.5418794
500	0.2435266	1.0000000	0.7129883	0.9189326	0.5418794
550	0.2435266	1.0000000	0.7371358	0.9189326	0.5418794
600	0.2435266	1.0000000	0.7438742	0.9189326	0.5418794
650	0.2435266	1.0000000	0.7457545	0.9189326	0.5418794
700	0.2435266	1.0000000	0.7462792	0.9189326	0.5418794
750	0.2435266	1.0000000	0.7464256	0.9189326	0.5418794
800	0.2435266	1.0000000	0.7464665	0.9189326	0.5418794
850	0.2435266	1.0000000	0.7464779	0.9189326	0.5418794
900	0.2435266	1.0000000	0.7464811	0.9189326	0.5418794
950	0.2435266	1.0000000	0.7464820	0.9189326	0.5418794
1000	0.2435266	1.0000000	0.7464822	0.9189326	0.5418794

0	0.2435266	1.0000000	0.7464808	0.9189397	0.5419059
50	0.0631394	1.0000000	0.7455566	0.9825372	0.5373016
100	0.0394821	1.0000000	0.7446484	0.9962186	0.5330054
150	0.0363795	1.0000000	0.7443457	0.9991618	0.5317730
200	0.0359726	1.0000000	0.7442573	0.9997950	0.5314784
250	0.0359192	1.0000000	0.7442320	0.9999312	0.5314101
300	0.0359122	1.0000000	0.7442248	0.9999605	0.5313943
350	0.0359113	1.0000000	0.7442228	0.9999668	0.5313907
400	0.0359112	1.0000000	0.7442222	0.9999682	0.5313899
450	0.0359112	1.0000000	0.7442221	0.9999684	0.5313897
500	0.0359112	1.0000000	0.7442220	0.9999685	0.5313896
550	0.2162983	1.0000000	0.7443083	0.9308394	0.5319758
600	0.2399556	1.0000000	0.7449638	0.9191820	0.5355145
650	0.2430582	1.0000000	0.7457453	0.9183169	0.5391113
700	0.2434651	1.0000000	0.7461927	0.9186299	0.5409144
750	0.2435185	1.0000000	0.7463810	0.9188264	0.5415819
800	0.2435255	1.0000000	0.7464492	0.9189001	0.5417942
850	0.2435264	1.0000000	0.7464719	0.9189233	0.5418562
900	0.2435265	1.0000000	0.7464791	0.9189301	0.5418733
950	0.2435266	1.0000000	0.7464814	0.9189319	0.5418778
1000	0.2435266	1.0000000	0.7464820	0.9189324	0.5418790

0	0.2435266	1.0000000	0.7464808	0.9189397	0.5419059
50	0.2435266	1.0000000	0.9125304	0.9825351	0.5418861
100	0.2435266	1.0000000	0.9588664	0.9962172	0.5418811
150	0.2435266	1.0000000	0.9717965	0.9991608	0.5418798
200	0.2435266	1.0000000	0.9754046	0.9997941	0.5418795
250	0.2435266	1.0000000	0.9764114	0.9999304	0.5418795
300	0.2435266	1.0000000	0.9766924	0.9999597	0.5418794
350	0.2435266	1.0000000	0.9767708	0.9999660	0.5418794
400	0.2435266	1.0000000	0.9767927	0.9999674	0.5418794
450	0.2435266	1.0000000	0.9767988	0.9999677	0.5418794
500	0.2435266	1.0000000	0.9768005	0.9999677	0.5418794
550	0.2435266	1.0000000	0.8107525	0.9363667	0.5418794
600	0.2435266	1.0000000	0.7644169	0.9226834	0.5418794
650	0.2435266	1.0000000	0.7514869	0.9197395	0.5418794
700	0.2435266	1.0000000	0.7478788	0.9191062	0.5418794
750	0.2435266	1.0000000	0.7468720	0.9189699	0.5418794
800	0.2435266	1.0000000	0.7465911	0.9189406	0.5418794
850	0.2435266	1.0000000	0.7465127	0.9189343	0.5418794
900	0.2435266	1.0000000	0.7464908	0.9189330	0.5418794
950	0.2435266	1.0000000	0.7464847	0.9189327	0.5418794
1000	0.2435266	1.0000000	0.7464830	0.9189326	0.5418794

0	0.2435266	1.0000000	0.7464808	0.9189397	0.5419059
50	0.2435266	1.0000000	0.8424111	0.9189346	0.5418861
100	0.2435266	1.0000000	0.8691803	0.9189331	0.5418811
150	0.2435266	1.0000000	0.8766502	0.9189327	0.5418798
200	0.2435266	1.0000000	0.8787347	0.9189326	0.5418795
250	0.2435266	1.0000000	0.8793164	0.9189326	0.5418795
300	0.2435266	1.0000000	0.8794787	0.9189326	0.5418794
350	0.2435266	1.0000000	0.8795240	0.9189326	0.5418794
400	0.2435266	1.0000000	0.8795366	0.9189326	0.5418794
450	0.2435266	1.0000000	0.8795402	0.9189326	0.5418794
500	0.2435266	1.0000000	0.8795411	0.9189326	0.5418794
550	0.2435266	1.0000000	0.7836123	0.9189326	0.5418794
600	0.2435266	1.0000000	0.7568434	0.9189326	0.5418794
650	0.2435266	1.0000000	0.7493736	0.9189326	0.5418794
700	0.2435266	1.0000000	0.7472891	0.9189326	0.5418794
750	0.2435266	1.0000000	0.7467074	0.9189326	0.5418794
800	0.2435266	1.0000000	0.7465451	0.9189326	0.5418794
850	0.2435266	1.0000000	0.7464998	0.9189326	0.5418794
900	0.2435266	1.0000000	0.7464872	0.9189326	0.5418794
950	0.2435266	1.0000000	0.7464837	0.9189326	0.5418794
1000	0.2435266	1.0000000	0.7464827	0.9189326	0.5418794

0	0.2435266	1.0000000	0.7464808	0.9189397	0.5419059
50	0.2435266	1.0000000	0.9199595	0.8741512	0.8959243
100	0.2435266	1.0000000	0.9683687	0.8645150	0.9719098
150	0.2435266	1.0000000	0.9818772	0.8624417	0.9882191
200	0.2435266	1.0000000	0.9856467	0.8619957	0.9917197
250	0.2435266	1.0000000	0.9866986	0.8618997	0.9924711
300	0.2435266	1.0000000	0.9869922	0.8618790	0.9926324
350	0.2435266	1.0000000	0.9870741	0.8618746	0.9926670
400	0.2435266	1.0000000	0.9870969	0.8618736	0.9926744
450	0.2435266	1.0000000	0.9871033	0.8618734	0.9926760
500	0.2435266	1.0000000	0.9871051	0.8618734	0.9926763
550	0.2435266	1.0000000	0.8136280	0.9066567	0.6386373
600	0.2435266	1.0000000	0.7652193	0.9162915	0.5626473
650	0.2435266	1.0000000	0.7517108	0.9183644	0.5463370
700	0.2435266	1.0000000	0.7479413	0.9188103	0.5428362
750	0.2435266	1.0000000	0.7468894	0.9189063	0.5420848
800	0.2435266	1.0000000	0.7465959	0.9189269	0.5419235
850	0.2435266	1.0000000	0.7465140	0.9189314	0.5418889
900	0.2435266	1.0000000	0.7464912	0.9189323	0.5418815
950	0.2435266	1.0000000	0.7464848	0.9189325	0.5418799
1000	0.2435266	1.0000000	0.7464830	0.9189326	0.5418795

0	0.2435266	1.0000000	0.7464808	0.9189397	0.5419059
50	0.1261225	1.0000000	0.7939451	0.9171270	0.5385008
100	0.1107253	1.0000000	0.8066748	0.9142803	0.5344162
150	0.1087060	1.0000000	0.8101290	0.9128701	0.5328354
200	0.1084412	1.0000000	0.8110738	0.9123624	0.5323506
250	0.1084064	1.0000000	0.8113331	0.9122029	0.5322130
300	0.1084019	1.0000000	0.8114045	0.9121565	0.5321756
350	0.1084013	1.0000000	0.8114241	0.9121437	0.5321657
400	0.1084012	1.0000000	0.8114296	0.9121402	0.5321631
450	0.1084012	1.0000000	0.8114311	0.9121393	0.5321625
500	0.1084012	1.0000000	0.8114315	0.9121391	0.5321623
