"Time"	gadX	torR	hdeA	hdeB	yhiD

0	0.2739897	1.0360596	0.7740324	0.9972861	0.5398690
50	0.2519447	0.9369530	0.8787264	1.0296395	0.5677143
100	0.2101090	0.9638137	0.8467618	0.9834728	0.6045722
150	0.2295522	1.0273323	0.8557584	0.9781485	0.4775307
200	0.2426988	0.9088147	0.9002858	0.9793722	0.5750895
250	0.2273505	0.9315207	0.8732983	1.0174058	0.5187950
300	0.2706757	0.9618558	0.8506983	1.0054330	0.5032326
350	0.2495230	1.0032189	0.8841637	0.9273802	0.5506431
400	0.2594792	1.0027077	0.7677076	0.9721366	0.5523851
450	0.2162038	1.0011137	0.8632112	0.9829770	0.5263999
500	0.2076303	0.9953542	0.8325522	0.9807840	0.4956663
550	0.2534150	1.0545284	0.7247721	1.0074537	0.5740129
600	0.2345964	1.0040982	0.7711619	0.8744077	0.5463035
650	0.2309075	0.9443088	0.7384260	0.9245375	0.5374003
700	0.2310124	0.9889880	0.7804907	0.9697596	0.5093549
750	0.2232886	0.9770768	0.7625964	0.9688011	0.5814856
800	0.2309127	1.0354243	0.7434237	0.9672268	0.5439396
850	0.2596744	1.0449094	0.7754090	0.8925952	0.5708534
900	0.2580774	0.9538775	0.8216632	0.9319787	0.5631777
950	0.2196997	0.9410606	0.7558751	0.8458528	0.5035248
1000	0.2364401	0.9666731	0.7740605	0.9502242	0.5415144

0	0.2739897	1.0360596	0.7740324	0.9972861	0.5398690
50	0.2571410	0.9095070	0.7369180	0.9919809	0.5669776
100	0.2949064	0.8662225	0.6998495	1.1119443	0.5443977
150	0.2978662	0.8731350	0.7043067	1.0128455	0.5523412
200	0.2268979	0.8363780	0.7843795	0.9877473	0.4739873
250	0.3232380	0.8645356	0.7025328	1.0154312	0.6044793
300	0.3201074	0.8378783	0.7512304	1.0462753	0.6498208
350	0.2902539	0.9288937	0.7848841	1.0132257	0.5866764
400	0.2381789	0.8788075	0.7656232	1.0052811	0.5801165
450	0.2335031	0.8716898	0.7665266	1.0285612	0.5263551
500	0.2657949	0.9214578	0.6271864	1.0056062	0.4985359
550	0.2586524	0.9323154	0.6973294	0.9869601	0.4867562
600	0.2814755	0.9443489	0.7435784	0.9612979	0.5061089
650	0.2475250	1.0896694	0.7726097	1.0239525	0.5170102
700	0.2772807	1.0421836	0.8095578	0.9408331	0.5210670
750	0.2224669	0.9470307	0.7894385	0.9610822	0.5169969
800	0.2891996	1.0117582	0.8028715	0.8809280	0.5771684
850	0.2628574	0.9138396	0.7567195	0.8938747	0.4851403
900	0.2582583	0.9942837	0.7929803	0.8936988	0.5403790
950	0.2833288	0.9541269	0.7564758	0.9444472	0.5522986
1000	0.2485168	1.0750567	0.7296014	0.9979078	0.5476742

0	0.2739897	1.0360596	0.7740324	0.9972861	0.5398690
50	0.2438851	1.0292577	0.7092943	0.9768455	0.8613661
100	0.2402079	0.9652804	0.6765794	0.9944067	0.9506392
150	0.2427403	0.9768869	0.7145424	0.9261932	1.0040180
200	0.2947695	0.9540542	0.7123412	0.9364740	1.1270387
250	0.2464280	1.0299213	0.7184644	0.9023464	0.9927505
300	0.2184443	1.0236763	0.8091529	0.9004610	1.0448758
350	0.2592422	1.0322334	0.7369133	0.8869871	1.0419244
400	0.2506593	1.0496755	0.7736745	0.8086336	1.0229053
450	0.2285945	1.0360121	0.6947867	0.9649225	0.9702651
500	0.2435947	1.0523905	0.7993625	0.9049275	0.9458828
550	0.2399661	0.9703691	0.7620965	0.9848174	0.6278968
600	0.2512645	0.9792994	0.8180840	1.0026634	0.6080551
650	0.2771700	1.0246886	0.7638040	0.9183412	0.5194523
700	0.2335203	1.0257907	0.7468875	0.9090926	0.5349811
750	0.2365713	0.9706203	0.7246299	0.9370439	0.5284656
800	0.2374335	0.8942020	0.7845882	0.9162644	0.5704884
850	0.2733850	0.9626532	0.7405708	0.9629709	0.4999539
900	0.2397899	0.9305621	0.7825535	0.9471497	0.5468816
950	0.1938266	0.9163379	0.7227279	1.0510506	0.5335467
1000	0.2253102	1.0212289	0.7091611	0.9867137	0.4932745

0	0.2739897	1.0360596	0.7740324	0.9972861	0.5398690
50	0.2733676	1.0487356	0.7686899	0.9780741	0.5555106
100	0.2182899	0.9567456	0.7886409	0.9136222	0.5672366
150	0.2437983	1.0290509	0.8015362	0.8547593	0.5020879
200	0.2870764	0.9989727	0.7680068	0.9475391	0.5690790
250	0.2492852	1.0242195	0.7675955	0.9118639	0.5625989
300	0.1915063	0.9878791	0.6948411	0.8835679	0.5560859
350	0.2524799	1.0119722	0.7470850	0.8590254	0.5257173
400	0.2548347	0.9534896	0.6725798	0.9312554	0.5086679
450	0.2438384	1.0032324	0.6830755	0.9444364	0.4926088
500	0.2787881	0.9979547	0.6985235	0.8797753	0.5496952
550	0.2346751	1.1035393	0.7106263	0.9115781	0.5749750
600	0.2465849	1.0465476	0.7239253	0.8975600	0.5126191
650	0.2465978	1.0686683	0.7335319	0.8798493	0.5375485
700	0.2733193	1.0645875	0.7105546	0.9586709	0.5419079
750	0.2054357	1.0224329	0.7575537	1.0021951	0.5788628
800	0.2349989	1.0245324	0.7254067	0.8744185	0.5703551
850	0.2249472	0.9903979	0.7463390	0.8346962	0.5185382
900	0.2444302	0.9639789	0.7759792	0.8755710	0.6009183
950	0.2163858	0.9900995	0.8016252	0.9261919	0.5662737
1000	0.2214695	1.0593875	0.7200019	0.9223126	0.5808225

0	0.2739897	1.0360596	0.7740324	0.9972861	0.5398690
50	0.0924143	0.7350730	0.7995915	0.9318051	0.5429298
100	0.0596167	0.6979701	0.7942744	0.9267993	0.5375229
150	0.0752963	0.7009323	0.8033029	0.8514274	0.4785864
200	0.0658533	0.6783152	0.6814822	0.8299397	0.4507196
250	0.0755885	0.7224415	0.7338950	0.9345145	0.5089481
300	0.0786779	0.7181064	0.7962573	0.8395815	0.5257517
350	0.0602092	0.7556809	0.7748341	0.8761133	0.5135556
400	0.0610939	0.7155043	0.7436379	0.8521967	0.5088947
450	0.0751410	0.6946546	0.7557087	0.9607931	0.5075889
500	0.0558701	0.6895923	0.8508231	0.8900054	0.4851358
550	0.2819649	1.0324077	0.7472057	0.8828712	0.5511520
600	0.2949205	0.9953792	0.7673652	0.8869648	0.6085641
650	0.3219397	1.0156177	0.7044457	0.8869633	0.5714545
700	0.2701389	0.9490210	0.8048926	0.9662871	0.5624808
750	0.2584744	0.9964806	0.7617563	0.8743233	0.5386394
800	0.2377760	0.8735501	0.7628168	0.9332536	0.5617663
850	0.2489428	0.9845646	0.7043624	1.0570863	0.4687457
900	0.2581640	1.0742227	0.7293257	0.8796284	0.5528935
950	0.1978212	0.9714237	0.7542937	0.8251108	0.5171328
1000	0.2402714	0.9916634	0.7391625	0.8717610	0.5806768

0	0.2739897	1.0360596	0.7740324	0.9972861	0.5398690
50	0.1185037	1.0496613	0.8186296	0.9943884	0.9349417
100	0.0957031	1.0074360	0.7541350	1.1022582	1.0285147
150	0.0932138	0.9550156	0.7579547	1.0541021	0.9980154
200	0.0825719	0.9876587	0.7622964	1.0136063	0.9768614
250	0.1080975	0.9049500	0.7440611	1.0232969	1.0086300
300	0.0823498	1.0171060	0.7295067	1.0560812	0.8997667
350	0.0817584	1.0231680	0.7243971	1.0444887	0.9180089
400	0.0927325	1.0314099	0.7461908	1.0272928	1.0074672
450	0.0850654	1.0016125	0.8230424	1.0702182	1.0521407
500	0.0796347	1.0444643	0.8254502	1.0440696	0.9959113
550	0.2395312	0.9859050	0.7917806	1.0587263	0.6470918
600	0.2739348	0.9941735	0.7561283	0.9575453	0.5287322
650	0.2292434	1.0985227	0.7265309	0.9334355	0.5197601
700	0.2687378	0.9835894	0.7137409	0.9224003	0.5013923
750	0.1859066	1.0230067	0.6913332	0.8116322	0.5400594
800	0.2523604	0.9929704	0.7046977	0.8877260	0.5921463
850	0.2456482	1.0447918	0.7075083	0.9304102	0.5612121
900	0.2773579	0.9170741	0.7877615	0.8862369	0.5299201
950	0.2447970	1.0186105	0.7219180	0.9197435	0.4805141
1000	0.2026867	1.0477702	0.7411936	0.8967368	0.5204119

0	0.2739897	1.0360596	0.7740324	0.9972861	0.5398690
50	0.2077556	0.9917543	0.7358859	0.8617089	0.5448016
100	0.2563688	1.0054351	0.7283615	0.8540845	0.6007586
150	0.2646694	1.0069714	0.7261488	0.9703237	0.5995052
200	0.3042220	1.0256820	0.7331203	0.9236579	0.5571748
250	0.2733404	0.9422920	0.7786005	0.8867926	0.5326852
300	0.2313970	1.0393609	0.7862457	0.9053411	0.5685838
350	0.2742359	1.0758739	0.7420350	0.8976868	0.5228650
400	0.2012551	1.1053344	0.7900662	0.9093899	0.4717461
450	0.2331248	1.0681701	0.6828856	0.9012063	0.5556233
500	0.2554044	1.0585244	0.7481368	0.8908564	0.5049579
550	0.2139955	1.0319539	0.8425923	0.9243529	0.5240412
600	0.2048891	1.0172350	0.7449165	0.9535675	0.5007470
650	0.2143520	0.9959726	0.7073273	0.9615875	0.5171254
700	0.2026644	0.9435450	0.7594428	0.9764734	0.4936129
750	0.2547208	0.9878381	0.7476872	0.9791218	0.5071673
800	0.2426406	1.1139677	0.7215597	0.9281308	0.5313441
850	0.2256896	0.9449886	0.7738484	0.8966557	0.5298787
900	0.2571364	0.9470303	0.7486069	0.8773384	0.5317410
950	0.2646050	0.9539780	0.8087208	0.9029704	0.4799313
1000	0.2638874	1.0848116	0.7449068	0.9512277	0.5764858

0	0.2739897	1.0360596	0.7740324	0.9972861	0.5398690
50	0.2733487	0.3762099	0.8063293	0.9733855	0.5648911
100	0.3335730	0.2429056	0.6554980	0.9203899	0.5353196
150	0.4854101	0.2619719	0.4586142	0.8394862	0.4117437
200	0.4791093	0.2341919	0.4974313	0.8260081	0.2829920
250	0.4991533	0.2475117	0.4923404	0.8927328	0.3219294
300	0.4973829	0.2399976	0.4553336	0.8556279	0.3246381
350	0.5922924	0.2421818	0.4323276	0.6945542	0.3171046
400	0.5365097	0.1993823	0.4674185	0.7400946	0.3106612
450	0.5292006	0.2553260	0.4176753	0.7490344	0.2745610
500	0.5021674	0.2546451	0.4030160	0.8700492	0.3479849
550	0.4290097	0.8140812	0.4953968	0.8802721	0.4110588
600	0.2822108	1.0301561	0.5825585	0.9867290	0.4437494
650	0.3045633	0.8989572	0.6807864	0.8815675	0.6120445
700	0.2325049	1.0339745	0.6315786	0.9326337	0.4995409
750	0.2346322	0.9922133	0.6878010	0.9229866	0.5614348
800	0.2472296	1.0178260	0.7735991	0.9167311	0.4911599
850	0.2045545	1.0537062	0.7834552	0.9407339	0.5196479
900	0.2412010	1.0362030	0.7864601	1.0229123	0.5093080
950	0.1887687	0.9454199	0.7682395	0.9305045	0.5396493
1000	0.2135390	0.9156038	0.6722175	0.9192792	0.4936165

0	0.2739897	1.0360596	0.7740324	0.9972861	0.5398690
50	0.2391886	1.0063394	0.9011541	0.8968506	0.5627472
100	0.2537730	0.9867502	0.8275523	0.8882283	0.5233162
150	0.2741287	0.9451476	0.8220948	0.8910345	0.5448935
200	0.2410029	0.9995185	0.8441983	0.8838596	0.5570205
250	0.1998095	0.9344648	0.7973349	0.9965933	0.5933296
300	0.2233260	0.9251346	0.8526634	0.8882975	0.5342683
350	0.2366026	1.0201086	0.8404788	0.9635595	0.5521795
400	0.2205710	1.0076558	0.8808546	0.9645993	0.5221235
450	0.2373234	0.9759228	0.8322370	0.9052094	0.4667110
500	0.2445183	1.1105920	0.8319142	0.9077875	0.5120077
550	0.2479794	0.9330543	0.8229169	0.9475791	0.5447516
600	0.2620451	1.0232069	0.7789439	0.8918129	0.5041705
650	0.2826690	1.0348009	0.8690641	0.9584185	0.5349984
700	0.2455609	1.0054121	0.8185601	0.9751871	0.5152030
750	0.1953693	0.9796760	0.8174993	0.8849840	0.5142159
800	0.2501269	1.0169980	0.7385145	0.9744421	0.5374090
850	0.2377986	0.9810491	0.7455260	0.9361314	0.5195161
900	0.2388603	1.0024888	0.6946699	0.9444566	0.5431645
950	0.2262090	1.0194857	0.7818390	0.9863892	0.5930499
1000	0.2590950	1.0710274	0.6730622	0.9390314	0.5642514

0	0.2739897	1.0360596	0.7740324	0.9972861	0.5398690
50	0.1826882	1.1323789	0.6873720	0.8607953	0.4879010
100	0.1460462	1.0480091	0.6763202	0.9603338	0.5588593
150	0.1426167	1.0840572	0.7912307	0.8968874	0.4813518
200	0.1538419	1.0729088	0.6346029	0.8694507	0.5162908
250	0.1569210	0.9595277	0.7222978	0.8087605	0.5082640
300	0.1856219	1.0697113	0.7484109	0.9499830	0.5058209
350	0.1552575	0.9737541	0.7326791	0.8878028	0.4942049
400	0.1696480	0.9901269	0.7190660	0.9264845	0.4745140
450	0.1370645	1.0453232	0.7079488	0.9037947	0.5400343
500	0.2367694	0.9803813	0.8331577	0.8866654	0.5072301
550	0.2437424	0.9668021	0.7838046	0.9282903	0.5489881
600	0.2678386	0.9980271	0.7115588	0.9504915	0.5535148
650	0.2839793	0.9961156	0.7632611	0.9698769	0.5125018
700	0.2499837	0.9602004	0.7810311	0.9070643	0.4990728
750	0.2287552	0.9065088	0.6948311	0.8770189	0.5482206
800	0.2679324	1.0443687	0.7223094	0.9284420	0.5244159
850	0.2473088	0.9797494	0.7268729	0.9376140	0.5204274
900	0.2273142	1.0291693	0.7203178	0.8654266	0.4979301
950	0.2282815	0.9765900	0.7005118	0.8994515	0.5403790
1000	0.2319301	1.0006140	0.7703822	0.9588700	0.4895835

0	0.2739897	1.0360596	0.7740324	0.9972861	0.5398690
50	0.3015366	1.0108851	0.7214382	1.0212302	0.5339908
100	0.3133388	1.0026672	0.7192897	0.9926356	0.5401261
150	0.2396204	1.0253156	0.7789763	0.9838277	0.6193346
200	0.2049356	0.9187820	0.7857326	0.9484563	0.6175303
250	0.2748127	0.9953523	0.6793469	0.9444548	0.5481045
300	0.2903032	0.9802754	0.6573047	0.9708893	0.5583836
350	0.2443642	1.0597855	0.6942739	0.8584479	0.5512097
400	0.2474542	0.9932361	0.7359084	0.9141218	0.5627757
450	0.2197790	0.9458973	0.6679692	0.9926350	0.6114155
