hyfR	fhlA	nsrR	feaR	hycB	hyfF	hyfH	hypC	hycG	hycF	hyfI	hyfJ	hypA	hycA	focB	hycE	hypE	hyfC	hypD	hyfA
0.5177010	0.2197997	0.8575667	0.0482071	0.0278766	0.0612836	0.4301493	0.1768412	0.0714512	0.0364852	0.2451054	0.7817094	0.0773819	0.3577032	0.6985538	0.0046905	0.0572003	0.4681701	0.0627029	0.4708768
