"Time"	hyfR	fhlA	nsrR	feaR	hycB	hyfF	hyfH	hypC	hycG	hycF	hyfI	hyfJ	hypA	hycA	focB	hycE	hypE	hyfC	hypD	hyfA
750	0.8622052	0.2109470	1.0291064	0.0334860	0.0509781	0.3689387	0.9469345	0.4225266	0.2343864	0.0210105	0.4551402	0.9381343	0.0690757	0.4339019	1.0112381	0.0075996	0.1399874	0.6614588	0.1699215	0.6728430
800	0.7676592	0.2519864	1.0316929	0.0689639	0.0350111	0.2297849	0.7982326	0.3105554	0.1658192	0.0365147	0.4401540	0.9461526	0.0569273	0.3981311	0.9274073	0.0030746	0.1240525	0.5823233	0.1394253	0.6076688
850	0.7459670	0.2221028	1.0176695	0.0500593	0.0240380	0.1537276	0.7095451	0.2923173	0.1089113	0.0302102	0.3964039	0.9796214	0.0585669	0.4603650	0.9562331	0.0053568	0.1178716	0.4740401	0.1141400	0.5666861
900	0.6598087	0.2081875	0.9913184	0.0564397	0.0397528	0.1121706	0.5438066	0.2036157	0.0587717	0.0371498	0.3983589	1.0046094	0.0539101	0.4062379	1.0722008	0.0078089	0.0904844	0.4143388	0.0606445	0.5696622
950	0.5856270	0.1839580	0.9682779	0.0364758	0.0258076	0.0638582	0.4173598	0.2056753	0.0705809	0.0199267	0.4249570	0.9821572	0.0722402	0.3925632	0.8761738	0.0068513	0.0803453	0.3678970	0.0729017	0.4940417
1000	0.6150391	0.2034143	1.0028590	0.0415380	0.0245463	0.0628439	0.3714822	0.1799373	0.0735869	0.0419174	0.3168475	1.0277854	0.0548751	0.3881711	0.9045416	0.0047510	0.0537669	0.3929618	0.0670356	0.5565712

0	0.7935601	0.2607611	1.0095953	0.0533262	0.0443207	0.1041409	0.6966857	0.2363415	0.1261324	0.0576936	0.3635871	0.9908147	0.0804276	0.4543911	1.0319497	0.0076167	0.1073224	0.5470053	0.0822185	0.5866606
50	0.7367916	0.2311313	0.6342249	0.0434353	0.0447508	0.3978225	0.5695570	0.2462003	0.0745013	0.0356178	0.3378412	0.9486693	0.0607776	0.6079202	0.9035265	0.0080817	0.1060680	0.5293208	0.0977742	0.5591463
100	0.8206235	0.3932863	0.5422090	0.0518023	0.0451219	0.5634497	0.6399706	0.2539722	0.1392830	0.0705816	0.3442853	1.0125484	0.0720779	0.7395082	0.9416091	0.0062794	0.1476476	0.5940996	0.0911446	0.5136625
