metJ	rcnR	1.0
metE	metR	1.0
ydfN	rcnR	1.0
rcnA	rcnR	0.9999992453000001
hmp	rcnR	0.9999854383
metA	metR	0.9997255669
rcnA	metA	0.9717744936
hmp	fur	0.8054771142
metH	hmp	0.31912104539999997
metR	rcnR	0.24827912219999998
metH	metE	0.1307371269
metH	metR	0.09481464017999999
metH	rcnA	0.08679443357000001
metH	fur	0.06392974834
metH	metJ	0.059896938
metH	ydfN	0.05924153321
metH	rcnR	0.05765818915
fur	ydfN	0.002622746117
fur	metR	0.0007828336078999999
fur	metJ	0.0004626471276
fur	rcnA	0.000377357822
fur	metA	0.0002989190065
fur	metH	0.00029390049
fur	metE	0.00029298669789999996
fur	hmp	0.00029006847289999996
metA	rcnR	2.506182519e-05
metA	metE	2.15753762e-05
hmp	metR	7.119287262e-06
metR	fur	5.111268738e-06
metR	rcnA	4.134063101000001e-06
metR	metJ	1.8588504069999999e-06
metR	ydfN	1.7316612359999999e-06
metR	hmp	1.6894656750000002e-06
metR	metA	1.459926175e-06
metA	metH	1.4032568659999998e-06
metA	ydfN	1.199535556e-06
metR	metH	7.882233111e-07
hmp	metA	7.529809427e-07
hmp	metJ	7.315591823e-07
metA	fur	4.1073139700000006e-07
hmp	metE	2.887346537e-07
hmp	rcnA	2.614767654e-07
hmp	metH	2.272948592e-07
metA	metJ	1.113684374e-07
metA	hmp	1.047497707e-07
rcnA	metJ	9.871644439e-10
rcnA	metR	1.805243189e-11
metE	hmp	1.130636079e-11
rcnA	metH	5.707580595e-12
metE	rcnR	3.745476433999999e-12
ydfN	metJ	3.015069125e-12
rcnA	ydfN	2.079394645e-12
rcnA	fur	7.274487739e-13
rcnA	metE	6.533945926e-13
ydfN	metR	8.768146711000001e-14
rcnR	hmp	1.971587065e-14
metE	ydfN	1.589043799e-14
ydfN	hmp	1.4437395859999998e-14
ydfN	metA	5.231640924e-15
metE	metJ	4.9376082019999996e-15
ydfN	fur	4.872597029e-15
ydfN	metH	4.794391833e-15
ydfN	rcnA	4.55066181e-15
ydfN	metE	4.3004725620000004e-15
metE	rcnA	2.041610863e-15
metE	fur	6.441172376e-16
metE	metA	6.165846307000001e-16
rcnR	ydfN	4.404550264e-17
rcnR	metA	1.455065692e-17
rcnR	metR	1.287143837e-17
rcnR	metE	1.221599963e-17
rcnR	metH	3.4467486580000006e-18
rcnR	fur	2.8796969710000007e-18
rcnR	rcnA	2.8782668860000002e-18
metJ	ydfN	2.5305893690000004e-21
metJ	fur	1.1186629930000002e-22
metJ	metA	2.1743598029999998e-23
metJ	hmp	2.1583540109999998e-23
metJ	rcnA	1.238476017e-23
metJ	metH	5.2196767189999994e-24
metJ	metE	5.213320083999999e-24
rcnR	metJ	0.0
metH	metA	0.0
hmp	ydfN	0.0
metJ	metR	0.0
rcnA	hmp	0.0
metR	metE	0.0
metE	metH	0.0
metA	rcnA	0.0
fur	rcnR	0.0
