kdgR	eda	gntR	idnR	idnO	idnT	idnK	gntU	gntK	idnD
0.6087733	0.5754350	0.0000000	0.0000000	0.2769412	0.5853784	0.3683732	0.7340829	0.5798685	0.0220933
0.0000000	0.6982610	0.0000000	0.6333736	0.7152215	0.7384190	0.6279534	0.6887703	0.4256646	0.4623367
