kdgR	eda	gntR	idnR	idnO	idnT	idnK	gntU	gntK	idnD
1.0000000	0.9999953	0.0000000	0.0000011	0.4895523	0.9999999	0.5908160	1.0000000	1.0000000	0.0243239
0.0000004	0.9999911	0.0000000	0.9999192	0.9869009	0.9999996	0.8350321	1.0000000	0.6012695	0.7487617
