"Time"	fur	rcnR	metJ	metR	metE	metH	metA	rcnA	hmp	ydfN
750	1.0000000	0.9993649	0.2285666	0.9474805	0.5234220	0.4273115	0.9953217	0.2441096	0.6435886	0.0552570
800	1.0000000	0.9993649	0.2285666	0.9474805	0.5234220	0.4238921	0.9953217	0.2441096	0.6435886	0.0558478
850	1.0000000	0.9993649	0.2285666	0.9474805	0.5234220	0.4224145	0.9953217	0.2441096	0.6435886	0.0560590
900	1.0000000	0.9993649	0.2285666	0.9474805	0.5234220	0.4217870	0.9953217	0.2441096	0.6435886	0.0561331
950	1.0000000	0.9993649	0.2285666	0.9474805	0.5234220	0.4215234	0.9953217	0.2441096	0.6435886	0.0561587
1000	1.0000000	0.9993649	0.2285666	0.9474805	0.5234220	0.4214136	0.9953217	0.2441096	0.6435886	0.0561674

0	1.0000000	0.9993648	0.2285716	0.9474661	0.5229020	0.4212851	0.9953211	0.2441164	0.6434393	0.0561720
50	1.0000000	0.9993649	0.2150252	0.7995985	0.5310617	0.4189021	0.9951579	0.2441125	0.5449590	0.0561719
100	1.0000000	0.9993649	0.1972955	0.6728965	0.5399411	0.4003656	0.9942755	0.2441108	0.4143627	0.0561719
150	1.0000000	0.9993649	0.1855236	0.6213681	0.5446808	0.3691157	0.9930913	0.2441101	0.3243249	0.0561719
200	1.0000000	0.9993649	0.1790182	0.6046332	0.5478446	0.3400118	0.9922125	0.2441098	0.2733621	0.0561719
250	1.0000000	0.9993649	0.1757195	0.6000757	0.5508739	0.3200313	0.9917493	0.2441097	0.2473794	0.0561719
300	1.0000000	0.9993649	0.1741272	0.5991567	0.5537966	0.3085753	0.9915560	0.2441096	0.2349737	0.0561719
350	1.0000000	0.9993649	0.1733824	0.5991422	0.5562969	0.3027419	0.9914898	0.2441096	0.2293156	0.0561719
400	1.0000000	0.9993649	0.1730415	0.5992707	0.5582042	0.3000172	0.9914721	0.2441096	0.2268227	0.0561719
450	1.0000000	0.9993649	0.1728877	0.5993730	0.5595345	0.2988301	0.9914696	0.2441096	0.2257543	0.0561719
500	1.0000000	0.9993649	0.1728192	0.5994333	0.5604013	0.2983442	0.9914706	0.2441096	0.2253071	0.0561719
550	1.0000000	0.9993649	0.1863324	0.7502068	0.5527488	0.3040628	0.9918892	0.2441096	0.2990072	0.0561719
