gadX	torR	rutR	gadW	hdeA	gadY	yhiD	dctR	hdeB	gadC
0.0207522	1.0491202	1.0367315	1.0173827	0.4207443	0.0146601	0.7468318	0.0151882	0.8677134	0.0135140
