gadX	torR	rutR	gadW	hdeA	gadY	yhiD	dctR	hdeB	gadC
0.0220300	1.0181380	1.1456257	1.0054803	0.4024273	0.0121947	0.8211471	0.0288094	0.9102823	0.0215107
