"Time"	relE	relB	hokD	alaS	ilvN
250	0.0682611	0.9827687	0.1281042	0.2204103	1.0317397
300	0.0641315	1.1170905	0.1427841	0.1759933	1.0135983
350	0.0658478	1.0579743	0.1169104	0.2207671	0.9767675
400	0.0859951	1.0730990	0.0944174	0.2078748	0.9682483
450	0.1250384	0.9672434	0.0571748	0.2295376	0.9893931
500	0.1274867	0.9468241	0.1018760	0.1906016	0.9387984
550	0.0875425	1.0267568	0.0736195	0.4744622	0.9454417
600	0.0605878	1.0443565	0.0961791	0.7796526	0.9852258
650	0.0784278	1.1563687	0.1107568	0.8574267	0.9044714
700	0.0916548	1.0958502	0.1203881	0.9391260	0.9576393
750	0.1365228	1.0608455	0.1095037	0.9406475	1.0365874
800	0.1037521	1.0479700	0.1111795	0.9162753	1.0521953
850	0.0849608	1.0100232	0.1168094	0.8801446	1.2181760
900	0.1246066	1.0035539	0.0872266	0.9132868	1.0360892
950	0.0902209	0.9899628	0.0906253	0.9100035	0.9651572
1000	0.0865193	0.8811163	0.0925554	0.9393266	1.0522024

0	0.1141474	1.0590266	0.1103301	0.8506831	0.9543922
50	0.0418067	0.9831710	0.1136134	0.9750000	0.7232759
100	0.0747372	0.9760111	0.1588991	1.0206343	0.4986528
150	0.0957052	0.9037751	0.1405808	0.9963956	0.4442554
200	0.1062428	0.9719829	0.1378624	0.9503008	0.4116758
250	0.1033611	0.9969105	0.1148668	1.0167016	0.4255702
300	0.0922218	0.8810838	0.0763457	1.0217162	0.4390608
350	0.0779689	0.9482761	0.1259271	1.0540531	0.3983635
400	0.0667235	0.9456846	0.0963033	1.0597463	0.4496178
450	0.0591475	0.9707230	0.0832835	1.0043752	0.4086858
500	0.1002889	1.0610705	0.1235084	0.9282108	0.4414423
550	0.0842224	1.0561827	0.1158653	1.0736517	0.6670339
600	0.1005706	0.9760905	0.1028938	1.0177954	0.8474771
650	0.0940173	0.9278549	0.1213630	0.9282235	0.8520516
700	0.0899356	0.9616445	0.0910333	0.9480357	0.8630679
750	0.0795753	1.0384293	0.1124437	0.9593413	0.9857791
800	0.0946047	1.0299115	0.1195755	0.9775765	1.0469417
850	0.0795834	0.9792826	0.1162992	1.0157433	0.9677346
900	0.0839425	1.0232171	0.1435455	0.9994716	1.0471078
950	0.0699153	0.9371688	0.0879125	0.9600434	0.9746945
1000	0.0926927	0.9287291	0.1137382	0.9956522	0.9905112

0	0.1141474	1.0590266	0.1103301	0.8506831	0.9543922
50	0.0687163	1.0409434	0.0538454	0.9131459	1.0974776
100	0.0905878	0.9928399	0.0165791	0.8984710	1.0958138
150	0.0769094	1.0900563	0.0123598	0.8050680	1.0626825
200	0.1249712	1.0990640	0.0031604	0.6576859	1.0389073
250	0.0952327	1.0760343	0.0097102	0.7077910	1.0701039
300	0.0760114	1.0830589	0.0050227	0.6794507	1.0293077
350	0.0662267	1.0883544	0.0088292	0.7753305	0.9937227
400	0.0763159	1.1007218	0.0151856	0.6750688	0.9626963
450	0.0967450	1.0673461	0.0181378	0.8110141	1.0013223
500	0.1191450	1.0398177	0.0208222	0.7013364	0.9869353
550	0.1496470	0.9944449	0.0808821	0.7650697	0.9797000
600	0.1319921	0.9402363	0.0880084	0.8898991	0.9660923
650	0.1033163	1.0360444	0.1217918	0.9802937	0.9749961
700	0.1181935	0.8902900	0.1404289	0.9681538	0.9912632
750	0.1011150	0.9602426	0.1033592	0.9939955	0.9111777
800	0.0934676	0.9975119	0.1188164	0.9733685	1.1557335
850	0.0864349	1.0109463	0.0892026	1.0139043	1.0190817
900	0.1211349	1.0436952	0.0753894	1.0504591	1.0455110
950	0.0920432	1.0263464	0.0970110	1.0588280	1.1273882
1000	0.1122254	1.0280653	0.0738759	1.1192912	1.0920267

0	0.1141474	1.0590266	0.1103301	0.8506831	0.9543922
50	0.0868908	1.1156475	0.1115367	1.0685095	1.0069596
100	0.0479813	0.9540621	0.1165600	1.0750697	0.9347568
150	0.0362648	0.9439225	0.1653026	1.0117683	0.8730136
200	0.0207559	1.0739818	0.2011552	1.0402287	0.9662582
250	0.0098985	1.0647902	0.2413144	1.0259894	0.9745823
300	0.0002609	1.0838340	0.4556778	0.9580090	1.0589646
350	0.0012291	1.0092458	0.7690317	0.9186670	0.8821009
400	0.0031957	0.9689889	0.8247828	1.0818904	0.9495848
450	0.0010517	1.0635258	0.7925044	1.0280192	0.9576855
500	0.0025448	1.0678729	0.7239269	1.0303629	1.0328437
550	0.0359838	1.0908223	0.5909281	1.0848189	1.0227593
600	0.0670784	1.0688053	0.2695993	1.0967890	0.9655601
650	0.0774458	1.1132022	0.1490104	1.0642105	1.0245323
700	0.0777644	1.1616793	0.0921098	1.0206062	1.0726382
750	0.0833138	1.0137913	0.0891792	1.0956774	0.9654334
800	0.0981841	0.8192475	0.0946383	1.0465623	0.9564248
850	0.0819808	0.8932252	0.1351245	1.0420253	0.9615925
900	0.0990291	0.9492375	0.1282527	0.9610214	1.1282131
950	0.0999064	1.0383995	0.1295240	0.8780253	0.9246480
1000	0.0907083	1.0267803	0.0890147	0.9306742	0.8519164

0	0.1141474	1.0590266	0.1103301	0.8506831	0.9543922
50	0.1101298	0.9829600	0.1302420	1.0388585	0.5786374
100	0.1366052	0.9879402	0.0949812	0.9618092	0.4202814
150	0.1299223	0.9527808	0.1009005	1.0112536	0.2791705
200	0.0929269	0.9856011	0.0998218	1.0981147	0.1718828
250	0.0738672	1.0062215	0.0779065	0.9901272	0.1557695
300	0.0945359	0.9739128	0.0909213	1.0230365	0.2145820
350	0.1077679	0.9984313	0.1314808	1.0026528	0.1928721
400	0.1169260	0.8582578	0.1208422	0.9609546	0.1955965
450	0.1246152	1.0034618	0.1103899	0.9888511	0.1925099
500	0.0877306	1.0276050	0.0753851	0.9639848	0.1672698
550	0.1147457	1.1079634	0.0818287	0.9707678	0.6409697
600	0.1391406	1.0553354	0.1034120	1.0125891	0.8122680
