0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.140890215e-56	0.9698792548	0	1	4.138632251e-56	4.23496288e-62	4.376915889e-62	3.607058278e-62	6.431256866e-62	4.403119112e-62	0.8398511197	4.31424998e-62	3.606916088e-62	3.463940968e-56	1.971929661e-61	4.109533425e-62	3.741302615e-62	6.334767928e-56	3.638699173e-62	3.580340196e-62	4.931016035e-61
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.617347765e-26	4.033023938e-30	5.087264554e-28	1	0	2.457182312e-30	2.163423823e-30	3.388026906e-30	0.1542341029	0.7572626349	6.349547818e-26	2.335772029e-30	5.836165276e-30	7.457265499e-29	1.640199762e-29	4.581729422e-30	6.016455104e-30	1.471335298e-24	3.135575682e-30	3.013938497e-30	3.09125766e-30
0.9779674964	8.259757149e-17	9.288576826e-09	0.9999999905	2.13437453e-11	0	6.276050314e-18	1.921797009e-18	2.185608424e-17	5.390976655e-16	3.71193614e-11	6.828921663e-17	3.624257211e-18	3.853990915e-13	5.408682287e-16	3.540647413e-18	4.007609379e-18	1.061029845e-12	6.2858426e-17	6.887493344e-17	2.686367853e-15
1	0.8022091896	0.9999957512	0.5481594758	2.884245756e-27	2.104399366e-29	0	6.038023308e-31	6.205029977e-29	6.479101859e-27	5.710437225e-23	1.852915357e-29	8.558346353e-31	7.687399436e-25	1.019330314e-27	3.464126212e-31	1.407131484e-31	1.330754705e-10	8.594182343e-29	9.671006069e-30	0.2810103545
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.541274329e-07	5.242485666e-55	0.9993278247	1	1.784499657e-48	5.29883139e-56	1.584161261e-54	1.347268452e-56	0	0.7569275726	3.237826914e-44	1.715781663e-57	4.531152175e-57	0.3820615547	6.608201923e-55	9.830983099e-58	4.710538066e-58	8.783569357e-42	1.504144708e-55	2.41303227e-53	4.099321811e-54
0.9999999934	4.118438441e-69	1	0.9999996989	5.417690535e-60	2.354905965e-69	7.059157161e-70	1.155898331e-70	9.348853827e-67	0	1.866521578e-21	9.874569776e-70	1.802347751e-70	0.5443345188	3.91954621e-69	1.360516491e-69	7.650928447e-71	2.139091109e-52	1.921194959e-69	3.009704917e-69	1.502088244e-20
1	1.994223592e-19	2.004994404e-19	0.9999991366	1.988388918e-19	0.002930307946	0.00257360426	4.562859257e-19	0.01542540606	0.9701882999	0	5.779412604e-19	1.073732165e-18	2.163816928e-19	2.450757105e-19	1.466794513e-18	1.993433528e-19	2.044471107e-19	2.839312883e-19	0.006686396599	3.651271486e-19
0.9999997458	1	6.161977747e-16	2.955361559e-08	2.250500807e-22	1.969507988e-24	5.718739778e-23	6.445659908e-22	1.534801985e-22	9.48620991e-23	1.641497386e-07	0	6.161431926e-22	3.216255631e-08	0.5079568076	1.80188196e-24	1.469018424e-23	2.28374854e-21	1.874691488e-18	6.779100976e-22	4.632201707e-18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	4.941763776e-19	4.10161408e-19	0.9639041669	7.679024466e-19	7.702387731e-19	6.875801872e-19	1.450677573e-18	0.6666170802	0.2375253768	2.26797751e-18	4.960603587e-19	2.272698225e-18	0	4.649213868e-19	2.125284055e-18	4.164662987e-19	4.328693553e-19	6.610606088e-19	8.624937809e-19	7.442469797e-19
9.636342616e-19	5.711368268e-10	0.9999786699	2.13294099e-05	5.913612126e-13	2.054331821e-17	1.773208085e-13	6.879251945e-16	1.061693991e-10	1.885404624e-12	1.245712938e-11	1.12094966e-15	1.232977615e-18	9.059423137e-17	0	2.898622878e-19	2.28530879e-18	2.349074658e-11	8.281667955e-13	9.960196374e-15	1.318016776e-14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.999998825	9.576673855e-09	1.33890354e-08	8.978329976e-09	1.388618824e-08	1.883751633e-08	2.243773691e-08	8.491876054e-09	2.10415136e-08	1.819654823e-08	1.189049931e-08	8.665375034e-09	8.1291751e-07	1.111312301e-08	9.322275209e-09	2.915907827e-08	0	1.047084677e-08	1.162781656e-08	1.244996803e-08	1.225208317e-07
3.228143373e-38	1.670045391e-45	1.73664058e-41	1	1.787333751e-44	4.326563366e-47	4.57182944e-47	5.077240738e-47	6.734250476e-47	4.343763603e-47	3.935256166e-37	4.442174624e-47	5.97126219e-47	6.983181755e-43	7.083546426e-47	1.75044944e-46	4.327604438e-47	0	4.950160529e-47	6.565324083e-47	1.132681953e-46
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.462336929e-06	9.646824751e-45	1	0.9999809691	6.834401254e-36	1.498512374e-45	1.012477114e-44	1.868740318e-46	9.913402224e-39	1.632994316e-38	1.255083848e-05	6.067402635e-47	1.800120529e-47	2.923594964e-41	4.40658009e-43	6.808241006e-48	6.593100677e-48	1.486718198e-31	9.09151819e-45	0	8.842693128e-44
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
