hyfR	fhlA	nsrR	feaR	hycB	hyfF	hyfH	hypC	hycG	hycF	hyfI	hyfJ	hypA	hycA	focB	hycE	hypE	hyfC	hypD	hyfA
0.5568123	0.2148577	0.7987785	0.0345872	0.0187781	0.0926870	0.3852087	0.1786132	0.0566449	0.0225722	0.2242018	0.7110189	0.0416549	0.4013912	0.7067150	0.0064818	0.1068087	0.3156741	0.0501297	0.4364095
