"Time"	relE	relB	hokD	alaS	ilvN
450	0.0940259	0.9998868	0.1048897	1.0000000	0.4070090
500	0.0940259	0.9998868	0.1048897	1.0000000	0.4069530
550	0.0940259	0.9998868	0.1048897	1.0000000	0.6746249
600	0.0940259	0.9998868	0.1048897	1.0000000	0.8753954
650	0.0940259	0.9998868	0.1048897	1.0000000	0.9552257
700	0.0940259	0.9998868	0.1048897	1.0000000	0.9841415
750	0.0940259	0.9998868	0.1048897	1.0000000	0.9944023
800	0.0940259	0.9998868	0.1048897	1.0000000	0.9980258
850	0.0940259	0.9998868	0.1048897	1.0000000	0.9993039
900	0.0940259	0.9998868	0.1048897	1.0000000	0.9997545
950	0.0940259	0.9998868	0.1048897	1.0000000	0.9999135
1000	0.0940259	0.9998868	0.1048897	1.0000000	0.9999695

0	0.0940673	0.9998771	0.1048180	1.0000000	1.0000000
50	0.0940418	0.9998837	0.0629978	0.8910290	1.0000000
100	0.0940320	0.9998858	0.0318957	0.7887467	1.0000000
150	0.0940282	0.9998865	0.0210078	0.7413610	1.0000000
200	0.0940268	0.9998867	0.0178574	0.7228686	1.0000000
250	0.0940262	0.9998868	0.0170217	0.7161509	1.0000000
300	0.0940260	0.9998868	0.0168105	0.7137961	1.0000000
350	0.0940259	0.9998868	0.0167588	0.7129864	1.0000000
400	0.0940259	0.9998868	0.0167464	0.7127109	1.0000000
450	0.0940259	0.9998868	0.0167434	0.7126178	1.0000000
500	0.0940259	0.9998868	0.0167428	0.7125864	1.0000000
550	0.0940259	0.9998868	0.0586069	0.8215469	1.0000000
600	0.0940259	0.9998868	0.0897266	0.9238256	1.0000000
650	0.0940259	0.9998868	0.1006209	0.9712102	1.0000000
700	0.0940259	0.9998868	0.1037736	0.9897022	1.0000000
750	0.0940259	0.9998868	0.1046101	0.9964197	1.0000000
800	0.0940259	0.9998868	0.1048215	0.9987744	1.0000000
850	0.0940259	0.9998868	0.1048734	0.9995842	1.0000000
900	0.0940259	0.9998868	0.1048858	0.9998596	1.0000000
950	0.0940259	0.9998868	0.1048888	0.9999528	1.0000000
1000	0.0940259	0.9998868	0.1048895	0.9999841	1.0000000

0	0.0940673	0.9998771	0.1048180	1.0000000	1.0000000
50	0.0664822	0.9806869	0.1070274	1.0000000	1.0000000
100	0.0348817	0.9633630	0.1247456	1.0000000	1.0000000
150	0.0167846	0.9557950	0.1761028	1.0000000	1.0000000
200	0.0081558	0.9530523	0.2806390	1.0000000	1.0000000
250	0.0043735	0.9521400	0.4340981	1.0000000	1.0000000
300	0.0027917	0.9518507	0.5913536	1.0000000	1.0000000
350	0.0021491	0.9517617	0.7088938	1.0000000	1.0000000
400	0.0018930	0.9517349	0.7787147	1.0000000	1.0000000
450	0.0017923	0.9517270	0.8143193	1.0000000	1.0000000
500	0.0017530	0.9517246	0.8307687	1.0000000	1.0000000
550	0.0293113	0.9709345	0.6678202	1.0000000	1.0000000
600	0.0609017	0.9883034	0.3544280	1.0000000	1.0000000
650	0.0789878	0.9958916	0.1942531	1.0000000	1.0000000
700	0.0876081	0.9986232	0.1347032	1.0000000	1.0000000
750	0.0913854	0.9995136	0.1147438	1.0000000	1.0000000
800	0.0929646	0.9997840	0.1082146	1.0000000	1.0000000
850	0.0936059	0.9998610	0.1060480	1.0000000	1.0000000
900	0.0938615	0.9998813	0.1053060	1.0000000	1.0000000
950	0.0939620	0.9998861	0.1050431	1.0000000	1.0000000
1000	0.0940012	0.9998870	0.1049472	1.0000000	1.0000000

0	0.0940673	0.9998771	0.1048180	1.0000000	1.0000000
50	0.0940418	0.9998837	0.1048602	1.0000000	0.6340892
100	0.0940320	0.9998858	0.1048778	1.0000000	0.3596440
150	0.0940282	0.9998865	0.1048849	1.0000000	0.2505198
200	0.0940268	0.9998867	0.1048878	1.0000000	0.2109933
250	0.0940262	0.9998868	0.1048890	1.0000000	0.1969672
300	0.0940260	0.9998868	0.1048894	1.0000000	0.1920141
350	0.0940259	0.9998868	0.1048896	1.0000000	0.1902670
400	0.0940259	0.9998868	0.1048897	1.0000000	0.1896510
