"Time"	gadX	torR	rutR	gadW	hdeA	gadY	yhiD	dctR	hdeB	gadC
200	0.0010323	0.9308567	1.0060182	0.9795814	0.3610612	0.0062919	0.7786352	0.0049040	0.8764215	0.0154695
250	0.0022444	0.9042843	1.0406886	1.0039024	0.3730428	0.0035906	0.7820897	0.0077894	0.9895972	0.0156192
300	0.0009958	0.9661831	1.0256702	1.0106387	0.3589616	0.0024524	0.7806060	0.0017503	0.8494806	0.0173387
350	0.0002783	0.9790133	0.9948655	0.9620460	0.4116188	0.0068400	0.7915317	0.0015073	0.9247557	0.0248559
400	0.0004886	1.0759296	0.9734504	0.9746458	0.4013651	0.0066364	0.7749351	0.0054915	0.9045281	0.0249945
450	0.0000727	1.0306372	1.0222228	0.9463435	0.3572408	0.0121860	0.8195493	0.0069501	0.9859087	0.0187621
500	0.0041480	1.0233061	0.9892936	0.9434689	0.4356468	0.0093124	0.8459053	0.0075247	0.9141334	0.0205217
550	0.0117338	0.9799996	1.0318743	0.9002477	0.3561846	0.0103171	0.8525692	0.0066834	0.9527770	0.0265278
600	0.0256245	1.0008510	0.9741478	0.8777684	0.4054428	0.0098032	0.8260189	0.0164921	0.8450026	0.0214371
650	0.0077442	1.0046982	0.9928115	0.9213926	0.3895714	0.0112273	0.8401670	0.0140826	0.8478739	0.0103177
700	0.0113011	0.9605401	1.0235689	0.9159466	0.3591578	0.0000000	0.8163406	0.0180690	0.8703421	0.0219413
750	0.0106865	0.9572782	1.0573252	0.9615477	0.3510927	0.0087869	0.8539088	0.0047056	0.9151604	0.0281472
800	0.0105591	0.9381918	1.0135004	0.9625480	0.3549041	0.0088191	0.9376427	0.0158929	0.8837974	0.0169354
850	0.0089497	0.9538175	1.0334980	1.1183552	0.3490645	0.0075669	0.8638905	0.0289880	0.8455967	0.0204567
900	0.0062499	0.9399943	0.9227640	1.0136597	0.3658906	0.0146801	0.8538274	0.0143694	0.8945386	0.0025227
950	0.0041638	1.0157453	1.0084145	1.0652213	0.3950956	0.0117665	0.7978077	0.0057665	0.9322806	0.0182130
1000	0.0106995	1.0509683	0.9754814	1.0567782	0.3612645	0.0069720	0.7742740	0.0096018	0.9263008	0.0126219

0	0.0136695	1.0170041	1.0721733	1.0793691	0.3926231	0.0111080	0.7505467	0.0158926	0.9119853	0.0215148
50	0.0177391	1.0440180	1.0466628	1.0782826	0.3517580	0.0044300	0.8615245	0.0324241	0.7792764	0.5726719
100	0.0098522	1.0454429	1.0046653	0.9608147	0.2962958	0.0072968	0.8956845	0.0175332	0.7850397	0.6959872
150	0.0210560	0.8881414	1.0143504	0.9858502	0.3451177	0.0073362	0.9424170	0.0278351	0.6667075	0.7489988
200	0.0194035	0.9442711	0.9399263	0.9596226	0.3404967	0.0038098	0.9264078	0.0516571	0.6958228	0.7336289
250	0.0248373	0.9822295	1.0941858	0.9940393	0.3823423	0.0016218	0.8662760	0.0367700	0.7699057	0.7275519
300	0.0132218	0.9771294	1.0705367	1.0062371	0.4033550	0.0133516	0.9771902	0.0160031	0.8055451	0.7208709
350	0.0084058	1.0074892	0.9542429	0.9838357	0.3525427	0.0120439	0.9326468	0.0189660	0.7902348	0.7274448
400	0.0090534	0.9451732	0.9574373	1.0771521	0.3765905	0.0099016	0.9255125	0.0080483	0.8071435	0.7187876
450	0.0115350	0.8990333	1.0492239	1.1022402	0.3853336	0.0166479	0.8708141	0.0344640	0.8438770	0.7121982
500	0.0083541	0.9567000	0.9519452	0.9606432	0.3622455	0.0127329	0.8648181	0.0177805	0.7304657	0.7155310
550	0.0147420	1.0072406	0.9387205	1.0240664	0.3703042	0.0156439	0.8024621	0.0171243	0.8745869	0.1577138
600	0.0106216	1.0742448	1.0159630	1.0215211	0.4131952	0.0105128	0.7878677	0.0215364	0.8571228	0.0502526
650	0.0143857	1.0784359	1.0082057	1.0533575	0.3585561	0.0106744	0.7982990	0.0153824	0.9654171	0.0313645
700	0.0042181	1.0447343	0.9380495	1.0461413	0.4144946	0.0109787	0.8613780	0.0241094	0.9147227	0.0220041
750	0.0113337	1.0098591	0.9845737	1.0387653	0.3908990	0.0126305	0.8307679	0.0267666	0.9904373	0.0107240
800	0.0082323	1.0176799	0.9730336	0.9622435	0.3791011	0.0078473	0.8145578	0.0254653	0.9395421	0.0150848
850	0.0138976	0.9854244	0.9742563	1.0712927	0.3646300	0.0081449	0.7765731	0.0094550	0.9856621	0.0172891
900	0.0154819	1.0844440	1.0302776	0.9782507	0.4112406	0.0105959	0.7094598	0.0090340	1.0126862	0.0188603
950	0.0129275	0.9943288	1.0691018	0.9910765	0.3849870	0.0103018	0.7417371	0.0099774	0.9845945	0.0288003
