gadX	torR	rutR	gadW	hdeA	gadY	yhiD	dctR	hdeB	gadC
0.0196653	0.9439809	1.0479030	1.0338493	0.4495954	0.0084842	0.8039441	0.0292164	0.9821212	0.0214583
