"Time"	gadX	torR	rutR	gadW	hdeA	gadY	yhiD	dctR	hdeB	gadC

0	0.0112966	0.7174480	0.7201320	0.7312288	0.2900696	0.0047512	0.5594228	0.0131395	0.6134112	0.0085889
50	0.0162713	0.6240042	0.6721102	0.7290004	0.3099513	0.0045055	0.5860052	0.0290290	0.7254239	0.0188154
100	0.0011362	0.7370209	0.6728678	0.8088931	0.1716098	0.0169300	0.6080451	0.0149503	0.7543973	0.0105236
150	0.0020315	0.7384363	0.7032043	0.8069818	0.2409188	0.0100683	0.5493145	0.0042181	0.6617834	0.0084653
200	0.0099154	0.7521997	0.7507968	0.6261179	0.3082458	0.0003901	0.4591318	0.0072809	0.6466524	0.0094438
250	0.0018589	0.7467296	0.7673758	0.6602105	0.2901079	0.0000000	0.6173519	0.0080546	0.6605470	0.0207679
300	0.0015791	0.8564648	0.8363472	0.6153596	0.2462522	0.0024839	0.4870963	0.0027906	0.6394573	0.0166011
350	0.0000000	0.6694694	0.6558432	0.6996173	0.2897839	0.0038182	0.6712914	0.0006520	0.6318469	0.0105678
400	0.0000016	0.7255939	0.7838065	0.7325137	0.2671272	0.0127662	0.6166797	0.0051701	0.6267369	0.0465558
450	0.0000002	0.7856665	0.7256399	0.7255067	0.2153601	0.0150153	0.4743337	0.0030972	0.6372876	0.0094413
500	0.0009844	0.5936988	0.6142967	0.8354018	0.2548269	0.0127230	0.5759133	0.0129013	0.7584128	0.0264465
550	0.0129536	0.6225490	0.7206616	0.7086273	0.1791389	0.0136349	0.5488342	0.0080489	0.7506447	0.0073222
600	0.0052491	0.6529650	0.7923010	0.6324532	0.2208421	0.0058421	0.5882438	0.0055072	0.5990974	0.0026303
650	0.0060324	0.7191448	0.6671098	0.6145660	0.2193077	0.0029658	0.5819705	0.0079147	0.7418421	0.0044107
700	0.0251428	0.6767690	0.6881242	0.6475600	0.2599433	0.0010827	0.4937823	0.0224699	0.7294756	0.0065835
750	0.0058726	0.6981912	0.6340020	0.5508883	0.2475631	0.0104158	0.5825619	0.0137610	0.6585674	0.0060786
800	0.0063487	0.7249190	0.6251553	0.7796755	0.3425397	0.0061389	0.5776168	0.0314399	0.7365454	0.0020722
850	0.0116301	0.7528627	0.6195504	0.7132492	0.4172417	0.0085998	0.4916732	0.0077689	0.7035281	0.0315077
900	0.0157776	0.6685435	0.6831827	0.6883838	0.2621598	0.0166388	0.4997808	0.0224046	0.6996514	0.0139583
950	0.0047352	0.7872547	0.7854662	0.7556057	0.2313874	0.0031439	0.5161888	0.0289889	0.6176732	0.0051594
1000	0.0183735	0.7055677	0.7054644	0.7057791	0.3249837	0.0155225	0.4691041	0.0293301	0.5881654	0.0159839

0	0.0117977	0.7607095	0.6509030	0.7652896	0.3804332	0.0075613	0.4825106	0.0346848	0.6569859	0.0084193
50	0.0144464	0.4846355	0.5774697	0.7706238	0.3042440	0.2049301	0.5831706	0.0231276	0.6237296	0.0108426
100	0.0079476	0.7061558	0.6740744	0.7514025	0.2731752	0.3978691	0.4889744	0.0118980	0.6506647	0.0065028
150	0.0051447	0.6006676	0.6984075	0.7514212	0.2944264	0.6260908	0.5410365	0.0275705	0.8254555	0.0340720
200	0.0101854	0.6852487	0.6231895	0.6831647	0.4280873	0.6725315	0.6049946	0.0037909	0.6515508	0.0133937
250	0.0034848	0.7932370	0.6263890	0.6957414	0.2850604	0.6586173	0.5940200	0.0096303	0.6695457	0.0208459
300	0.0015521	0.7087806	0.6248906	0.7293278	0.2113323	0.7451900	0.4593594	0.0053815	0.8297145	0.0259336
