"Time"	gadX	torR	rutR	gadW	hdeA	gadY	yhiD	dctR	hdeB	gadC
1000	0.0227104	1.0589660	1.0797435	0.9574905	0.4149659	0.0350833	0.6679329	0.0653671	0.9568227	0.0187405

0	0.0207522	1.0491202	1.0367315	1.0173827	0.4207443	0.0146601	0.7468318	0.0151882	0.8677134	0.0135140
50	0.0035434	1.0131117	0.9702737	0.9932514	0.4007215	0.2183596	0.7551374	0.0262128	0.8177074	0.1621938
100	0.0097736	1.0541459	1.0159929	0.9851257	0.3987244	0.3868718	0.7477208	0.0071268	0.8494864	0.2541107
150	0.0189615	1.0538561	0.9959742	1.0091037	0.4053230	0.6108830	0.7299287	0.0153208	0.9684929	0.3091613
200	0.0142571	0.9916058	0.9508776	1.1057268	0.4708038	0.7165889	0.6987783	0.0132122	1.0827440	0.3362119
250	0.0115272	0.8998624	0.8993496	1.0220052	0.3996986	0.7745364	0.7094178	0.0082374	0.9614156	0.2379478
300	0.0148508	1.0132590	0.9143427	0.9929942	0.3779058	0.7838181	0.7893188	0.0143143	0.9284273	0.3074874
350	0.0028601	0.8250351	1.0123085	1.0125953	0.3721755	0.8001741	0.7123355	0.0045429	0.9506442	0.3677447
400	0.0124752	0.9884344	0.9799429	1.0844506	0.4517560	0.7651971	0.7782168	0.0031837	0.9453226	0.3090424
450	0.0099838	0.9032821	0.9329356	1.0001473	0.3746091	0.7508872	0.7368454	0.0052898	0.9543770	0.2936648
500	0.0066738	1.0028486	0.9648727	0.9689161	0.3991504	0.8086636	0.7740839	0.0082752	0.9201576	0.3434533
550	0.0116369	0.9566664	0.9585453	1.0539770	0.3441148	0.5695969	0.8190290	0.0107801	0.8962326	0.1292969
600	0.0115341	1.0542472	0.9867581	1.0093290	0.3872867	0.2742563	0.7643641	0.0070906	0.8711229	0.0488047
650	0.0182571	1.0535964	1.0303921	0.9992888	0.4133022	0.1444503	0.7445554	0.0122706	0.8631936	0.0221374
700	0.0179143	1.0875577	0.9966404	1.0125021	0.3983495	0.0570027	0.7282895	0.0307451	0.8804104	0.0128925
750	0.0133361	0.9778694	0.9652992	1.0538025	0.3719955	0.0391556	0.8073119	0.0125867	0.9213695	0.0138330
800	0.0084029	1.0543278	0.9586150	1.0367907	0.3876150	0.0160013	0.7820738	0.0184554	0.9266691	0.0209573
850	0.0066330	1.0368986	0.9149950	0.9526769	0.3935765	0.0108485	0.7701049	0.0198081	0.9633725	0.0126287
900	0.0058289	0.9501136	0.9225625	0.9495132	0.4084499	0.0097712	0.8339883	0.0134102	0.9846772	0.0226569
950	0.0030244	0.9442361	0.9396755	1.0391204	0.3670691	0.0093053	0.7170769	0.0092449	0.9196166	0.0229652
1000	0.0085454	1.0272569	1.0332041	0.9826668	0.3321183	0.0164635	0.6885507	0.0133173	1.0163839	0.0137055

0	0.0207522	1.0491202	1.0367315	1.0173827	0.4207443	0.0146601	0.7468318	0.0151882	0.8677134	0.0135140
50	0.0310378	0.9759744	1.0226106	1.0636765	0.3683862	0.0201416	0.7951444	0.0344965	0.9307004	0.1714980
100	0.0105548	0.9831884	0.9728198	1.0590885	0.3930073	0.0150811	0.7515226	0.0248648	1.0228743	0.2841550
150	0.0016347	1.0120575	0.9986375	0.9719387	0.4203878	0.0063398	0.7877131	0.0253727	1.0645001	0.2993185
200	0.0085983	0.9840149	1.0682696	1.0204215	0.3992379	0.0195327	0.6570354	0.0235645	1.0055012	0.3887297
250	0.0060327	0.9973534	1.0783300	0.9313905	0.3244830	0.0046768	0.8368211	0.0144801	0.9896974	0.3440613
300	0.0006998	0.9368724	0.9935019	1.0347719	0.4446402	0.0033433	0.8544357	0.0192798	0.9586767	0.3611541
350	0.0010427	0.9821747	1.0059969	1.2200136	0.4072455	0.0115532	0.8622177	0.0054951	0.9522691	0.3161684
400	0.0000132	1.0624061	1.0011841	1.1015775	0.4546959	0.0176187	0.7523771	0.0044187	0.9220020	0.3761204
450	0.0003673	0.9657087	1.0036512	1.0371717	0.3854250	0.0013137	0.8317716	0.0082922	0.9347860	0.4187857
500	0.0006583	1.1096613	1.0701678	1.0237664	0.4052423	0.0087591	0.7969303	0.0061988	0.9428585	0.3888138
