"Time"	relE	relB	hokD	alaS	ilvN
700	0.1049061	1.0117078	0.1122753	1.0553400	1.0202550
750	0.1085180	1.0509641	0.1043574	0.9802545	0.9955726
800	0.0807512	1.0175140	0.1025061	1.0717954	1.0057907
850	0.0968229	1.0494868	0.0980817	1.0825865	0.9675546
900	0.0869542	1.0155147	0.1106397	1.0104160	0.9264130
950	0.1199086	1.0399687	0.1456012	1.0774230	0.9807938
1000	0.0996752	0.9741126	0.0959045	1.1683085	1.0195075

0	0.1363031	1.0056826	0.1313701	1.0309245	0.9557051
50	0.1179128	1.0669971	0.1075048	1.0577845	0.5352879
100	0.0934311	1.0886090	0.1009039	1.0471359	0.2024678
150	0.0875114	1.0345137	0.0994708	0.9900465	0.0998616
200	0.0730171	1.0084301	0.0679190	1.0098461	0.0431118
250	0.0676366	0.9993490	0.0698871	1.1465940	0.0390069
300	0.0963930	0.9668805	0.0967188	1.1510942	0.0226769
350	0.0859182	1.0450734	0.1065012	1.0397610	0.0128525
400	0.1162009	1.0177359	0.1083083	0.9926820	0.0091924
450	0.0894302	1.0829427	0.0998151	0.9669509	0.0321084
500	0.0773970	0.9927008	0.0823606	1.0745674	0.0229451
550	0.0702254	0.9144302	0.1123726	1.1384418	0.5067943
600	0.0920250	1.0301922	0.1053063	1.0093156	0.7886747
650	0.0598739	1.0345405	0.1176152	1.0458389	0.9373790
700	0.0779231	1.0540561	0.1094567	0.9985056	0.9490698
750	0.0881768	0.9535751	0.1292356	0.9500659	0.9558163
800	0.1234106	0.9438033	0.1169251	1.0665774	0.9077913
850	0.0991864	0.9788841	0.1253575	1.0682125	1.0104766
900	0.0979007	1.0111607	0.1132898	0.9437390	0.8303147
950	0.0856086	1.0775891	0.0818563	1.0174150	0.9424591
1000	0.0938542	1.1027404	0.1172921	1.0036542	0.9237221

0	0.1363031	1.0056826	0.1313701	1.0309245	0.9557051
50	0.0984891	0.9469134	0.1267679	1.0444993	0.8529794
100	0.0560022	0.9368329	0.1419408	0.9379630	1.0822826
150	0.0320123	0.9423746	0.1420164	1.0147734	1.0316861
200	0.0123445	0.9823785	0.2164094	1.1656049	1.0238303
250	0.0162252	0.9572309	0.3196694	0.9958721	1.0266295
300	0.0044919	0.9810698	0.3793369	0.9745147	1.0144247
350	0.0047533	0.9318810	0.5832904	1.0082327	0.9434450
400	0.0012912	0.8137054	0.7255384	0.9749692	0.9915302
450	0.0006376	0.9280843	0.8786828	0.9585134	0.9453806
500	0.0012329	0.8940689	0.8563100	0.9659706	1.0340149
550	0.0381001	0.9310207	0.7664454	1.0264169	1.0061649
600	0.0669223	0.8785649	0.4544945	1.0305369	0.9720609
650	0.0733276	1.0478200	0.2362088	0.9622605	1.1093579
700	0.1022111	1.0565222	0.1586000	1.0095671	1.1094084
750	0.0918725	0.9835883	0.1245545	1.0265764	0.9497948
800	0.1184631	1.0100635	0.1575511	1.0015779	0.8887097
850	0.0834508	1.0595592	0.1163551	1.0364570	0.9757451
900	0.0877644	0.9861091	0.1015942	1.0305690	0.9949071
950	0.0962216	0.9615579	0.1386926	0.9594071	0.8886391
1000	0.1245244	1.0221898	0.1361247	0.9867122	0.9817425

0	0.1363031	1.0056826	0.1313701	1.0309245	0.9557051
50	0.0775054	1.0214892	0.1272072	0.9959646	0.8127219
100	0.0395881	0.9305929	0.1205212	0.8588358	0.9683308
150	0.0112703	0.9185756	0.2024687	0.9365206	1.0607656
200	0.0046554	0.9983749	0.3024589	0.8937211	1.1105932
250	0.0008022	0.9998595	0.5230765	0.9155393	1.0672689
300	0.0011717	1.1131784	0.8176071	0.9857980	1.0163929
350	0.0004069	1.0220077	0.8212505	0.9227944	1.0387617
400	0.0021438	0.9622371	0.8306459	0.9812410	1.0274980
450	0.0024433	0.9525259	0.8398888	0.9256577	0.9400016
500	0.0000000	0.9827059	0.8174638	0.9072074	0.9488321
550	0.0314419	1.1412966	0.6255284	0.9542939	0.9480606
600	0.0987278	1.1584644	0.3244727	1.0066783	1.0105526
650	0.1064982	1.0630993	0.1733814	0.9396511	1.0243984
700	0.1447417	1.1093947	0.1561766	1.0319286	1.0245894
750	0.0904148	1.0200838	0.0970275	1.0029364	1.0643590
800	0.1056363	1.0009446	0.0780627	1.0710144	0.9676271
850	0.0701964	1.0366597	0.0913844	1.0782244	0.9712893
900	0.0774140	0.9449822	0.1179340	1.1385983	0.8868559
950	0.0785136	0.9864476	0.1212612	1.0942114	1.0410607
1000	0.0598039	1.1062912	0.1466216	0.9760042	1.0672557

0	0.1363031	1.0056826	0.1313701	1.0309245	0.9557051
50	0.0869364	0.9747685	0.0331746	0.7509927	0.9268108
100	0.0795681	1.0152758	0.0248171	0.3707951	0.8630757
150	0.0838815	1.0075643	0.0395244	0.2139190	0.8102336
200	0.1060330	1.0136852	0.0524533	0.1515741	0.9342874
250	0.1305103	0.9189165	0.0148300	0.1538946	0.8278156
300	0.1212021	1.0373002	0.0229255	0.1507335	0.7700519
350	0.1320836	1.0010589	0.0193952	0.1069727	0.8347277
400	0.0992880	1.0015314	0.0272430	0.1131381	0.8057497
450	0.1142166	0.9939972	0.0112351	0.1131084	0.7372987
500	0.1194421	0.8873239	0.0259837	0.1503257	0.6306285
550	0.1056211	0.9156225	0.0635378	0.4846815	0.8505853
600	0.1104150	0.9191575	0.0980387	0.7491459	0.9370730
650	0.1351197	1.0058336	0.1096228	0.8545682	0.9578788
700	0.1067655	1.0442161	0.1371330	0.8731961	1.0709305
750	0.0880099	1.0345474	0.0886673	1.0282442	1.0138337
800	0.1019587	1.0059514	0.1155396	1.0211588	1.0026959
850	0.1205455	1.0425445	0.1064860	0.9797185	0.9015263
900	0.1321993	0.9817117	0.0879212	0.9328223	0.8834048
950	0.0907622	0.8301290	0.1049994	0.9832829	1.0148062
1000	0.0697882	1.0146355	0.1113885	0.9940516	0.9108233

0	0.1363031	1.0056826	0.1313701	1.0309245	0.9557051
50	0.0925841	0.9610538	0.1170585	1.0153486	0.7037102
100	0.0943134	1.0557167	0.1330063	0.9939838	0.4135467
150	0.1025562	0.8903987	0.0981138	0.9981818	0.3212568
200	0.0984281	0.9896905	0.1030390	1.0587575	0.2930037
