"Time"	relE	relB	hokD	alaS	ilvN
50	0.0695111	0.6673553	0.0927532	0.8204242	0.5387293
100	0.0920655	0.8810351	0.1143636	0.7243420	0.2533800
150	0.0606650	0.6269197	0.0722084	0.7367844	0.3310409
200	0.1001779	0.6678762	0.1063606	0.7660209	0.2530686
250	0.0689996	0.7402245	0.0654088	0.6956796	0.1946968
300	0.0940315	0.6483388	0.0577285	0.9364671	0.1724024
350	0.0808787	0.8937350	0.0921976	0.7514161	0.1351132
400	0.0414490	0.7822746	0.0895877	0.7275115	0.1849210
450	0.0476142	0.7894405	0.0650976	0.9075405	0.1391103
500	0.0616167	0.7966976	0.0518744	0.7714318	0.2055781
550	0.0738406	0.6816483	0.0497984	0.7428209	0.5260838
600	0.0530825	0.7512606	0.0607666	0.6888298	0.5901047
650	0.0957367	0.7525494	0.1084713	0.6383875	0.7387120
700	0.0355001	0.7118788	0.0692515	0.8198599	0.8294822
750	0.0464860	0.7791004	0.0578796	0.8104105	0.7560283
800	0.0918176	0.7536403	0.0832928	0.8248232	0.6545608
850	0.1014589	0.7695988	0.0705402	0.8144462	0.7649677
900	0.0780374	0.7101188	0.0716789	0.8682109	0.7261940
950	0.0561706	0.8314175	0.0647464	0.7609983	0.8106507
1000	0.0832654	0.8505272	0.0613520	0.8927916	0.8464755

0	0.1250872	0.7821738	0.0722488	0.7766708	0.6847155
50	0.0552761	0.7829112	0.0498861	0.8075222	0.6432650
100	0.0311349	0.9683980	0.0102217	0.8457223	0.5923047
150	0.0121399	0.7199474	0.0153389	0.6997782	0.6798777
200	0.0263634	0.6933452	0.0187718	0.6374177	0.7364332
250	0.0111988	0.7898393	0.0927302	0.6535918	0.5969131
300	0.0185460	0.6022206	0.1019745	0.8835048	0.6531118
350	0.0023465	0.9045378	0.1467618	0.7601021	0.7204916
400	0.0020533	0.9173047	0.1603564	0.5721043	0.7474272
450	0.0004178	0.7650775	0.1758019	0.6678400	0.7240851
500	0.0004846	0.8505658	0.3444189	0.7561548	0.6988387
550	0.0158728	0.6675292	0.2697127	0.7157756	0.6736070
600	0.0399949	0.7463465	0.1471984	0.7849880	0.8287874
650	0.0704857	0.7806356	0.1479288	0.7486591	0.7274978
700	0.0507093	0.9043185	0.1203349	0.7399391	0.7991623
750	0.0797363	0.8831058	0.0587544	0.7797314	0.8085536
800	0.1089978	0.8708200	0.1236605	0.7438457	0.8084665
850	0.1318190	0.9309394	0.0624501	0.7865863	0.8303972
900	0.0588763	0.8814378	0.0435958	0.8853594	0.9304137
950	0.0758185	0.6966225	0.0891515	0.7989069	0.6871062
1000	0.0712126	0.8352118	0.0433013	0.6250233	0.7325276

0	0.0928253	0.6978747	0.1145430	0.7954269	0.6811925
50	0.0451462	0.6534347	0.0827457	0.4527337	0.4705761
100	0.0319351	0.8011590	0.0673937	0.2275196	0.4382038
150	0.0167274	0.6590923	0.1895979	0.1607077	0.4353389
200	0.0067431	0.6189344	0.2961470	0.0751021	0.4034208
250	0.0019352	0.5915929	0.3983962	0.0828501	0.4395420
300	0.0069964	0.5311029	0.5006191	0.0654407	0.3806430
350	0.0100941	0.5904727	0.4842270	0.1195853	0.3460787
400	0.0028009	0.5808200	0.4103488	0.0844554	0.3701134
450	0.0061286	0.4839504	0.5703223	0.0841877	0.3478446
500	0.0038436	0.4577352	0.5637555	0.1058064	0.4215436
550	0.0537036	0.5583031	0.5278320	0.2832463	0.5449787
600	0.0320611	0.5854425	0.3335326	0.6587728	0.6569424
650	0.0677695	0.7089743	0.1942853	0.7477344	0.8466493
700	0.0751792	0.7854183	0.1229886	0.7854248	0.6346009
750	0.0716590	0.7894494	0.0915834	0.6717224	0.8561788
800	0.0887986	0.8301319	0.0872516	0.8847887	0.7858728
