0	0	0	0	0	0	0	0	0	0	0
1.979700554e-05	0	0.4421506472	9.781995746e-06	0.5574587747	0.0002410352725	8.790024518e-06	1.904215686e-05	9.960806842e-06	7.340555935e-05	8.765289132e-06
0.999949481	2.803433894e-06	0	2.816539809e-06	1.93133059e-05	2.918635763e-06	4.233567572e-06	4.789880857e-06	7.808792927e-06	2.798271056e-06	3.03657929e-06
0.798600628	1.169141609e-07	1.568526014e-07	0	2.480410304e-07	4.16738544e-08	4.452057604e-08	1.172823866e-07	4.097692171e-07	7.459570737e-08	0.9986067475
0.999898587	0.9969777156	2.39855741e-06	3.513496905e-08	0	5.833620478e-08	3.301022344e-08	0.8214641013	7.511893379e-08	4.697158621e-06	3.942086972e-08
2.988853983e-11	0.9977014763	2.223677e-11	9.065314358e-11	0.9999189372	0	1.143432979e-11	1.994868238e-09	0.9996221577	2.966466167e-10	0.9916515638
0.9999711605	2.739328425e-06	2.400762443e-06	7.059241465e-06	4.442024957e-06	2.166244305e-06	0	2.912685041e-06	2.222953466e-06	2.59590332e-06	2.300404026e-06
1.112291563e-12	6.708578371e-11	0.9999873089	4.767374135e-11	0.9006071768	6.7142976e-12	6.756440438e-13	0	2.103242563e-12	7.768853581e-11	2.107169157e-12
0.9999095024	7.625519022e-06	7.34121619e-06	2.451426354e-05	8.442757701e-06	7.60758535e-06	8.061486656e-06	1.219752807e-05	0	7.313978867e-06	7.393271236e-06
1.954666497e-22	0.9999998215	0.9999995279	1.008963579e-22	6.405419453e-07	4.276512904e-22	5.6278767e-23	1.386873581e-09	8.174114864e-09	0	9.927528139e-23
0.9997753005	1.984032742e-05	2.061896243e-05	2.031770498e-05	1.962333507e-05	2.079445911e-05	2.309324149e-05	3.725546233e-05	2.456557014e-05	3.859045824e-05	0
