hdeB	torR	0.9999998215000001
hdeB	rutR	0.9999995279
yhiD	rutR	0.9999873089
gadY	gadX	0.9999711605
torR	gadX	0.9999494809999999
dctR	gadX	0.9999095024
gadW	gadX	0.999898587
gadC	gadX	0.9997753005
hdeA	hdeB	0.9996221577
hdeA	torR	0.9977014763
gadW	torR	0.9969777156
yhiD	hdeA	0.9006071768
gadW	dctR	0.8214641012999999
rutR	gadX	0.798600628
gadX	hdeA	0.5574587746999999
gadX	rutR	0.44215064719999997
gadX	gadY	0.00024103527249999998
gadX	gadC	7.340555935e-05
gadC	dctR	3.725546233e-05
gadC	hdeB	2.456557014e-05
dctR	gadW	2.4514263539999996e-05
gadC	yhiD	2.309324149e-05
gadC	gadY	2.0794459109999998e-05
gadC	rutR	2.0618962430000002e-05
gadC	gadW	2.031770498e-05
gadC	torR	1.984032742e-05
gadC	hdeA	1.962333507e-05
torR	hdeA	1.93133059e-05
gadX	dctR	1.904215686e-05
gadX	hdeB	9.960806842e-06
gadX	gadW	9.781995746e-06
gadX	yhiD	8.790024517999998e-06
dctR	hdeA	8.442757700999999e-06
dctR	yhiD	8.061486656000001e-06
torR	hdeB	7.808792927e-06
dctR	torR	7.625519022000001e-06
dctR	gadY	7.607585349999999e-06
dctR	rutR	7.34121619e-06
dctR	gadC	7.313978867000001e-06
gadY	gadW	7.059241465e-06
torR	dctR	4.789880857e-06
gadW	gadC	4.697158621e-06
gadY	hdeA	4.442024956999999e-06
torR	yhiD	4.233567571999999e-06
torR	gadY	2.918635763e-06
gadY	dctR	2.9126850410000003e-06
torR	gadW	2.8165398089999995e-06
torR	gadC	2.7982710560000004e-06
gadY	torR	2.739328425e-06
gadY	gadC	2.5959033199999998e-06
gadY	rutR	2.4007624429999998e-06
gadW	rutR	2.39855741e-06
gadY	hdeB	2.2229534659999997e-06
hdeB	hdeA	6.405419453e-07
rutR	hdeB	4.097692171e-07
rutR	hdeA	2.480410304e-07
rutR	dctR	1.172823866e-07
rutR	torR	1.169141609e-07
gadW	hdeB	7.511893379e-08
rutR	gadC	7.459570737e-08
gadW	gadY	5.8336204779999997e-08
rutR	yhiD	4.4520576039999995e-08
rutR	gadY	4.16738544e-08
gadW	yhiD	3.301022344e-08
hdeA	dctR	1.994868238e-09
hdeB	dctR	1.386873581e-09
hdeA	gadC	2.966466167e-10
hdeA	gadW	9.065314358e-11
yhiD	gadC	7.768853581e-11
yhiD	torR	6.708578371e-11
yhiD	gadW	4.7673741350000005e-11
hdeA	gadX	2.988853983e-11
hdeA	rutR	2.2236770000000002e-11
hdeA	yhiD	1.143432979e-11
yhiD	gadY	6.7142976e-12
yhiD	hdeB	2.103242563e-12
yhiD	gadX	1.112291563e-12
hdeB	gadY	4.276512904e-22
hdeB	gadX	1.954666497e-22
hdeB	gadW	1.0089635789999999e-22
hdeB	yhiD	5.6278767e-23
rutR	gadW	0.0
hdeB	gadC	0.0
dctR	hdeB	0.0
torR	rutR	0.0
yhiD	dctR	0.0
gadY	yhiD	0.0
hdeA	gadY	0.0
gadW	hdeA	0.0
gadX	torR	0.0
