xylR	arcA	lldR	betI	lldD	betT	betA	lldP	betB	ydeA	puuR	puuD	fadJ	appA	ackA	puuA	hybD	rpsJ	ssb	rplC
0.5521584	0.7622242	0.3790648	0.2364859	0.3648161	0.0182147	0.1950525	0.1335332	0.1880226	0.1124684	0.2216905	0.0178924	0.0400587	0.4029389	0.7350057	0.0158432	0.2286611	0.3295293	0.1703003	0.3158697
