xylR	arcA	lldR	betI	lldD	betT	betA	lldP	betB	ydeA	puuR	puuD	fadJ	appA	ackA	puuA	hybD	rpsJ	ssb	rplC
0.6275596	0.6909230	0.3438159	0.1767431	0.3542756	0.0396166	0.2027427	0.1656404	0.2127037	0.1013074	0.2071968	0.0183995	0.0356103	0.3913669	0.7543775	0.0177744	0.1537607	0.3533506	0.1614922	0.2773737
