"Time"	relE	relB	hokD	alaS	ilvN
500	0.0978378	0.6991868	0.1005524	0.8722737	0.3036473
550	0.0738957	0.7896007	0.1109028	0.7210011	0.5496786
600	0.0856229	0.7086149	0.0622957	0.6655049	0.6298531
650	0.0566186	0.6430783	0.0768959	0.7483389	0.8047843
700	0.0454206	0.8801673	0.0765909	0.5878313	0.7265112
750	0.0635794	0.8304778	0.0609577	0.7170344	0.8029820
800	0.0803445	0.6638728	0.0823840	0.7052577	0.6528972
850	0.0537038	0.7151605	0.0696671	0.7217389	0.6662007
900	0.0592248	0.6620832	0.0508220	0.6909253	0.7647220
950	0.0339962	0.7344605	0.0809954	0.6709657	0.6895240
1000	0.0485745	0.6854033	0.0913965	0.7487611	0.6318983

0	0.1291036	0.6427867	0.0629442	0.6662986	0.6435564
50	0.0708357	0.7042667	0.0145056	0.5205432	0.6278700
100	0.0731384	0.6248405	0.0088868	0.5071832	0.6768821
150	0.0504184	0.7092803	0.0029042	0.5451620	0.7595096
200	0.0408197	0.7970562	0.0074426	0.4915009	0.6970540
250	0.0524091	0.7229585	0.0036910	0.5418497	0.6565277
300	0.0755045	0.7145630	0.0077240	0.3334523	0.6837312
350	0.0455228	0.7857187	0.0025043	0.4961658	0.7395348
400	0.0653726	0.6778806	0.0102211	0.5162000	0.7542023
450	0.0781971	0.8209525	0.0114916	0.4925145	0.6273020
500	0.0620191	0.6406897	0.0041496	0.5001808	0.6034319
550	0.0692109	0.6106804	0.0469423	0.6227167	0.6010225
600	0.0592724	0.6912099	0.0900844	0.7275355	0.7599877
650	0.0963239	0.6121589	0.0996448	0.6417993	0.6235362
700	0.0604450	0.7599218	0.0683084	0.6307184	0.7430837
750	0.0635020	0.7458477	0.1016830	0.7037907	0.6873218
800	0.1063923	0.7129975	0.0724162	0.6818770	0.7829685
850	0.0492813	0.6651318	0.0898667	0.6963127	0.8719699
900	0.0732951	0.6544845	0.0474316	0.7147638	0.7149552
950	0.0470963	0.7104450	0.1158821	0.7931744	0.8109192
1000	0.0456029	0.8282812	0.0713791	0.6948293	0.6943192

0	0.0458850	0.7394641	0.0959421	0.7546897	0.6495097
50	0.0326187	0.6679761	0.0648899	0.8085190	0.6287363
100	0.0076825	0.6677271	0.1016341	0.7101551	0.6837148
150	0.0220790	0.7196912	0.1336227	0.7054493	0.6557158
200	0.0023249	0.7126753	0.1551361	0.7735745	0.6847346
250	0.0000000	0.8881799	0.1814145	0.6560682	0.7199580
300	0.0005721	0.5865815	0.5044357	0.6682667	0.7760871
350	0.0021660	0.7265725	0.6334684	0.6180882	0.8361097
400	0.0093627	0.7530058	0.5371734	0.6865080	0.7127278
450	0.0005469	0.7998521	0.4462172	0.8110180	0.6340661
500	0.0008281	0.7272280	0.5226352	0.7359576	0.8200170
550	0.0575123	0.7796322	0.2383616	0.7602759	0.6808719
600	0.0486801	0.7081910	0.1604313	0.7268041	0.7299221
650	0.0796005	0.7290483	0.0758207	0.8509929	0.5656148
700	0.0750351	0.7105246	0.0556273	0.6897407	0.8368523
750	0.0711130	0.6993355	0.0664338	0.6677561	0.7581249
800	0.0494765	0.5796411	0.0743451	0.7159129	0.6788181
850	0.0817394	0.7267377	0.1213306	0.6252721	0.7477060
900	0.0722728	0.7303959	0.0802693	0.6952475	0.6806274
950	0.0608690	0.7583335	0.0448020	0.6095164	0.6075541
1000	0.0424857	0.7161626	0.0617274	0.6348996	0.6244319

0	0.0917443	0.8023971	0.0681339	0.7045789	0.7127899
50	0.0530377	0.7791078	0.0574915	0.7156268	0.4551847
100	0.0822214	0.5962222	0.1033098	0.5665960	0.1947121
150	0.0478439	0.8069335	0.0635133	0.6868124	0.1323044
200	0.0905492	0.7073582	0.0677098	0.8450528	0.1409935
250	0.0915072	0.6456570	0.0627445	0.6795059	0.1765876
300	0.1005348	0.7863059	0.0764917	0.7126246	0.1847644
350	0.0877538	0.7267914	0.0947164	0.6529951	0.1207385
400	0.0479182	0.7139083	0.0853494	0.6755340	0.1176473
450	0.0904351	0.5413705	0.0329501	0.7899199	0.2005791
500	0.0660665	0.7058128	0.0298439	0.7064812	0.1521514
550	0.0919925	0.7100523	0.0486228	0.6039891	0.5169985
600	0.0929094	0.7152632	0.1128812	0.7637419	0.5831946
