"Time"	fur	rcnR	metJ	metR	metE	metH	metA	rcnA	hmp	ydfN

0	0.7727646	0.5873510	0.1632337	0.6907147	0.3648383	0.2894479	0.7095323	0.2427318	0.4776702	0.0450920
50	0.7195681	0.6096056	0.1380717	0.5813300	0.3292233	0.3080862	0.7005099	0.1785137	0.5125466	0.0238001
100	0.7089863	0.6349105	0.1596175	0.7233431	0.4219774	0.2856189	0.7444074	0.1233506	0.4633936	0.0111860
150	0.6312607	0.7133260	0.1004564	0.6823103	0.3455708	0.2243584	0.7209383	0.0778038	0.3951327	0.0029591
200	0.6766962	0.6889210	0.1202035	0.6064386	0.3391157	0.2452044	0.6823912	0.1437726	0.4396526	0.0030851
250	0.7117307	0.6592214	0.1061163	0.6520962	0.4824703	0.2898675	0.6491230	0.0768263	0.6094102	0.0004120
300	0.6292737	0.6493246	0.1170445	0.6741587	0.5348567	0.2553879	0.5930108	0.1083558	0.4149838	0.0020039
350	0.7467761	0.6731410	0.1164372	0.7198335	0.3687385	0.2217132	0.7180772	0.1290452	0.3756739	0.0003460
400	0.7467787	0.7169503	0.1353292	0.6820193	0.3515254	0.2792228	0.7059326	0.1666639	0.5251483	0.0015267
450	0.6768106	0.7171458	0.1306831	0.8266196	0.3646625	0.2450189	0.7541683	0.0835873	0.4926999	0.0020883
500	0.7165063	0.7751073	0.1052850	0.7324914	0.4019489	0.2960726	0.7558600	0.1510536	0.5495584	0.0011837
550	0.8289267	0.7985400	0.0956771	0.7404254	0.3597902	0.3709510	0.6517466	0.1235504	0.6259120	0.0145761
600	0.7682524	0.6915649	0.1746648	0.6718382	0.5050560	0.3531127	0.8187930	0.1601124	0.5238574	0.0280252
650	0.8850354	0.8022159	0.1614428	0.7822580	0.4244409	0.3301060	0.8815490	0.1881515	0.4955420	0.0249194
700	0.7511846	0.7529155	0.1466929	0.6543813	0.5045195	0.3439519	0.7437989	0.1572054	0.5419547	0.0201220
750	0.7175776	0.7252674	0.1475741	0.6139063	0.3907406	0.3109087	0.9063203	0.1319501	0.3828909	0.0672785
800	0.7551290	0.6492178	0.1303215	0.6303114	0.4607746	0.2737586	0.8495157	0.1435844	0.5172190	0.0261178
850	0.7965888	0.8011456	0.1499359	0.8706831	0.4413084	0.3225087	0.6566343	0.1996093	0.4221853	0.0347866
900	0.6518646	0.7148296	0.1298269	0.5425808	0.3490440	0.3238168	0.6334231	0.1158358	0.4897516	0.0449334
950	0.6062089	0.7567619	0.1701103	0.5987106	0.3904698	0.3053430	0.7724410	0.2155658	0.4791269	0.0538553
1000	0.6832999	0.6489001	0.1691127	0.7145994	0.4414829	0.3181760	0.7891603	0.1514976	0.4224822	0.0633661

0	0.7246554	0.7521439	0.1140967	0.6885984	0.3829102	0.2584148	0.8016479	0.1706331	0.5187866	0.0494872
50	0.5490928	0.6943586	0.1917387	0.6707249	0.4266625	0.3374466	0.7093026	0.1499008	0.4063610	0.0229772
100	0.5444913	0.9268614	0.1847822	0.7526515	0.3796677	0.3057193	0.8738221	0.1848794	0.4071310	0.0050719
150	0.5658994	0.6665033	0.1151189	0.7422932	0.3537860	0.3292315	0.6727374	0.1767379	0.3844891	0.0278214
200	0.6308772	0.7231462	0.1951783	0.7308503	0.2698629	0.2824367	0.6019370	0.1693397	0.3295218	0.0028851
250	0.8897555	0.7597326	0.1641906	0.7890279	0.3959490	0.2478432	0.6903731	0.1524631	0.4329285	0.0013439
300	0.6587449	0.5979926	0.1540663	0.8216239	0.3957718	0.2052359	0.6384726	0.2610026	0.4240387	0.0000698
350	0.6831669	0.7204031	0.1664787	0.6853622	0.3941689	0.2766682	0.8880385	0.1811772	0.5576152	0.0007778
400	0.7266796	0.7594630	0.1372556	0.7059287	0.3649488	0.2455054	0.7814307	0.1699491	0.4567428	0.0037324
450	0.6689159	0.6745906	0.1412637	0.6947407	0.4499709	0.2248717	0.6560984	0.2177200	0.4189593	0.0024416
500	0.6413114	0.7909549	0.2093288	0.5655559	0.4120880	0.3029685	0.7942841	0.1719334	0.4273268	0.0023727
550	0.6432553	0.6143591	0.1681344	0.7418646	0.3585542	0.3451097	0.6233396	0.1481974	0.4037853	0.0108341
600	0.6493630	0.6452424	0.1867276	0.7258261	0.3217542	0.3774714	0.6774422	0.1700379	0.5489452	0.0656349
650	0.6369856	0.7269814	0.2336420	0.6406383	0.2497881	0.2762627	0.6770237	0.1759176	0.4523410	0.0285768
700	0.6328409	0.7633584	0.2439801	0.6567620	0.3766711	0.3129911	0.6616800	0.2289990	0.5052648	0.0531513
750	0.7739405	0.6600674	0.1910289	0.5940414	0.3478416	0.3691530	0.8949325	0.1748439	0.4659368	0.0477168
800	0.6711317	0.7199035	0.1674789	0.6513998	0.2455912	0.2981373	0.6682908	0.1558949	0.4626927	0.0856573
850	0.8493057	0.6270609	0.1671804	0.6970479	0.3289270	0.2959936	0.6911793	0.1203151	0.4688543	0.0844974
900	0.8400108	0.7634678	0.2004064	0.6095441	0.3809951	0.2517368	0.6268161	0.1795874	0.4123666	0.0492495
950	0.7576050	0.7282993	0.2076746	0.6974979	0.3090821	0.2692689	0.8557999	0.1514881	0.4168833	0.0473698
1000	0.6714710	0.6879222	0.1798027	0.7427243	0.3248014	0.2360062	0.6547361	0.1909898	0.4450353	0.0397655

0	0.7470175	0.7246122	0.1575145	0.6854649	0.4547798	0.2789049	0.6532941	0.1319538	0.4131856	0.0730527
50	0.6890439	0.6439149	0.1381476	0.3193395	0.3961576	0.3301096	0.6692917	0.2161545	0.3314702	0.0333653
100	0.7633324	0.6876370	0.1481787	0.1591478	0.3692816	0.3217083	0.6845039	0.2577022	0.2327931	0.0443137
150	0.6075716	0.6392471	0.1728049	0.0627118	0.3995533	0.1728448	0.5077725	0.2006323	0.2721402	0.0499550
200	0.7559341	0.7285657	0.1563898	0.0405662	0.2452649	0.1987003	0.5742922	0.1996957	0.1467653	0.0380621
250	0.6521705	0.7608418	0.1870822	0.0200087	0.2177052	0.1114714	0.4540856	0.2153484	0.1226010	0.0682248
300	0.8054436	0.6986113	0.1299142	0.0165064	0.1366162	0.0748129	0.4802759	0.1091597	0.1221078	0.0428482
350	0.7546353	0.7223479	0.1386608	0.0088734	0.2169949	0.0670598	0.4946577	0.1487060	0.0935834	0.0259021
400	0.6364809	0.7763751	0.1467435	0.0177744	0.2492026	0.0633027	0.4820674	0.1663435	0.1316653	0.0674469
450	0.7003654	0.5863445	0.1091709	0.0418025	0.2051747	0.0687198	0.4161418	0.1764041	0.1180376	0.0604438
500	0.6958135	0.6899514	0.1442209	0.0181023	0.2198498	0.0561390	0.4082794	0.1674213	0.1140987	0.0570833
550	0.6067382	0.6198430	0.1865000	0.2646309	0.2054039	0.0876735	0.5502524	0.2280205	0.1285854	0.0269208
600	0.6664951	0.5970581	0.1844563	0.4454168	0.2202932	0.0833484	0.5683575	0.1971436	0.2239230	0.0297122
650	0.7287207	0.7419461	0.1462424	0.6585195	0.2872000	0.2058001	0.6515968	0.2620165	0.2696904	0.0546918
700	0.6931608	0.7847400	0.1513695	0.7497421	0.3214628	0.2572932	0.7993679	0.2211518	0.4203598	0.0282976
750	0.7764478	0.7214423	0.2268948	0.5982332	0.2571536	0.3351774	0.6311488	0.2101967	0.4684315	0.0519182
800	0.7995462	0.6920621	0.1412498	0.6181989	0.3620361	0.2415392	0.7095477	0.1549365	0.3246469	0.0594920
850	0.8017282	0.7573555	0.0822700	0.6483626	0.4729763	0.2768207	0.6902692	0.2268715	0.3562822	0.0490453
900	0.6315294	0.7067466	0.1249484	0.6139582	0.4012208	0.2901394	0.5517859	0.3143021	0.2868016	0.0421132
950	0.8303580	0.7584025	0.1658441	0.7225725	0.2897436	0.3131134	0.7064149	0.1902506	0.3586854	0.0364327
1000	0.7361633	0.6236921	0.1734320	0.5473580	0.2327439	0.2809735	0.7228538	0.1573197	0.4466469	0.0498394

0	0.7379425	0.6787368	0.1466566	0.6768895	0.4405376	0.3241864	0.8387563	0.1983651	0.4824540	0.0480590
50	0.7725448	0.6352550	0.0921164	0.5927164	0.3997389	0.2357257	0.7816866	0.1559249	0.4403408	0.0355445
100	0.6602725	0.7788276	0.2246643	0.6132847	0.3840001	0.3163360	0.6110933	0.1598956	0.5366891	0.0252851
150	0.7208738	0.7620734	0.2066465	0.6136045	0.3035738	0.3381948	0.6940703	0.1973080	0.5472913	0.0226385
200	0.7349602	0.7312486	0.1474537	0.6362622	0.4697267	0.4006746	0.7518363	0.2654261	0.4213229	0.0526385
250	0.6280005	0.5481198	0.2008073	0.6068021	0.4377735	0.4002200	0.6398372	0.1874155	0.4293423	0.0442591
300	0.8829111	0.6645556	0.1360244	0.6172366	0.5142895	0.3420579	0.6981810	0.1596112	0.5780644	0.0282550
350	0.6924777	0.6676383	0.1367775	0.6315757	0.3724194	0.2471801	0.6573723	0.1458265	0.4187861	0.0536005
400	0.6965961	0.6585684	0.1485659	0.5531776	0.4680340	0.2914852	0.7001689	0.1368088	0.3711093	0.0397511
450	0.7678147	0.8413239	0.1780983	0.7090639	0.3522315	0.2387908	0.7828754	0.1396524	0.4788007	0.0713443
500	0.6318565	0.6691799	0.1248524	0.7860756	0.3634873	0.2687798	0.7030568	0.1740834	0.5012481	0.0489599
550	0.7198877	0.7624047	0.1105074	0.7474996	0.3142409	0.3685232	0.5603537	0.1567455	0.4731055	0.0574660
600	0.7146835	0.8045209	0.1799470	0.7588969	0.3287164	0.3646608	0.6690511	0.2350421	0.4741956	0.0285674
650	0.7072575	0.6808647	0.1439689	0.6189339	0.3598318	0.2280972	0.5238327	0.1654200	0.5516665	0.0178817
700	0.6134225	0.7860210	0.1520899	0.5872955	0.4135411	0.2958017	0.6772076	0.1135275	0.4855926	0.0241628
750	0.8092953	0.8406942	0.2291421	0.6216993	0.3583284	0.2568547	0.7842440	0.1814210	0.4006145	0.0352942
800	0.7263250	0.8280783	0.2425184	0.5193860	0.3354498	0.3571269	0.6746084	0.1560096	0.5247366	0.0326794
850	0.5626538	0.6271499	0.1820616	0.5066571	0.3643374	0.2662592	0.6019557	0.1534223	0.4570173	0.0521715
900	0.6800267	0.7064705	0.1075279	0.6698365	0.2543623	0.2872966	0.6591171	0.1727815	0.4246782	0.0285930
950	0.6834547	0.8599883	0.1885194	0.6999963	0.3151276	0.2390473	0.6946689	0.3210073	0.4693525	0.0225966
1000	0.7186836	0.7075802	0.1740042	0.5701981	0.3440204	0.2406815	0.7906607	0.1462945	0.4499186	0.0393002

0	0.8101908	0.6376030	0.1546219	0.6819244	0.3829583	0.3544025	0.7413782	0.2115270	0.4781056	0.0488943
50	0.5808716	0.7739453	0.1097301	0.6275244	0.4658768	0.2734944	0.7536012	0.2379846	0.4561490	0.0658980
100	0.3939700	0.7083314	0.2060470	0.6451618	0.3691991	0.2451688	0.7133741	0.2554315	0.4602437	0.0470250
150	0.4237784	0.7544603	0.2412227	0.6720742	0.4102233	0.3052161	0.6924180	0.2776880	0.6791174	0.0266902
200	0.3262144	0.6569235	0.4394321	0.6442359	0.3259384	0.1910652	0.7288666	0.2112155	0.5705018	0.1150102
250	0.4650628	0.7635750	0.4011558	0.7506523	0.3422911	0.3050138	0.6767542	0.3347663	0.5054651	0.0653628
300	0.2701606	0.6560230	0.4900647	0.6129156	0.2491955	0.2989694	0.7134300	0.3181028	0.6324248	0.0319069
350	0.4275338	0.7170266	0.4653026	0.5475102	0.2425654	0.2563629	0.5152665	0.2633503	0.5801450	0.0587975
400	0.3950516	0.7597481	0.5549448	0.5014871	0.1603572	0.3238811	0.6408319	0.3267112	0.4519362	0.0724865
450	0.3959687	0.7017757	0.5726707	0.5435394	0.1045250	0.2962740	0.6399470	0.3182853	0.6556992	0.0779591
500	0.4830468	0.7216555	0.5953273	0.5117602	0.1195496	0.2910930	0.6771426	0.3235879	0.5953276	0.0603693
550	0.4746663	0.7089379	0.5171734	0.3532573	0.1274798	0.2570386	0.5870724	0.3533254	0.5045540	0.0832357
600	0.6706994	0.7292405	0.4909686	0.4073240	0.1315601	0.2341590	0.5338907	0.2848643	0.3750194	0.0591461
650	0.6441032	0.6839229	0.3617175	0.4046391	0.1238909	0.1584359	0.7164637	0.2545193	0.4030993	0.0419086
700	0.6931777	0.6164367	0.2806734	0.5434573	0.1201698	0.2277668	0.7560299	0.2318252	0.4001350	0.0250348
750	0.6104098	0.7188492	0.2338099	0.5823907	0.1608876	0.2547514	0.5594710	0.1629767	0.3835478	0.0582124
800	0.5741920	0.6417556	0.1579425	0.6170049	0.1805766	0.2708973	0.7767516	0.1809610	0.3234016	0.0388044
850	0.7784637	0.7073921	0.1541337	0.6086111	0.2548274	0.2957316	0.8101902	0.1400056	0.4028438	0.0320652
900	0.5900098	0.7235630	0.1883049	0.7025023	0.2929583	0.3529795	0.7125855	0.1842187	0.3716232	0.0343996
950	0.6740742	0.8208530	0.1606060	0.6549738	0.2633651	0.2569243	0.7476271	0.1294793	0.4532048	0.0256657
1000	0.6413558	0.5775145	0.1823467	0.5927246	0.3718907	0.2725268	0.5340874	0.1428156	0.4979203	0.0999777

0	0.7500933	0.5978102	0.1849796	0.6686388	0.4391822	0.3090923	0.7499311	0.1919903	0.5297157	0.0277360
50	0.7198840	0.6441542	0.1240896	0.7315363	0.4236632	0.3404614	0.5056144	0.1922812	0.5341107	0.0120528
100	0.6985496	0.6719047	0.0821625	0.6172107	0.4681118	0.3537671	0.4719746	0.1801229	0.4342755	0.0100433
150	0.6281446	0.8011823	0.0617183	0.6777490	0.4418326	0.2326967	0.5650451	0.1982592	0.5953480	0.0250957
200	0.6682163	0.6706170	0.0425921	0.6164891	0.4557349	0.2223599	0.5341951	0.1405808	0.4832017	0.0050775
250	0.6623047	0.7514469	0.0596101	0.7842250	0.5127961	0.3686480	0.4518681	0.2260291	0.5537281	0.0075033
300	0.8034213	0.6385818	0.0317355	0.8088491	0.4995411	0.3198407	0.4319753	0.1717835	0.4080168	0.0021975
