"Time"	xylR	arcA	lldR	betI	lldD	betT	betA	lldP	betB	ydeA	puuR	puuD	fadJ	appA	ackA	puuA	hybD	rpsJ	ssb	rplC
500	0.5891869	0.7743600	0.4901711	0.1740981	0.0542551	0.0727211	0.2485434	0.1591401	0.2161476	0.1145113	0.1692136	0.0064761	0.0238075	0.5332649	0.7486694	0.0166769	0.0837279	0.3529378	0.1381461	0.2079998
550	0.6010870	0.7240214	0.4026789	0.1792797	0.1608466	0.0538472	0.3509325	0.0793126	0.1791111	0.1305883	0.1695571	0.0371595	0.0346425	0.4554378	0.7859872	0.0054196	0.1584200	0.3047982	0.1655880	0.3374476
600	0.5812282	0.6663731	0.3013410	0.2270586	0.2768529	0.0905753	0.2758827	0.1286930	0.1789708	0.1102736	0.0904831	0.0374224	0.0124817	0.4695061	0.6841962	0.0102040	0.1029989	0.3587263	0.1570873	0.3060282
650	0.5632991	0.8111460	0.2422208	0.1955779	0.2229109	0.0631696	0.2434951	0.0876371	0.2173669	0.1219004	0.1168931	0.0344466	0.0140986	0.4397847	0.7197007	0.0170881	0.1789882	0.3623825	0.1908368	0.3254283
700	0.6737993	0.7212873	0.2800208	0.1846415	0.3177526	0.0649440	0.2229029	0.1341027	0.1870218	0.1494341	0.1270943	0.0441492	0.0261564	0.4829827	0.7306442	0.0150026	0.2091188	0.3530973	0.1331249	0.3489813
750	0.5001365	0.8451532	0.2826659	0.1686900	0.2659725	0.0162701	0.3141550	0.0911550	0.1724897	0.1271286	0.1563133	0.0501307	0.0228581	0.3739274	0.6967091	0.0115848	0.1750965	0.2815926	0.1696859	0.2489075
800	0.5715255	0.7726221	0.3125899	0.1489671	0.2432326	0.0410661	0.2625445	0.1294500	0.2251439	0.1238554	0.1552671	0.0330525	0.0443754	0.4015336	0.7269086	0.0261851	0.1381504	0.3740013	0.0920966	0.2819666
850	0.6978938	0.7299400	0.3648057	0.2370002	0.3262439	0.0602164	0.3413283	0.1291537	0.2355787	0.1611216	0.1742076	0.0199933	0.0330606	0.3784633	0.6370060	0.0102065	0.1704594	0.3777163	0.1606243	0.3629071
900	0.6075402	0.6051899	0.3138139	0.2480470	0.3250028	0.0481226	0.2729289	0.1691629	0.2532234	0.1257413	0.1079571	0.0436940	0.0700100	0.3944419	0.7881953	0.0058581	0.1973747	0.4340056	0.1511738	0.2040743
950	0.5189372	0.7838708	0.3502530	0.2115452	0.3766167	0.0501384	0.3188480	0.1957458	0.2151886	0.2057045	0.1619512	0.0456989	0.0227691	0.3974768	0.6788395	0.0265457	0.1456535	0.5452526	0.1961414	0.3228161
1000	0.5725222	0.8710296	0.3913504	0.2475670	0.3152661	0.0264755	0.2594293	0.1256554	0.1902738	0.2082721	0.1628519	0.0592964	0.0204203	0.4431084	0.7793967	0.0162415	0.1650155	0.4004753	0.2168867	0.3379448

0	0.6425378	0.8082634	0.2684340	0.1774188	0.2788437	0.0198871	0.2253887	0.1348646	0.1940752	0.1629089	0.2080649	0.0306278	0.0397856	0.5930304	0.7941387	0.0122088	0.1876180	0.4214853	0.1652524	0.3098199
50	0.7031587	0.8666744	0.2819843	0.2173385	0.2217200	0.0447215	0.1084047	0.1209476	0.1438160	0.1583304	0.1356141	0.0620863	0.0287276	0.3850254	0.7138547	0.0149975	0.1061453	0.3399030	0.1670466	0.2074119
100	0.5882883	0.7720609	0.3149979	0.1962564	0.1377384	0.0854495	0.0451242	0.1777580	0.2497367	0.1203194	0.1648322	0.0263948	0.0123833	0.3853697	0.6928344	0.0155366	0.0778768	0.3048983	0.1992976	0.2801414
150	0.6920066	0.7923772	0.3714274	0.0973898	0.0561272	0.0969135	0.0342122	0.1023387	0.2498027	0.0974660	0.1567702	0.0426596	0.0060452	0.3394041	0.6523496	0.0093989	0.0638077	0.3142414	0.2494159	0.3211046
200	0.6951434	0.7725684	0.3234556	0.0993454	0.0336834	0.2690408	0.0765171	0.1000562	0.2501574	0.0809267	0.1931042	0.0238330	0.0000394	0.4401739	0.6304099	0.0385559	0.0477092	0.2909534	0.1250742	0.3303080
250	0.7557631	0.7797602	0.2399305	0.1482355	0.0490861	0.2979446	0.0436742	0.1414683	0.2572583	0.0395952	0.0773308	0.0381175	0.0002631	0.5426436	0.7133183	0.0481930	0.0535684	0.3515781	0.1475953	0.2568662
300	0.7434928	0.7223567	0.2790257	0.0812330	0.0395344	0.2855132	0.0176317	0.1180340	0.2268194	0.0531894	0.0955699	0.0248203	0.0003708	0.4103566	0.8741709	0.0150691	0.0268309	0.2904853	0.1670424	0.2891199
350	0.7166360	0.7812357	0.4647451	0.0792213	0.0476077	0.3434580	0.0762891	0.1215692	0.1952114	0.0828070	0.0907094	0.0151606	0.0000000	0.5330350	0.7723222	0.0074918	0.0946327	0.3489202	0.1831557	0.2862142
400	0.7618415	0.7023465	0.3458111	0.1030894	0.0492765	0.4251723	0.0238683	0.0899331	0.3089770	0.0662645	0.1294672	0.0342403	0.0000278	0.5419118	0.7860487	0.0190074	0.1193929	0.3353379	0.1863210	0.2070357
450	0.6976672	0.7498528	0.3572048	0.1160750	0.0511230	0.4386403	0.0472122	0.1619037	0.2658488	0.0719994	0.1600088	0.0206934	0.0027628	0.4744531	0.8409769	0.0134211	0.0886292	0.2984150	0.1706715	0.3394475
500	0.6903881	0.7633328	0.3387354	0.0805885	0.0491625	0.2872306	0.0318496	0.2258131	0.2607044	0.1024705	0.2067797	0.0168817	0.0002785	0.4696855	0.5834903	0.0269362	0.0685826	0.3254550	0.1143008	0.3977032
550	0.6582828	0.7731714	0.4946937	0.1643385	0.2088315	0.1786071	0.1814417	0.1283676	0.2698126	0.1087956	0.1793072	0.0185155	0.0195339	0.4719417	0.7564286	0.0528408	0.1196970	0.4578370	0.1619651	0.3508927
600	0.5818012	0.8269126	0.3723243	0.1752398	0.4055903	0.1340373	0.2482114	0.1108821	0.3065439	0.1035693	0.1543341	0.0164296	0.0441559	0.3717033	0.6898195	0.0377595	0.2222726	0.3963298	0.1672915	0.3011376
650	0.6265663	0.7603119	0.3797281	0.1397467	0.2226030	0.0997909	0.2209574	0.1112871	0.2987138	0.1226058	0.1578428	0.0253999	0.0290895	0.4013471	0.6950946	0.0341982	0.1574461	0.3467339	0.1550219	0.4480204
700	0.6404447	0.7900420	0.3340265	0.2098342	0.3515198	0.0542554	0.3507495	0.1295986	0.2879784	0.1316883	0.1648861	0.0416813	0.0407854	0.4650226	0.6989238	0.0112739	0.1562267	0.3341047	0.1664170	0.3629649
750	0.7383918	0.8247797	0.3593641	0.1987680	0.3960136	0.0213594	0.4355383	0.1638898	0.1681441	0.1401727	0.1068234	0.0486336	0.0258730	0.4523880	0.7978488	0.0354152	0.1708368	0.4106729	0.2695491	0.3335200
800	0.5991173	0.6245258	0.4240141	0.2231960	0.2978485	0.0157268	0.3068966	0.1688953	0.1904458	0.1423026	0.1252225	0.0379252	0.0401530	0.4322165	0.6678091	0.0236129	0.1682522	0.3326188	0.1436712	0.3643902
850	0.5819058	0.7485698	0.3690602	0.1991920	0.3160931	0.0532536	0.1927603	0.1063628	0.2643508	0.2108338	0.0881037	0.0299795	0.0314290	0.3335172	0.7381517	0.0277148	0.1409742	0.3602033	0.1474991	0.3366452
900	0.5501420	0.6808595	0.3997438	0.2278072	0.2090480	0.0354464	0.1604310	0.2019932	0.1776792	0.1609596	0.1771226	0.0392213	0.0159976	0.3134665	0.7321815	0.0150748	0.1007132	0.3177658	0.1448328	0.2863939
950	0.5181715	0.7873005	0.3230323	0.2359767	0.3085692	0.0266917	0.2701389	0.1501953	0.1629429	0.1747742	0.2418455	0.0316497	0.0195507	0.4046647	0.6919257	0.0276485	0.1891949	0.3245779	0.1631761	0.2848185
1000	0.5134635	0.8201738	0.3339556	0.1606236	0.2494588	0.0314001	0.2359475	0.1141671	0.2348023	0.1378410	0.1482500	0.0366018	0.0396244	0.4809333	0.6728504	0.0488433	0.1827108	0.3191192	0.1272923	0.2931640

0	0.5588059	0.7312489	0.2865943	0.1826656	0.3170933	0.0412452	0.2288299	0.1167049	0.1643487	0.1486874	0.1879193	0.0566644	0.0414403	0.4596077	0.6565991	0.0155926	0.1512062	0.3860993	0.2272026	0.2796809
50	0.4913759	0.8199433	0.1686319	0.1939908	0.3411294	0.0252094	0.2850361	0.1281160	0.1762462	0.1158989	0.1003337	0.0306271	0.0511718	0.4255633	0.6746975	0.0230597	0.1723279	0.2703177	0.1447870	0.2732340
100	0.5655258	0.8367600	0.0631578	0.2498205	0.3736806	0.0068743	0.2760286	0.0242683	0.1910368	0.1575578	0.0408545	0.0200132	0.0229691	0.4608609	0.7203006	0.0080240	0.2651980	0.3774046	0.1570173	0.2825252
150	0.5582287	0.9526158	0.0301302	0.2507838	0.3909239	0.0019410	0.2567258	0.0244883	0.1216338	0.0821638	0.0128399	0.0028804	0.0651267	0.3958423	0.7914277	0.0159254	0.1385688	0.2575791	0.1513056	0.3043922
200	0.6179732	0.8929761	0.0174559	0.1714915	0.5377732	0.0054766	0.2217230	0.0676083	0.1541921	0.0820137	0.0119992	0.0012237	0.0469003	0.5356349	0.6332373	0.0147509	0.1843727	0.3212733	0.2120377	0.2481154
250	0.5213952	0.7660575	0.0151455	0.1797849	0.6942372	0.0015585	0.2383400	0.0437668	0.1081549	0.0940956	0.0164378	0.0023141	0.0609256	0.6172969	0.8115441	0.0159662	0.1352448	0.3179496	0.2150361	0.3412790
300	0.5338936	0.7742685	0.0000000	0.2210765	0.8955740	0.0029481	0.3534709	0.0444905	0.1718779	0.0952934	0.0155580	0.0010949	0.0425413	0.4699089	0.8816231	0.0304059	0.1464891	0.2637668	0.1455342	0.3443064
350	0.5346858	0.7301701	0.0094697	0.1859670	0.7996387	0.0006405	0.2774913	0.0343503	0.1130453	0.0801352	0.0366908	0.0015183	0.0395973	0.5903722	0.7369972	0.0241175	0.1907274	0.3385520	0.1394913	0.2161897
400	0.5291829	0.6648527	0.0061235	0.2210392	0.7993183	0.0002338	0.1951629	0.0354429	0.1437433	0.0926613	0.0103468	0.0003796	0.0570645	0.5114487	0.7128830	0.0061832	0.2343334	0.2940458	0.1168223	0.2723340
450	0.5813551	0.6482136	0.0158916	0.2397037	0.7854254	0.0049865	0.2122279	0.0853499	0.1080183	0.1316740	0.0064744	0.0001940	0.0210360	0.3536752	1.0259531	0.0174753	0.2004419	0.2413504	0.1436530	0.3180755
500	0.5953822	0.8415464	0.0233582	0.2088081	0.6709690	0.0000942	0.2693528	0.0864443	0.0899560	0.1848252	0.0046846	0.0060953	0.0346754	0.5503714	0.7503653	0.0366641	0.2074443	0.2462359	0.1941261	0.3463681
550	0.6289938	0.6380446	0.1971476	0.1784318	0.5166361	0.0083048	0.2660259	0.0794362	0.2086143	0.1398860	0.0546730	0.0177406	0.0685163	0.4606554	0.7699703	0.0271632	0.1367265	0.3229295	0.1951650	0.2962590
600	0.6405147	0.7771495	0.3124260	0.1170517	0.4228956	0.0167077	0.2304857	0.0703898	0.1763035	0.1101434	0.0727682	0.0184876	0.0667666	0.3845540	0.7754627	0.0144947	0.1947329	0.3277393	0.1538970	0.3872239
650	0.6207908	0.6049838	0.3449158	0.2434628	0.4463022	0.0445012	0.3287881	0.1346875	0.2340630	0.1767841	0.1102600	0.0315793	0.0109862	0.4652807	0.6292591	0.0220836	0.1576326	0.3171776	0.1575256	0.4326650
700	0.6298853	0.7601892	0.3717797	0.2495266	0.4008849	0.0251081	0.3084992	0.1128148	0.1738079	0.2150440	0.1261571	0.0486568	0.0225666	0.5244456	0.7159474	0.0338497	0.2511177	0.3556177	0.1547597	0.4062524
750	0.5916683	0.6221034	0.3983135	0.1723893	0.3178523	0.0235661	0.2162729	0.1216782	0.2131264	0.1537069	0.1167893	0.0491760	0.0248355	0.4305204	0.7222480	0.0222080	0.1819437	0.4679863	0.1514068	0.4254896
800	0.5593307	0.8356211	0.3064076	0.2070411	0.3470515	0.0079284	0.3084576	0.0889184	0.2830773	0.2449448	0.1261276	0.0210754	0.0269117	0.3430367	0.6874421	0.0149113	0.1399439	0.3435938	0.1431391	0.3209607
850	0.5442460	0.7795505	0.4452510	0.2981572	0.3570335	0.0152881	0.1932684	0.1885999	0.0961952	0.2208203	0.1324358	0.0236270	0.0203904	0.4423310	0.5836546	0.0388878	0.2235850	0.3500623	0.1565137	0.3407295
900	0.5799230	0.7744136	0.3772633	0.2248139	0.3018231	0.0101853	0.2543787	0.1854506	0.2666159	0.1571356	0.1255305	0.0309481	0.0662420	0.3592143	0.7360423	0.0154202	0.2254310	0.4139889	0.1649070	0.3563380
950	0.5356996	0.7085003	0.2717438	0.2057019	0.2769893	0.0169682	0.2395395	0.1353355	0.1403016	0.1306510	0.0850715	0.0758425	0.0613241	0.3574042	0.7053788	0.0114402	0.1597806	0.3200613	0.1988336	0.3655843
1000	0.6253797	0.8844798	0.3455460	0.1600261	0.3426138	0.0268745	0.2959993	0.1041074	0.2059449	0.1324212	0.1043671	0.0557748	0.0315494	0.4373469	0.8044638	0.0356153	0.1518189	0.3465790	0.1778231	0.4031640

0	0.5206873	0.7679377	0.3074818	0.3169194	0.3065831	0.0429824	0.2381802	0.1008199	0.1297285	0.2287959	0.1359292	0.0364092	0.0620647	0.3846375	0.7331424	0.0142660	0.1674055	0.3797221	0.2142819	0.2940312
50	0.6560031	0.8627794	0.3470152	0.1388197	0.2150715	0.0582819	0.2114614	0.0760156	0.1204304	0.1124631	0.1378340	0.0254610	0.0171490	0.4997226	0.6972930	0.0285290	0.1828223	0.3818826	0.1365266	0.3451914
100	0.6617498	0.6913562	0.4005515	0.0983144	0.3678484	0.0658067	0.1842926	0.0513547	0.0360972	0.1460176	0.0972351	0.0311376	0.0263629	0.5607601	0.7459890	0.0288401	0.1584425	0.3334345	0.0674769	0.3485275
150	0.6880613	0.7534089	0.4489413	0.0637130	0.2611403	0.1578520	0.2469119	0.1123109	0.0127751	0.1028506	0.0508106	0.0299373	0.0267091	0.5831024	0.7810725	0.0136773	0.1361574	0.2252172	0.0353628	0.3637406
200	0.6264372	0.7423761	0.4282665	0.0176577	0.2524614	0.4559961	0.3727364	0.0993567	0.0044575	0.1720691	0.1408366	0.0315915	0.0559166	0.7260760	0.5811884	0.0082993	0.1170874	0.1489263	0.0222513	0.3005248
250	0.5089980	0.7524684	0.3192187	0.0166129	0.2800541	0.6224052	0.4368990	0.0922491	0.0008973	0.1837196	0.0366757	0.0387082	0.0356705	0.5787297	0.6232573	0.0187776	0.1829106	0.2332901	0.0391520	0.2059505
300	0.6652703	0.9134722	0.4057964	0.0198342	0.2554607	0.5961079	0.6201557	0.1055151	0.0000000	0.1638918	0.0886907	0.0311076	0.0553328	0.7359433	0.8187934	0.0309993	0.1656642	0.2384383	0.0791925	0.2517996
350	0.6772075	0.8154568	0.2649856	0.0330168	0.3509672	0.6406404	0.5854197	0.0482472	0.0000673	0.1478106	0.1030229	0.0180676	0.0291425	0.6572204	0.7133500	0.0119659	0.1184177	0.2191300	0.0737799	0.3182309
400	0.6761190	0.7692811	0.3268970	0.0052918	0.3342180	0.7587761	0.5626717	0.0967181	0.0003134	0.1189886	0.0908193	0.0483333	0.0292573	0.7265562	0.6747134	0.0087439	0.1352837	0.1841909	0.0668096	0.2936718
450	0.5585522	0.5290525	0.3811001	0.0092785	0.3128911	0.6970066	0.5932741	0.1446958	0.0001523	0.1810437	0.0712744	0.0175901	0.0324566	0.7542096	0.7516338	0.0204983	0.1397087	0.2321517	0.0883143	0.4044338
500	0.5378091	0.8205437	0.3654133	0.0326597	0.2753535	0.6599686	0.5260176	0.0900994	0.0006628	0.1367777	0.0916680	0.0210338	0.0267159	0.7483126	0.6948298	0.0189065	0.2369952	0.1707414	0.0612142	0.2960333
550	0.5088448	0.7401199	0.3505791	0.1287568	0.2964846	0.8565657	0.8039502	0.0970555	0.1128449	0.1572989	0.0848277	0.0211350	0.0476578	0.6042935	0.7398676	0.0191738	0.2103516	0.2630820	0.1292433	0.3374489
600	0.5642361	0.8317236	0.3880861	0.1778590	0.3156471	0.3522912	0.6364965	0.1169272	0.2539013	0.1641494	0.1737220	0.0523619	0.0426368	0.6873026	0.7463933	0.0155592	0.2352738	0.3141275	0.1571335	0.3641672
650	0.5517913	0.6897681	0.4845704	0.2204134	0.2710505	0.1729605	0.4046523	0.1699406	0.2136483	0.1681381	0.1210653	0.0260076	0.0475838	0.5079149	0.7581525	0.0024596	0.1540735	0.2546098	0.1273125	0.3271955
700	0.4970045	0.6547120	0.3842271	0.2679310	0.2317499	0.0903542	0.3617716	0.1686443	0.1815091	0.1097470	0.1309941	0.0274608	0.0330943	0.4601816	0.6813175	0.0069928	0.2160671	0.3299432	0.2193384	0.2923563
750	0.5240757	0.6369982	0.4368955	0.3333103	0.3355420	0.0388110	0.2473992	0.1618770	0.1187737	0.1150676	0.1361870	0.0294533	0.0434205	0.4219035	0.8160442	0.0194299	0.2815940	0.3024516	0.2464832	0.2971441
800	0.5960423	0.6980459	0.4026793	0.2227419	0.4407686	0.0097290	0.1658451	0.2061014	0.2142685	0.1860856	0.1164736	0.0305042	0.0359209	0.3902153	0.7116409	0.0028124	0.1783836	0.4797891	0.2250662	0.2596041
850	0.4493653	0.7848795	0.3922012	0.2534066	0.1975135	0.0097883	0.2426774	0.2098387	0.1816650	0.1492714	0.1404173	0.0307079	0.0386052	0.4202972	0.8033994	0.0127916	0.2170764	0.4340630	0.2305688	0.2854975
900	0.5752159	0.7094910	0.2889287	0.2222550	0.2364632	0.0437076	0.2202463	0.1273886	0.1316899	0.1182553	0.1497351	0.0448756	0.0263798	0.3364551	0.6847678	0.0145691	0.1358450	0.3239142	0.1618387	0.2868572
950	0.5734344	0.7785922	0.2980748	0.1489900	0.2946398	0.0565006	0.2369108	0.1107886	0.2127338	0.1220538	0.1440218	0.0456156	0.0368438	0.3132784	0.7044548	0.0345935	0.1215953	0.4159678	0.1071044	0.2732459
1000	0.5322246	0.6375497	0.2697711	0.2213490	0.3470557	0.0511610	0.2509654	0.0971016	0.2840774	0.1013698	0.1450800	0.0336859	0.0377063	0.4521119	0.8842400	0.0178079	0.1692110	0.3217013	0.1617426	0.2342306

0	0.5750689	0.8442483	0.3105445	0.2042723	0.2995963	0.0568339	0.1996011	0.1339063	0.1648895	0.1488367	0.1656676	0.0469526	0.0193419	0.5362100	0.7550269	0.0318083	0.1279249	0.3481237	0.1890689	0.2954898
50	0.6254995	0.6376187	0.3442009	0.1723273	0.3030255	0.0386660	0.2440814	0.1838857	0.0800117	0.1523436	0.1670101	0.0150422	0.0409131	0.5897350	0.7135346	0.0355958	0.1172400	0.2804031	0.1395251	0.2400727
100	0.6140687	0.7962191	0.3170018	0.2836770	0.3076109	0.0308994	0.2257646	0.1041458	0.0490579	0.1163622	0.1158646	0.0530815	0.0324042	0.6035093	0.7512877	0.0239015	0.1503251	0.1984072	0.0768020	0.2724545
150	0.7073899	0.7144405	0.3919972	0.2133148	0.2360392	0.0924235	0.2191755	0.1213110	0.0283965	0.1356190	0.1678138	0.0282904	0.0260763	0.6525462	0.7377493	0.0272150	0.1734490	0.1341731	0.0988347	0.2900327
200	0.4950703	0.8177988	0.3543377	0.1316620	0.2512243	0.0264211	0.2362530	0.0755456	0.0172075	0.1322740	0.1153140	0.0184630	0.0320595	0.6873691	0.8305162	0.0081494	0.1433672	0.1724595	0.0619337	0.3020115
250	0.6401915	0.8103404	0.3720633	0.2480281	0.2435824	0.0621612	0.2118786	0.0439179	0.0143657	0.1179997	0.1501766	0.0242539	0.0241553	0.6952452	0.7098029	0.0179398	0.1801651	0.0852337	0.0835251	0.2513040
300	0.6025874	0.7649592	0.3648668	0.1976775	0.2461331	0.0642702	0.2035178	0.1043151	0.0058370	0.1642377	0.1271125	0.0284823	0.0533695	0.6260671	0.8744898	0.0107766	0.1608412	0.0788742	0.0498194	0.2727472
350	0.5644258	0.8257478	0.3688067	0.2713002	0.2451767	0.0656085	0.2299135	0.1614664	0.0102012	0.1166494	0.1441480	0.0231106	0.0261767	0.8087696	0.6255188	0.0198723	0.1608032	0.0888090	0.0659564	0.3865221
400	0.7357183	0.8100296	0.3146995	0.1937926	0.3572496	0.0242468	0.2131673	0.0940432	0.0040749	0.0905963	0.1602922	0.0470891	0.0088904	0.7482133	0.7137705	0.0137534	0.1749326	0.0813975	0.0949510	0.2570761
450	0.5881699	0.6330951	0.2897331	0.1849689	0.2822939	0.0246689	0.2335448	0.1235912	0.0346330	0.1568377	0.1834336	0.0372290	0.0392848	0.8357157	0.8030303	0.0096223	0.1442985	0.0812516	0.0796968	0.3741415
500	0.5216517	0.6470413	0.2189762	0.1900613	0.3426873	0.0465565	0.2478882	0.1134250	0.0069176	0.0997055	0.1665905	0.0224484	0.0803386	0.7100992	0.9138748	0.0152823	0.1581405	0.0525233	0.0979257	0.2578266
550	0.5346842	0.7392075	0.2653904	0.2038316	0.2260570	0.0745069	0.2499749	0.1082403	0.0831313	0.1351782	0.0995443	0.0114012	0.0243262	0.6809684	0.8214179	0.0301774	0.2780809	0.1651102	0.1470601	0.2925176
600	0.6496171	0.7488654	0.3488610	0.1563213	0.2052949	0.0477211	0.2502120	0.1019508	0.1452846	0.2367159	0.0928078	0.0332265	0.0310076	0.4802692	0.6631265	0.0139868	0.1393270	0.2111432	0.0712642	0.3233600
650	0.6763405	0.8738902	0.3427134	0.2203775	0.2449469	0.0558353	0.1967457	0.1006914	0.1472393	0.1768166	0.1004944	0.0226214	0.0117807	0.3470189	0.7215552	0.0176624	0.1527908	0.2477678	0.0956339	0.3008809
700	0.7099174	0.7989269	0.3336754	0.1644535	0.2783664	0.0218248	0.1482504	0.1382538	0.1859981	0.1576499	0.1739970	0.0551548	0.0122142	0.3906427	0.6697950	0.0064649	0.1761021	0.2331837	0.1366989	0.3063826
750	0.7943739	0.7511181	0.4041506	0.1961355	0.3705633	0.0308113	0.2273589	0.1448032	0.1882500	0.1381572	0.1224791	0.0509789	0.0175257	0.4509333	0.5537392	0.0032333	0.1879142	0.3076700	0.1041828	0.3551588
800	0.6122380	0.8229224	0.3182026	0.1340974	0.3198367	0.0190276	0.2370597	0.1103171	0.2260456	0.1352594	0.1106561	0.0395694	0.0249657	0.3268440	0.5684443	0.0310212	0.1660566	0.3320239	0.1308245	0.3019648
850	0.7126880	0.7846763	0.3613761	0.2281641	0.2933736	0.0328889	0.2728985	0.1699503	0.2282018	0.1324655	0.1702044	0.0203779	0.0258625	0.3990154	0.6900902	0.0165944	0.1691978	0.3729003	0.1932401	0.3419761
900	0.5740294	0.8118436	0.3772891	0.1510990	0.2855599	0.0371048	0.2242076	0.1345525	0.1872044	0.1498480	0.1554447	0.0302325	0.0490715	0.4747804	0.6120935	0.0371066	0.1612473	0.3280691	0.1781203	0.2979089
950	0.5327041	0.6154116	0.3777504	0.2248915	0.3194133	0.0285604	0.2662750	0.1815764	0.1416026	0.1508269	0.1467718	0.0271205	0.0341422	0.4710088	0.5729817	0.0175803	0.1546293	0.3010553	0.1974264	0.3140591
1000	0.5601234	0.7533763	0.3456707	0.1625515	0.2278073	0.0477730	0.2284189	0.1462167	0.1381647	0.1611526	0.1777997	0.0202141	0.0353480	0.4673457	0.7496748	0.0300041	0.2421639	0.3548664	0.2621935	0.2496741

0	0.5302164	0.7692624	0.3088330	0.1930840	0.2985031	0.0222225	0.3073236	0.1392325	0.1622753	0.1749019	0.1818703	0.0502269	0.0372457	0.5087144	0.7567597	0.0159708	0.1209853	0.3475670	0.1687404	0.3582576
50	0.5568796	0.5172043	0.3469286	0.2717949	0.2561250	0.0802758	0.2499555	0.0716986	0.1487428	0.1364749	0.2030583	0.0081902	0.0462565	0.4389098	0.6835829	0.0096032	0.2009453	0.2937897	0.2482285	0.2871343
100	0.4991541	0.3600367	0.4772905	0.3478860	0.4633687	0.0149669	0.2574930	0.1804595	0.1371663	0.2587247	0.1633680	0.0280537	0.0288453	0.3721335	0.7859343	0.0045378	0.3192487	0.3478220	0.3827850	0.3324958
150	0.2970680	0.1896412	0.5707611	0.6104351	0.4249074	0.0372505	0.3680750	0.3746915	0.0676104	0.3793461	0.2381924	0.0424660	0.0129114	0.2900886	0.5649865	0.0028839	0.5081679	0.4570685	0.5073394	0.4561453
200	0.1673537	0.1144421	0.6211428	0.7676901	0.5107611	0.0444885	0.4817091	0.4774945	0.1237191	0.6285513	0.3814262	0.1121892	0.0274003	0.2504966	0.4655225	0.0358597	0.5637876	0.4877776	0.7031265	0.7566087
250	0.1296038	0.1315624	0.6706750	0.8765564	0.5574077	0.0118503	0.4977091	0.5106193	0.1212310	0.5669422	0.4398491	0.1574874	0.0541064	0.0948679	0.2061571	0.0981960	0.7172444	0.5207765	0.6672824	0.6915111
300	0.0490597	0.1501987	0.5958327	0.7564762	0.6369669	0.0216353	0.5115917	0.5892023	0.1379393	0.5801472	0.6243601	0.1853237	0.0360321	0.0961014	0.1760627	0.1584114	0.8515968	0.5916681	0.7876058	0.6004592
350	0.0418909	0.1400335	0.6525975	0.8472419	0.6282258	0.0236854	0.6179747	0.6142654	0.1784482	0.6430539	0.7016834	0.1729512	0.0195934	0.0716183	0.1679614	0.1521211	0.6941623	0.6779809	0.9032513	0.6667421
