kdgR	eda	gntR	idnR	idnO	idnT	idnK	gntU	gntK	idnD
0.7291493	0.0147662	0.6730230	0.0420002	0.1721095	0.1411668	0.1086477	0.7010171	0.3890379	0.0669381
