kdgR	eda	gntR	idnR	idnO	idnT	idnK	gntU	gntK	idnD
1.0000000	0.9999849	0.0000000	0.0000021	0.4895385	0.9999920	0.5908097	1.0000000	0.9999272	0.0243347
0.0000022	0.9999718	0.0000000	0.9998423	0.9866007	0.9999769	0.8347183	0.9999999	0.6017443	0.7485867
