"Time"	gadX	torR	hdeA	hdeB	yhiD
350	0.2361453	0.9593172	0.7324010	0.7937697	0.9706771
400	0.2449647	0.9570475	0.7433343	0.8328538	1.0712530
450	0.2311122	0.9414009	0.7333398	0.8867910	1.0180686
500	0.2800311	0.8982318	0.7453465	0.9048443	1.0403979
550	0.2497320	0.9298103	0.6873633	0.8872517	0.7407528
600	0.2477340	1.0174082	0.7630214	0.8694931	0.6229432
650	0.2343209	1.0159602	0.7333400	0.8950921	0.5445810
700	0.2385489	0.9951537	0.8040905	0.9610734	0.5706125
750	0.2915759	0.9789406	0.7644051	0.8034558	0.6033991
800	0.2752499	1.0466941	0.7510439	0.8534567	0.6067355
850	0.2170420	1.1014101	0.7448436	0.8697923	0.5865655
900	0.1764681	1.0209429	0.7351411	0.9249071	0.5457729
950	0.2075612	0.9987105	0.6772843	0.8939263	0.5941545
1000	0.1722027	1.0000806	0.6745382	0.9223086	0.5996137

0	0.2849478	0.9340689	0.7512470	1.0043580	0.4416038
50	0.1047267	0.9557787	0.8459588	0.9653810	0.5359660
100	0.0406967	0.9535647	0.7849989	0.9458915	0.5209047
150	0.0290895	1.0352408	0.8727717	0.9429187	0.5230289
200	0.0286392	1.0635060	0.8442601	1.0279621	0.5006051
250	0.0286920	1.0222080	0.7924119	1.0372469	0.5446923
300	0.0126993	1.0776522	0.8487541	1.0485002	0.5848337
350	0.0247657	1.0255734	0.8409942	1.0729756	0.5242640
400	0.0309822	0.9410346	0.8752824	0.9238223	0.6088325
450	0.0358578	0.9894185	0.9141596	1.0634836	0.5437932
500	0.0305517	1.1329496	0.8780005	1.1193534	0.5488212
550	0.1211584	1.1025262	0.8285257	1.0087022	0.5364567
600	0.1914140	1.1201027	0.8188671	0.9077455	0.4696315
650	0.1928672	0.9923925	0.8024245	0.9538049	0.5511083
700	0.2068466	1.0347023	0.7659499	0.9773159	0.5633699
750	0.2535870	0.9720005	0.8114122	0.9147077	0.4862902
800	0.3090467	0.9201743	0.8136271	0.9722884	0.5186877
850	0.3067140	0.8745627	0.7240983	1.0293338	0.5658680
900	0.2576321	0.9424847	0.7195929	0.9418381	0.5268827
950	0.2963978	0.9916088	0.6961883	0.9226681	0.5270296
1000	0.2449308	1.0850451	0.6907682	0.9499714	0.5248453

0	0.2849478	0.9340689	0.7512470	1.0043580	0.4416038
50	0.2706925	0.8653378	0.7772640	0.8511033	0.5344045
100	0.3019560	0.7567003	0.7472082	1.0056490	0.4667119
150	0.2750140	0.7387882	0.7171566	1.0596175	0.6181107
200	0.3005729	0.8686269	0.7110621	1.0023980	0.5703337
250	0.2936126	0.8113530	0.6870648	0.9652220	0.5188635
300	0.3173678	0.7119669	0.6502891	0.9558040	0.5235970
350	0.2848541	0.8225601	0.7578491	0.9999387	0.5752930
400	0.2836213	0.8438123	0.7259772	0.8797755	0.5230146
450	0.1984807	0.8678030	0.6901937	0.9511650	0.5278968
500	0.2903862	0.7814371	0.5711756	0.9614927	0.5596304
550	0.2829755	0.8019889	0.6571362	0.9388753	0.5391124
600	0.2895089	0.8814507	0.7149497	0.9726334	0.5800350
650	0.3099728	1.0301531	0.6979667	1.0499668	0.4781964
700	0.2332382	1.0001834	0.8058874	0.9633440	0.5374533
750	0.2456597	1.0042626	0.6829603	0.9281068	0.5217347
800	0.2723097	0.9767322	0.6629783	0.9228451	0.4859099
850	0.2272276	0.9978447	0.6950903	1.0218314	0.5489719
900	0.2318463	1.1668547	0.7173319	0.9752073	0.5445417
950	0.2295810	1.0379440	0.7672537	0.9459943	0.4834078
1000	0.2545842	0.9749427	0.7829013	0.9531105	0.5667536

0	0.2849478	0.9340689	0.7512470	1.0043580	0.4416038
50	0.1886035	1.0235746	0.8150741	1.0135424	0.6440918
100	0.2406924	1.0304856	0.7281751	1.1176978	0.5972592
150	0.2307606	1.0078559	0.7238285	1.0215582	0.5799819
200	0.2553728	0.9310875	0.7774232	1.0923873	0.5330560
250	0.2041689	0.9824965	0.8174348	1.0592476	0.5108270
300	0.2341273	0.9676155	0.7379180	0.9640019	0.5622025
350	0.2308346	0.9765201	0.7963811	0.9840933	0.4777775
400	0.3044849	1.0017968	0.8361681	1.0457947	0.4569247
450	0.2998728	0.9349653	0.7857816	0.9408622	0.5726501
500	0.2674450	1.0218289	0.6635824	0.9030609	0.5533117
550	0.2564042	1.0290859	0.7452683	0.8331692	0.5388722
600	0.2571379	0.9764438	0.7663305	0.8799082	0.5165733
650	0.2461045	1.0300542	0.7403247	0.9225321	0.5456616
700	0.2240654	1.0402434	0.7014438	0.9570975	0.5765546
750	0.2327804	0.9985188	0.7435524	0.9038487	0.5907343
800	0.2225710	0.9572833	0.7855328	0.9935102	0.5687553
850	0.2588446	1.0328004	0.8489194	1.0015135	0.4564093
900	0.2255949	1.0456905	0.7635562	0.9157721	0.5023779
950	0.2698937	1.0164461	0.7842996	0.9651029	0.5361064
1000	0.2801412	0.9806142	0.7209745	0.9635339	0.5306106

0	0.2849478	0.9340689	0.7512470	1.0043580	0.4416038
50	0.1417538	0.9318978	0.8787985	1.0048722	0.4713302
100	0.0684332	0.8738017	0.8073001	0.9403607	0.4397806
150	0.0291205	0.9273481	0.7988285	0.9876334	0.5387656
200	0.0342891	0.9616965	0.7676386	1.0664516	0.5764679
250	0.0442985	0.9335223	0.8287095	1.0665111	0.5366046
300	0.0275674	0.9384578	0.8907841	1.0698206	0.5486129
350	0.0234030	1.0091692	0.8465629	0.9829656	0.4716277
400	0.0403140	0.9775503	0.8695385	0.9241086	0.5094616
450	0.0568527	0.9863762	0.8724424	1.0187545	0.5454513
500	0.0389229	0.9187265	0.7347596	1.0561529	0.5819631
550	0.1512886	0.9021547	0.6651567	0.9470557	0.5993085
600	0.1952972	0.9837360	0.5908228	0.8442807	0.5464401
650	0.2555680	1.0670773	0.6153426	0.9111443	0.5271103
700	0.2404793	1.0122317	0.6665102	0.9102675	0.5208681
750	0.2308223	1.1598451	0.7091741	0.8569444	0.5068820
800	0.2234764	1.0138746	0.7036843	0.9249796	0.4962785
850	0.2222492	0.9844813	0.7515878	0.9756475	0.5532523
900	0.2578751	0.9089228	0.6664606	1.0740649	0.5395967
950	0.2263691	1.0567956	0.7436186	0.8612461	0.5632962
1000	0.2412122	1.0772215	0.7837053	0.7774842	0.5390168

0	0.2849478	0.9340689	0.7512470	1.0043580	0.4416038
50	0.2152662	1.0240057	0.7232468	1.0471072	0.4775748
100	0.2190074	1.0065491	0.6984670	1.0315283	0.5130340
150	0.2944774	0.9657374	0.7384239	0.9782665	0.6223415
200	0.2961367	1.0629939	0.8099241	1.0748323	0.5100249
250	0.2481799	1.0577719	0.7601732	1.0039737	0.5450041
300	0.1889959	1.0189753	0.8219374	1.0605685	0.4894492
350	0.2620952	0.9739527	0.7838118	1.0301945	0.5016320
400	0.3389310	0.9314066	0.6952142	1.1896980	0.4907781
