"Time"	gadX	torR	hdeA	hdeB	yhiD
850	0.2230560	0.9809166	0.8268499	0.8864508	0.5910255
900	0.2056183	0.9381065	0.7397335	0.8736859	0.6102256
950	0.1906742	1.0258362	0.7545852	0.8975280	0.5691935
1000	0.3011051	0.9782182	0.7248361	0.8878825	0.5418928

0	0.2658129	0.9705305	0.7829172	0.8982202	0.5490946
50	0.2677392	1.1139115	0.6791538	1.0113651	0.5712462
100	0.2318476	0.9790378	0.7047704	1.1053703	0.6125034
150	0.2380575	0.8499470	0.7509070	0.9586886	0.5092667
200	0.2691779	1.0063106	0.7314294	0.9579491	0.5036392
250	0.2877883	1.0998686	0.6985934	0.9807448	0.5388168
300	0.2547341	0.9312909	0.8473093	0.9984641	0.5188480
350	0.2598140	1.0446081	0.7445213	0.9909979	0.5193940
400	0.2267690	0.9804359	0.7318434	0.9262004	0.5576263
450	0.2491932	1.0031437	0.7312760	0.9228355	0.4723599
500	0.2769934	0.9824250	0.8593883	0.8598218	0.5085287
550	0.2287331	1.0304575	0.8611155	0.9197305	0.4403743
600	0.2299449	0.9243589	0.7631459	0.8999023	0.4740876
650	0.2512525	0.9782216	0.7781812	0.9170455	0.5362866
700	0.2720659	1.0141466	0.7996316	0.8585628	0.5638019
750	0.2554424	1.0906250	0.7676586	0.8515569	0.5441591
800	0.2847329	0.9763735	0.7931234	0.9690382	0.5360866
850	0.2717239	1.0491140	0.7928460	0.9264875	0.4806362
900	0.2524196	1.0479245	0.7604697	0.9088727	0.4872108
950	0.2705193	0.9805175	0.6899144	0.9796987	0.5024550
1000	0.2748080	1.0137083	0.7463944	0.9180188	0.5668583

0	0.2658129	0.9705305	0.7829172	0.8982202	0.5490946
50	0.2912918	1.0775477	0.8095262	0.8132108	0.9368317
100	0.2465108	0.9972947	0.8423452	0.8253220	0.9716688
150	0.2085384	1.0696481	0.7789731	0.8736482	0.9848768
200	0.2360301	0.9089567	0.8466412	0.8520115	0.9975534
250	0.2314481	1.0291701	0.7391891	0.9735182	1.0175937
300	0.2625138	0.9514773	0.8298173	0.9335903	1.0581683
350	0.2190206	0.9716699	0.7668869	0.9141206	1.0240491
400	0.2519262	0.9947178	0.7232154	0.9250154	1.0977715
450	0.2607194	0.9700974	0.7074200	0.9241338	1.0052866
500	0.2542894	1.0126689	0.7752998	0.8889806	1.0625494
550	0.2403107	1.0091188	0.6718068	0.8987312	0.5613879
600	0.2233364	0.9501365	0.7235649	0.8702951	0.5285758
650	0.2229453	0.9811809	0.7526812	0.9619700	0.5600631
