gadX	torR	rutR	gadW	hdeA	gadY	yhiD	dctR	hdeB	gadC
0.0071339	0.7120183	0.6529654	0.7586307	0.2337074	0.0068361	0.5275611	0.0116792	0.6227630	0.0168186
