"Time"	gadX	torR	rutR	gadW	hdeA	gadY	yhiD	dctR	hdeB	gadC
350	0.1738555	0.7090136	0.7452322	0.0026897	0.5732708	0.0026101	0.5619164	0.0112155	0.3594101	0.2631698
400	0.2234146	0.6104232	0.6057122	0.0081978	0.5379222	0.0016781	0.7050703	0.0031799	0.4063557	0.2553889
450	0.3365557	0.8517655	0.6337318	0.0012727	0.6783793	0.0038194	0.5117169	0.0000000	0.2807817	0.2637447
500	0.2498486	0.6704162	0.6846836	0.0061929	0.6994485	0.0160182	0.5501748	0.0003957	0.3427107	0.3253166
550	0.2612406	0.5982393	0.7263859	0.0793046	0.5761857	0.0037795	0.4406771	0.0065605	0.4650704	0.2220766
600	0.2049183	0.6540367	0.8357774	0.1316490	0.5022882	0.0046803	0.3048426	0.0712076	0.3152485	0.1407601
650	0.1237115	0.6100460	0.6479592	0.1294441	0.5403452	0.0146269	0.4216449	0.0505956	0.4439133	0.0476982
700	0.0810398	0.6520576	0.6461878	0.2471567	0.5081824	0.0326623	0.4049163	0.0293962	0.4221088	0.0336367
750	0.0985374	0.6225092	0.5699084	0.3092182	0.4214714	0.0051356	0.4042293	0.0365938	0.4366477	0.0421336
800	0.0600665	0.6429839	0.6709973	0.3142355	0.3795078	0.0233723	0.4895311	0.0406829	0.5882394	0.0067006
850	0.0478575	0.6242766	0.5408501	0.4103023	0.3469241	0.0165556	0.4683434	0.0543660	0.4290159	0.0041659
900	0.0183942	0.6309125	0.7552954	0.4792779	0.3347307	0.0056409	0.5609737	0.0531671	0.6325678	0.0172672
950	0.0305441	0.6075298	0.6717077	0.4878972	0.2885406	0.0096841	0.5617020	0.0394426	0.6858948	0.0259848
1000	0.0046457	0.7001292	0.7062979	0.7250657	0.2154985	0.0063898	0.5971780	0.0293292	0.5409910	0.0131954

0	0.0097139	0.5808315	0.7126442	0.7671277	0.3039501	0.0043304	0.5493058	0.0187793	0.6456794	0.0142190
50	0.0034750	0.7037155	0.7610530	0.6712719	0.2886615	0.0064951	0.5598217	0.0270797	0.6697712	0.0219584
100	0.0003890	0.6810878	0.7250387	0.5926006	0.1885141	0.0051290	0.5887956	0.0242337	0.7312665	0.0266457
150	0.0019181	0.6380408	0.6431897	0.6630849	0.2667213	0.0026191	0.5717617	0.0079716	0.5842994	0.0144364
200	0.0026201	0.6302858	0.7881375	0.6752035	0.2951459	0.0051425	0.6315292	0.0010262	0.6511403	0.0154911
250	0.0009067	0.6019217	0.6974518	0.6434751	0.1806358	0.0053704	0.6301926	0.0016481	0.5562807	0.0162562
300	0.0008519	0.5706859	0.7587024	0.6278336	0.2302310	0.0013808	0.4959004	0.0004964	0.5399390	0.0162079
350	0.0014091	0.6873987	0.6826043	0.6727972	0.2466224	0.0000227	0.6278287	0.0021868	0.5794860	0.0174590
400	0.0028621	0.7169940	0.7200891	0.6227855	0.3433149	0.0085962	0.4622897	0.0042474	0.6542878	0.0170170
450	0.0007873	0.7652123	0.6118224	0.5988027	0.2456684	0.0127174	0.5572699	0.0043751	0.5926461	0.0164022
500	0.0060749	0.7660698	0.7058605	0.6452094	0.2830147	0.0099800	0.5563481	0.0026405	0.7663342	0.0255807
550	0.0106251	0.8142992	0.6375407	0.6750394	0.2473363	0.0110154	0.6599687	0.0054777	0.6370715	0.0202046
600	0.0127534	0.6515217	0.7339860	0.5727219	0.2698765	0.0069953	0.5919121	0.0134645	0.6864825	0.0267243
650	0.0185281	0.7194295	0.6976072	0.5537080	0.2966016	0.0012475	0.5799200	0.0030111	0.5904674	0.0078002
700	0.0029040	0.6459238	0.7731188	0.7081611	0.1936809	0.0008053	0.4960108	0.0166583	0.5428028	0.0023276
750	0.0006982	0.6119277	0.6121795	0.6899442	0.1949101	0.0031034	0.5360982	0.0065080	0.5744680	0.0370945
800	0.0162948	0.5714815	0.6937664	0.6603077	0.3108932	0.0197776	0.6684922	0.0037376	0.5674236	0.0162356
850	0.0303107	0.6179623	0.7345401	0.8888070	0.2283504	0.0076777	0.5018545	0.0117201	0.5374487	0.0087464
900	0.0040094	0.7409847	0.7313471	0.7085452	0.2245398	0.0144550	0.4976488	0.0170673	0.6022627	0.0087872
950	0.0015098	0.5991347	0.7913691	0.7848555	0.2496602	0.0107163	0.5197672	0.0046318	0.5540846	0.0234693
