1000	0.0007595	0.6929714	0.6900994	0.6694489	0.304627	0.0053235	0.5523005	0.0016824	0.7064123	0.0267572
										
0	0.0189448	0.7515966	0.5353384	0.8122568	0.2731354	0.0068861	0.4879396	0.0044156	0.5339706	0.0093084
50	0.0174729	0.7075466	0.5570704	0.2764858	0.2171015	0.0097866	0.5455719	0.4099451	0.7129333	0.4176739
100	0.0440049	0.8029324	0.5472888	0.187533	0.2310963	0.0105728	0.5946046	0.5406534	0.6326273	0.5834273
150	0.029999	0.6943983	0.500428	0.2238866	0.2722845	0.0101104	0.4843826	0.7132795	0.6822762	0.6483482
200	0.0383744	0.5671813	0.431836	0.2087036	0.278474	0.0062744	0.5476508	0.6217957	0.602568	0.6244884
250	0.0684315	0.6489871	0.5102141	0.1760912	0.3297868	0.0190131	0.6209308	0.6083627	0.5294754	0.5538057
300	0.0520596	0.7986089	0.4758435	0.1614423	0.3467448	0.0181953	0.4885019	0.6116614	0.7566408	0.5198096
350	0.0980904	0.5735255	0.5734782	0.2022381	0.4024931	0.0092162	0.4920884	0.6607565	0.6548269	0.5681226
400	0.1054472	0.7233625	0.6499138	0.1888161	0.3533988	0.0034932	0.5780111	0.6398962	0.5825851	0.651649
450	0.0942431	0.8641923	0.5510664	0.0897772	0.4682792	0.0055903	0.6463586	0.6483598	0.6960548	0.5935973
500	0.1329193	0.8211545	0.591438	0.1322594	0.400683	0.0092571	0.5594651	0.6547205	0.4946116	0.5695938
550	0.0931644	0.7604726	0.6613678	0.2968565	0.3766689	0.0053359	0.672345	0.164084	0.5120009	0.1071665
600	0.0402043	0.583978	0.7350235	0.2542106	0.5030966	0.0112313	0.507024	0.1019694	0.7510833	0.0275486
650	0.0394872	0.6382917	0.6292931	0.3591239	0.4161517	0.026686	0.5023403	0.0645881	0.6092855	0.0174177
700	0.02305	0.5389241	0.6714709	0.6001382	0.3811447	0.005152	0.5036361	0.0275678	0.6963519	0.0084996
750	0.0574931	0.6296636	0.7422732	0.6247362	0.2972104	0.0124475	0.6155474	0.0255172	0.6383184	0.0111816
800	0.0219422	0.7834536	0.7381012	0.7545092	0.3036869	0.0019019	0.448293	0.0224696	0.5090166	0.0164483
850	0.0077614	0.6873702	0.7280741	0.7060169	0.2512653	0.0024281	0.595394	0.0168922	0.715782	0.0060826
900	0.005601	0.574848	0.6037894	0.6639502	0.281892	0.0080739	0.4356131	0.0052165	0.6522568	0.0049138
950	0.0129244	0.6880785	0.7157644	0.6283434	0.2366075	0.0082073	0.5564339	0.0274095	0.6387108	0.0077221
1000	0.0040683	0.6791642	0.6368954	0.7321017	0.2195179	0.006826	0.5946793	0.008911	0.6798306	0.0125906
										
0	0.0076184	0.6616807	0.7428329	0.7331348	0.2588384	0.0090789	0.462362	0.010413	0.5224833	0.0233714
50	0.0121351	0.7226086	0.5786365	0.6780945	0.2260756	0.0082846	0.5442201	0.0065144	0.618591	0.0746369
100	0.0210545	0.6742358	0.7343077	0.7870205	0.2610705	0.0107615	0.5038063	0.00882	0.6302822	0.1512952
150	0.0073644	0.5870672	0.6656393	0.631131	0.301741	0.018801	0.4841132	0.005484	0.5513561	0.1178772
200	0.0101851	0.6048728	0.6953556	0.5658798	0.2497049	0.0095017	0.519705	0.0259084	0.5659179	0.1071665
250	0.0023151	0.7435713	0.5734719	0.6238054	0.3183792	0.0034241	0.4917982	0.0290279	0.6429326	0.1585191
300	0.0107961	0.8511647	0.7292334	0.5557744	0.2187841	0.0016469	0.6994417	0.0108132	0.6442951	0.1052071
350	0.0086458	0.7661769	0.6171604	0.7108648	0.2460179	0.0058792	0.5253595	0.0090254	0.7239714	0.1623807
400	0.0033632	0.6725295	0.8185392	0.6706706	0.2779193	0.0017307	0.5335196	0.0087234	0.6186581	0.1312439
450	0.009638	0.6815229	0.7249217	0.7087578	0.2909689	0.0029468	0.610593	0.0091645	0.6939763	0.1429436
500	0.0098835	0.6800278	0.7457062	0.6526667	0.2846048	0.0020601	0.6644722	0.0150519	0.7687938	0.1390662
550	0.0253703	0.6737923	0.6676028	0.7051689	0.2039596	0.0051764	0.6219921	0.0213215	0.5978062	0.0340002
600	0.0141503	0.7327294	0.635313	0.535175	0.2413794	0.0073893	0.5992594	0.0099665	0.5707534	0.0221589
650	0.0025613	0.6064285	0.7286682	0.7401738	0.2782081	0.0053665	0.5516349	0.0212333	0.8054872	0.0156969
700	0.0192484	0.5873302	0.6747494	0.6852761	0.2517631	0.0017772	0.4705398	0.0154453	0.5742981	0.0096389
750	0.0009764	0.5639162	0.5981918	0.6575583	0.2531746	0.0042956	0.4671258	0.0057559	0.6930171	0.0331134
800	0.007138	0.6684392	0.7290716	0.6931642	0.3115231	0.0095384	0.5311709	0.0001975	0.6106509	0.0204618
850	0.0068515	0.5937525	0.7155226	0.7445553	0.3024706	0.0140898	0.5154819	0.0024121	0.6218058	0.003626
900	0.0131528	0.6800555	0.634305	0.7718097	0.2702471	0.010524	0.5934706	0.008798	0.590649	0.019384
950	0.0093497	0.6360943	0.6531525	0.7450462	0.2460601	0.0035533	0.5076903	0.0218062	0.6676743	0.0204169
1000	0.01608	0.6763045	0.666069	0.6669533	0.2690431	0.0150711	0.57202	0.0128051	0.5810748	0.009386
										
0	0.0122653	0.6288786	0.6315662	0.7587759	0.261738	0.003697	0.5350294	0.0139075	0.6384323	0.0117039
50	0.0125184	0.7342704	0.6615108	0.7109799	0.3137718	0.4583045	0.5737293	0.0102746	0.571136	0.0037436
100	0.0162004	0.6718797	0.7336272	0.6269959	0.2320276	0.5934857	0.6089395	0.0327547	0.6468884	0.0104984
150	0.004496	0.6374424	0.7038462	0.6224613	0.2319164	0.5600691	0.5700588	0.0279062	0.5706992	0.0135282
200	0.0251581	0.6183423	0.7279601	0.6289294	0.2352787	0.5943744	0.6608962	0.0033466	0.5866606	0.0138875
250	0.0140967	0.6972639	0.7255729	0.5254815	0.1971103	0.603685	0.6727708	0.0117353	0.5750028	0.0064874
300	0.0042586	0.6953486	0.5723171	0.615858	0.2888976	0.4928656	0.6321078	0.0074891	0.6438503	0.0058067
350	0.0048724	0.518168	0.6306506	0.734941	0.2478172	0.5243458	0.5531142	0.0297967	0.634516	0.003429
400	0.0020733	0.6768403	0.6917501	0.676193	0.2466719	0.6818	0.5278699	0.0111289	0.7318875	0.0063007
450	0.0094685	0.5646459	0.6274209	0.7257446	0.3355433	0.7329074	0.5894254	0.0076216	0.6949421	0.0158379
500	0.0206018	0.6998589	0.644256	0.6573862	0.3666033	0.6675174	0.5810948	0.0358997	0.602977	0.0107356
550	0.0050717	0.5974995	0.6800185	0.6184858	0.275612	0.2538962	0.466967	0.013823	0.6618136	0.0109768
600	0.0206763	0.7833995	0.5672409	0.5415377	0.2570339	0.0948588	0.5518937	0.0293914	0.5735861	0.009941
650	0.0020425	0.6728797	0.5668271	0.6983794	0.234697	0.0509226	0.6062622	0.0080692	0.7205995	0.0203777
700	0.0046729	0.7232775	0.6491418	0.5998716	0.2557788	0.017771	0.4735071	0.0104636	0.5317832	0.0086526
750	0.0080832	0.6919759	0.7528265	0.6315865	0.2399751	0.005559	0.5406774	0.0166819	0.7002017	0.0074092
800	0.0102494	0.5665524	0.6880705	0.651046	0.2311158	0.0109558	0.3951863	0.0190129	0.6561414	0.007025
850	0.0100878	0.6749501	0.7735612	0.732838	0.2838746	0.006627	0.4406579	0.012675	0.6673051	0.0134639
900	0.0137648	0.6862662	0.7553035	0.8102369	0.2337841	0.0135156	0.5530906	0.0221402	0.6127975	0.016454
950	0.0242434	0.6669893	0.686132	0.6405996	0.2781921	0.0146589	0.4403276	0.0180271	0.5773504	0.0072698
1000	0.0010223	0.5902479	0.7201024	0.7823688	0.3276353	0.0168118	0.4516687	0.0100187	0.5895942	0.0019574
										
0	0.0128305	0.6573292	0.6916143	0.6935222	0.2819148	0.0087838	0.4911415	0.0179535	0.590264	0.0143189
50	0.0117349	0.6408742	0.7162774	0.6258893	0.3131231	0.2074109	0.528595	0.354606	0.6290436	0.0275792
100	0.0092144	0.6608193	0.6001969	0.7126731	0.2617522	0.2573911	0.6418047	0.631812	0.6005495	0.0124858
150	0.0055522	0.6165606	0.6568934	0.6155557	0.2254712	0.2165456	0.4210257	0.5351014	0.4889483	0.0200594
200	0.0115866	0.6109313	0.7274539	0.6406172	0.2400379	0.2724839	0.4879832	0.5239115	0.5995876	0.0125304
250	0.0024623	0.6114706	0.7061327	0.7771732	0.2195298	0.2613758	0.4906603	0.557382	0.6342774	0.026733
300	0.0153453	0.6874687	0.7505032	0.6640875	0.2190499	0.3416113	0.4876075	0.4733917	0.5522776	0.0220948
350	0.0060013	0.6067184	0.687129	0.5932803	0.2578738	0.3276212	0.4910851	0.4989568	0.7053919	0.0161726
400	0.0060081	0.6796265	0.6489181	0.7080656	0.2396672	0.225805	0.5066472	0.432397	0.6760241	0.0074788
450	0.0060844	0.7014681	0.7665949	0.5820003	0.2362413	0.2625501	0.5177292	0.4827019	0.5404556	0.0123679
500	0.0094014	0.5983949	0.6747241	0.6919903	0.2074971	0.2718622	0.5014716	0.5627741	0.6310067	0.0190846
550	0.0120361	0.6566685	0.6993952	0.7235247	0.232039	0.1289105	0.5482157	0.1029285	0.5979221	0.0041591
600	0.0176408	0.5973258	0.754514	0.6341301	0.226585	0.0283665	0.5528485	0.0167901	0.6498245	0.0048005
650	0.0107263	0.627186	0.6315426	0.5802561	0.2331974	0.0099979	0.5173525	0.0178101	0.633391	0.0146989
700	0.0065011	0.7401755	0.7337938	0.7218148	0.2286117	0.0065202	0.4631817	0.0075784	0.6616403	0.0239028
750	0.0096967	0.732774	0.7179536	0.7274781	0.2539482	0.0078757	0.5223798	0.0077265	0.6667987	0.0155065
800	0.004106	0.7049911	0.7303884	0.7032052	0.299021	0.0079728	0.533353	0.0051582	0.5946038	0.0202135
850	0.0088904	0.7210757	0.6585348	0.6451684	0.2387952	0.0026256	0.53227	0.0232295	0.6345082	0.0031014
900	0.0162318	0.6881608	0.7388074	0.7660072	0.2590144	0.0049407	0.5268704	0.0129123	0.6901648	0.0042738
950	0.0225006	0.6731104	0.7235522	0.6163931	0.2324481	0.0030796	0.4836665	0.0132669	0.6713443	0.0107855
1000	0.0162023	0.8567834	0.7310065	0.6992224	0.2605339	0.0046386	0.6550892	0.0194513	0.670263	0.0048301
										
0	0.0116084	0.7407017	0.7417056	0.7016079	0.2680997	0.0137839	0.4846184	0.0190124	0.474507	0.0109377
50	0.0056991	0.7315533	0.3328056	0.6159823	0.2534961	0.0046731	0.5350353	0.3122365	0.5157806	0.004717
100	0.0073653	0.6857415	0.269912	0.6327841	0.2676095	0.0004474	0.5217306	0.2681613	0.5641535	0.0090633
150	0.000665	0.8212394	0.2079348	0.7477677	0.3004326	0.0025704	0.5556816	0.4085453	0.5565592	0.0205392
200	0.0303824	0.624982	0.2418822	0.6541506	0.3270153	0.003605	0.5637965	0.364897	0.6558773	0.0092518
250	0.0261551	0.7256853	0.2420939	0.680787	0.2860089	0.0070964	0.5527535	0.3886213	0.7106454	0.0090946
300	0.0107466	0.6206177	0.2381868	0.7121013	0.2711814	0.0047157	0.5525296	0.3215373	0.6490167	0.0024708
350	0.0153531	0.8036796	0.2317498	0.649495	0.2445248	0.0184604	0.6256432	0.3261761	0.6598755	0.0133934
400	0.0154781	0.79821	0.2256273	0.700071	0.2530427	0.0096662	0.613671	0.3571966	0.6579767	0.0198235
450	0.0332321	0.5960687	0.2080592	0.598722	0.2945176	0.0054231	0.5812447	0.3546239	0.6112436	0.0062325
500	0.0222242	0.6355142	0.2268263	0.7215633	0.2200813	0.0145038	0.4877785	0.3631096	0.6361894	0.006279
550	0.0250453	0.696744	0.5771541	0.6479213	0.2257616	0.0084418	0.5066249	0.0980755	0.7184484	0.027935
600	0.0033583	0.6215394	0.5553703	0.5945068	0.3045903	0.0101612	0.5192566	0.0247147	0.5956848	0.0211021
650	0.0040633	0.6337322	0.5912415	0.5192864	0.3314012	0.0025121	0.4703124	0.0188371	0.5285358	0.0161231
700	0.0043148	0.7804804	0.593315	0.6610609	0.2889311	0.0055294	0.5269514	0.0043509	0.6048185	0.0083014
750	0.033826	0.7112155	0.6340385	0.6144295	0.2467391	0.0078758	0.6578562	0.0183884	0.6528716	0.0134579
800	0.0071393	0.8560791	0.7141649	0.71253	0.2697197	0.0066216	0.5470725	0.004275	0.6482963	0.003488
850	0.0013567	0.6359128	0.7820716	0.7466218	0.2485177	0.0019168	0.5793357	0.0092118	0.6752236	0.0257917
900	0.0066904	0.7220477	0.6308518	0.5780359	0.2367337	0.0064367	0.6512387	0.0030298	0.6416954	0.0142523
950	0.061296	0.6887796	0.7766855	0.7108069	0.2310835	0.003543	0.4529224	0.0077638	0.6240512	0.0030404
1000	0.015266	0.7158973	0.6457108	0.5342843	0.2797314	0.0028061	0.4750789	0.012217	0.5908521	0.0196943
										
0	0.0044534	0.7060889	0.8585576	0.6837362	0.1969971	0.0097219	0.5820821	0.0322161	0.5572402	0.0157182
50	0.0075416	0.6767316	0.2055421	0.7138841	0.282466	0.0140811	0.4730083	0.0114598	0.7367525	0.0143343
100	0.0037927	0.6501666	0.0879602	0.7167139	0.3488613	0.0060774	0.5559835	0.0133427	0.6163099	0.026872
150	0.1205937	0.7800683	0.0729314	0.6403904	0.2520414	0.0116184	0.6201252	0.0494247	0.6806384	0.0176367
200	0.1382531	0.6239684	0.1484309	0.6455717	0.4367837	0.0121369	0.5961515	0.0601556	0.589531	0.0098358
250	0.213134	0.7134041	0.1720483	0.6231354	0.3377593	0.0032309	0.5845591	0.1824851	0.5305173	0.0119946
300	0.2393486	0.6561235	0.111253	0.6032832	0.3564556	0.0223424	0.4635521	0.1916094	0.5324654	0.0403967
350	0.3086741	0.6052772	0.0888959	0.6883814	0.3498895	0.0097883	0.4916168	0.3069054	0.5043191	0.0555498
400	0.3483873	0.5825358	0.1019816	0.5714982	0.3898735	0.028474	0.3703569	0.2286872	0.5452613	0.0791842
450	0.3563366	0.7230874	0.0818642	0.6859905	0.4083228	0.013286	0.3569936	0.3573835	0.4856565	0.1239374
500	0.2876415	0.7752834	0.0985065	0.6446056	0.3583156	0.0220588	0.3776617	0.3244606	0.62394	0.1355665
550	0.2116867	0.6968889	0.5512925	0.8254012	0.3775081	0.0393343	0.2057562	0.3893641	0.5057307	0.1723475
600	0.0810905	0.6883653	0.6506068	0.682108	0.3052571	0.0180584	0.0961914	0.3877843	0.4779231	0.0523618
650	0.0187668	0.63982	0.6353783	0.4509944	0.2734979	0.0001248	0.1918614	0.1678237	0.466357	0.0257876
700	0.009208	0.6856917	0.6891018	0.4558878	0.2918184	0.00331	0.2569725	0.0379281	0.6270059	0.0186023
750	0.0139373	0.8135375	0.7670011	0.6467942	0.2769051	0.009398	0.4707491	0.0145847	0.5950322	0.0085546
800	0.0094603	0.6936222	0.7030329	0.7886545	0.2925907	0.00704	0.5553622	0.0088535	0.5922564	0.0185266
850	0.0030478	0.6352777	0.6200676	0.661204	0.4152065	0.009136	0.4804946	0.0266435	0.7062185	0.0210166
900	0.0121879	0.7367328	0.7076034	0.6970598	0.2761147	0.0012258	0.6205185	0.0064274	0.5668655	0.01298
950	0.0113074	0.8113531	0.7588362	0.7353081	0.2606794	0.0060878	0.5852061	0.0206662	0.5651161	0.0087705
1000	0.0061489	0.6627073	0.727341	0.6227929	0.2511458	0.0134416	0.6052845	0.0005778	0.6452955	0.0135017
										
0	0.0125675	0.7047731	0.7551548	0.6809347	0.2210972	0.0082763	0.5127039	0.0099679	0.7496396	0.019436
50	0.005777	0.6796096	0.8008369	0.183992	0.2987789	0.0028269	0.4670619	0.0018475	0.5892078	0.1457416
100	0.0207604	0.5125633	0.788072	0.0937007	0.3569901	0.0024081	0.5072396	0.0094366	0.5995809	0.1347934
150	0.0977058	0.708223	0.7719948	0.0460871	0.5233297	0.0011429	0.5175193	0.0024776	0.5967217	0.1967711
200	0.1567807	0.6442975	0.6295747	0.0077573	0.5868954	0.0008491	0.4572313	0.011806	0.5657437	0.2929055
250	0.2353094	0.6249904	0.8245926	0.0085705	0.65768	0.0002639	0.5500739	0.005134	0.4901179	0.2296321
300	0.1876406	0.7487208	0.6202221	0.001031	0.5239719	0.0021307	0.5202166	0.0067027	0.3707972	0.2190677
350	0.2543004	0.7204868	0.7299428	0.0030606	0.6057328	0.0017318	0.5217062	0.0006037	0.3531435	0.3285944
400	0.1831538	0.6832192	0.6272812	0.0032164	0.7091858	0.0060632	0.5515351	0.0008231	0.3138854	0.238609
450	0.2534556	0.6771155	0.6880274	0.0002798	0.642994	0.0031923	0.5166932	0.0021783	0.3149661	0.2147741
500	0.2045168	0.8047414	0.6561124	0.0062312	0.6757536	0.0083317	0.5613914	0.0008644	0.2946731	0.2561072
550	0.3093033	0.6160708	0.7036102	0.0632118	0.54043	0.0073577	0.3704987	0.043665	0.3853949	0.1152285
600	0.1487112	0.8088845	0.6498986	0.1734562	0.4388923	0.0134013	0.2936952	0.0651778	0.3747598	0.0717169
650	0.1365798	0.8449129	0.7438802	0.1824619	0.4103214	0.0124548	0.3695118	0.0944004	0.3541124	0.0292021
700	0.1073736	0.6296412	0.688622	0.2169152	0.4238731	0.0074058	0.3115757	0.0395619	0.4770257	0.0327271
750	0.041932	0.606113	0.6669495	0.3300809	0.5273477	0.0042443	0.3757184	0.0459709	0.5463744	0.0564896
800	0.0368704	0.7751932	0.7183141	0.3945093	0.4911758	0.0103444	0.5588362	0.037106	0.6247587	0.0333058
850	0.0456576	0.7681247	0.6716845	0.3735462	0.3700362	0.0090428	0.4570478	0.0804342	0.534234	0.0418644
900	0.0253827	0.6535275	0.6729654	0.5524799	0.29482	0.0053836	0.5802135	0.0504077	0.6885115	0.0198075
950	0.006918	0.5750798	0.6676033	0.6274693	0.3108334	0.0052758	0.7248694	0.0290192	0.6157246	0.0081499
1000	0.0006081	0.8452617	0.7401477	0.7739638	0.2573632	0.0134971	0.5270437	0.0180955	0.6979511	0.0079831
										
0	0.0093041	0.8035251	0.714101	0.8166133	0.3358195	0.0076871	0.4616618	0.0079917	0.5634161	0.0176527
50	0.0028433	0.7644066	0.7805314	0.6443597	0.2308965	0.0024337	0.4842678	0.0247744	0.6591828	0.0043049
100	0.0005973	0.6558669	0.6945273	0.6844862	0.2595565	0.0033117	0.541026	0.0017889	0.5971872	0.0135495
150	0.005635	0.6001159	0.640461	0.640753	0.2553735	0.0025533	0.5686721	0.0040442	0.5948442	0.0131746
200	0.0003966	0.5624299	0.6989598	0.6578126	0.2176227	0.0051387	0.637369	0.0144436	0.5868375	0.0073501
250	0.0022201	0.5866595	0.6447992	0.6876461	0.2531234	0.0033309	0.6542824	0.0036373	0.7241677	0.0332607
300	0.0003262	0.7398957	0.7122703	0.7135212	0.219099	0.0040415	0.5509459	0.0026138	0.6358738	0.0090959
350	0.0018057	0.7292993	0.6861597	0.6338929	0.3297845	0.003575	0.4973979	0.0025197	0.6340751	0.0148929
400	0.0003796	0.652866	0.6615588	0.613135	0.2350766	0.0036251	0.511505	0.0032032	0.6361344	0.0172093
450	0.0000676	0.7118942	0.6709646	0.5589352	0.2481345	0.0158253	0.5855788	0.0027644	0.6171079	0.0200236
500	0.0026663	0.7900729	0.7154079	0.6497278	0.3265704	0.0016956	0.5164207	0.0048367	0.5516328	0.0102378
550	0.0044565	0.6431611	0.5553041	0.6273598	0.2751567	0.0154725	0.6097312	0.0034879	0.6551667	0.0140942
600	0.0251164	0.5589123	0.5639843	0.6897758	0.2733839	0.0036976	0.5018575	0.0181946	0.5988283	0.0134926
650	0.0024905	0.6272332	0.6544965	0.63853	0.2900747	0.0070473	0.6312638	0.010047	0.6736166	0.005265
700	0.0162528	0.600882	0.7304166	0.6102506	0.2092533	0	0.487431	0.0067269	0.6005773	0.0214057
750	0.0042686	0.6315905	0.7532939	0.6681844	0.2889374	0.0112537	0.5487093	0.0039371	0.5875491	0.014655
800	0.0032402	0.589341	0.6413174	0.7602742	0.3333856	0.0046947	0.6178736	0.0201076	0.5858093	0.0147959
850	0.0066288	0.6059886	0.7701302	0.7166648	0.2514999	0.0076637	0.5154944	0.0130021	0.6014984	0.0167947
900	0.0059265	0.6351365	0.706447	0.5843283	0.2168087	0.0055995	0.6260498	0.011439	0.546153	0.0006053
950	0.0018912	0.8003042	0.8457021	0.722603	0.2459081	0.0096215	0.4997669	0.0008261	0.7195086	0.003869
1000	0.0122756	0.6539458	0.6776064	0.6733169	0.2210231	0.0018943	0.5084947	0.0065844	0.5926009	0.0231832
										
0	0.0055071	0.7775748	0.6297808	0.660178	0.3019906	0.0034668	0.4970494	0.0083351	0.6258381	0.0164703
50	0.0165054	0.7410191	0.6729174	0.8177444	0.1989266	0.0015669	0.5967532	0.0132383	0.5463085	0.3959869
100	0.0034865	0.6987274	0.6583128	0.6058917	0.1828231	0.0020662	0.6212459	0.0091146	0.5693343	0.4401692
150	0.0076602	0.581887	0.729114	0.6430094	0.2213636	0.0053146	0.6350883	0.017387	0.4236158	0.5277543
200	0.0292722	0.6849854	0.5563274	0.6479791	0.1769936	0.0015309	0.6351098	0.0293507	0.4069026	0.535136
250	0.0116847	0.6506923	0.8001506	0.6894431	0.1646853	0.0016797	0.4975033	0.0241845	0.6013045	0.5232223
300	0.0095453	0.6353261	0.7818501	0.6818674	0.2650505	0.0081748	0.7770079	0.0093489	0.6321655	0.479087
350	0.0024612	0.652735	0.5793265	0.62567	0.2822773	0.0021367	0.6369248	0.0199124	0.5998732	0.5122912
400	0.0038753	0.7318383	0.7064908	0.7468774	0.3201636	0.0053635	0.6091498	0.0092373	0.4885346	0.4493944
450	0.0037576	0.6523613	0.6570561	0.6864176	0.2968727	0.0113228	0.5644405	0.027294	0.6646048	0.5345366
500	0.0054497	0.6155963	0.557725	0.5706286	0.2389604	0.0059135	0.5933664	0.0059799	0.4815615	0.4814887
550	0.021619	0.6652868	0.6257454	0.8366745	0.2516254	0.0110688	0.5930901	0.0311649	0.620072	0.0902948
600	0.0085946	0.8030746	0.7299722	0.6581795	0.27735	0.0114103	0.5334965	0.0262506	0.5536329	0.0282009
650	0.0051153	0.7388706	0.6799142	0.6262013	0.2183714	0.0043563	0.5818311	0.0077337	0.6159593	0.0248437
700	0.0028717	0.8736649	0.5962546	0.7410544	0.2693822	0.0056493	0.5343366	0.0215456	0.5034938	0.0117605
750	0.0062233	0.5749024	0.5766765	0.6371604	0.3052628	0.0088975	0.517053	0.0110578	0.5917663	0.0082012
800	0.0061268	0.6027854	0.7714078	0.6670522	0.1962985	0.0035794	0.6035901	0.0309603	0.7019161	0.0078376
850	0.0172415	0.6834388	0.6654468	0.7580717	0.2383905	0.007631	0.6187181	0.0079801	0.6585522	0.004606
900	0.0043863	0.7843558	0.9004082	0.6200646	0.2708703	0.006769	0.5018416	0.0024277	0.6817122	0.0196431
950	0.0109777	0.59039	0.6402055	0.5870953	0.3023989	0.020921	0.483646	0.0101608	0.7391047	0.0336455
1000	0.0203316	0.664653	0.8639466	0.6742597	0.2994615	0.006701	0.486004	0.0019999	0.6299508	0.0206281
										
0	0.0313156	0.6664497	0.6954753	0.6744218	0.2717994	0.0159011	0.5586032	0.0134502	0.6143208	0.0122808
50	0.0052219	0.6972934	0.6902528	0.6411853	0.2461521	0.2631176	0.5531046	0.0224309	0.6509496	0.0070674
100	0.0092515	0.6018799	0.6285483	0.5733084	0.1742368	0.3478222	0.6054088	0.0136447	0.5859305	0.0062091
150	0.0055461	0.580038	0.4957185	0.6511035	0.1415377	0.3246812	0.5647093	0.0138153	0.7178579	0.0155542
200	0.0208925	0.6786062	0.649071	0.5974226	0.1998244	0.369088	0.5320956	0.013421	0.5709077	0.0155127
250	0.0114917	0.8380557	0.6351068	0.5287601	0.2391699	0.3892526	0.5617402	0.0431696	0.7809366	0.0020818
300	0.0079944	0.737204	0.6665875	0.5285377	0.2010872	0.4752173	0.5663374	0.0087155	0.4536685	0.0355345
350	0.0069874	0.7221029	0.6629739	0.5484081	0.1675119	0.4004968	0.6271029	0.0064154	0.5343824	0.0090826
400	0.0097449	0.6859651	0.6147138	0.5889563	0.1640165	0.381464	0.5673458	0.0090622	0.650455	0.0096641
450	0.0153055	0.5857263	0.6829918	0.5803458	0.2198665	0.3650267	0.5161523	0.0013943	0.5485789	0.0134568
500	0.0077744	0.5938127	0.5170481	0.5746194	0.1867038	0.3373382	0.4671367	0.0148728	0.6211074	0.0044054
550	0.008911	0.6213742	0.7506956	0.6597617	0.3179607	0.1283952	0.5750873	0.0177978	0.6151907	0.0133745
600	0.0212621	0.7538006	0.6332495	0.8352674	0.2765074	0.0550854	0.43574	0.0149662	0.6032283	0.0038014
650	0.0105424	0.7026715	0.5969294	0.6201227	0.2782171	0.0376376	0.4907832	0.018809	0.5986566	0.0251393
700	0.0212962	0.693462	0.5850688	0.6328307	0.2217883	0.0065597	0.4487561	0.0137618	0.6577865	0.0137143
750	0.0048705	0.6310614	0.7353559	0.6765191	0.2833481	0.0062599	0.4902827	0.0221273	0.6882715	0.0052312
800	0.0011366	0.669508	0.5950315	0.6435059	0.2117136	0.0022239	0.4655798	0.003388	0.5290688	0.0071397
850	0.0015325	0.5991002	0.6721987	0.6128893	0.2461393	0.0007991	0.5900601	0.0080622	0.6908028	0.0127508
900	0.0072393	0.7758552	0.7782683	0.6182938	0.2821601	0.0023204	0.506152	0.0067611	0.6414126	0.0089121
