0	0.116404	0.7669206	0.1136369	0.7344571	0.7833056
50	0.0825228	0.8192615	0.1294673	0.6362785	0.6218268
100	0.0390723	0.6669975	0.0894131	0.710425	0.4828167
150	0.0670795	0.8550089	0.1475168	0.6583204	0.5737162
200	0.0883023	0.6632848	0.096963	0.770968	0.5347378
250	0.0648396	0.6538961	0.1270699	0.7618256	0.4727448
300	0.0840607	0.8186752	0.1168168	0.7184979	0.5160564
350	0.0812894	0.6897753	0.0717663	0.7202458	0.558764
400	0.0951586	0.684097	0.0517359	0.7109376	0.5683344
450	0.1426902	0.909546	0.076252	0.6620884	0.6976127
500	0.0675619	0.9286531	0.0576994	0.8235651	0.5303265
550	0.0654284	0.825947	0.0736737	0.7253114	0.6767273
600	0.0469756	0.8921679	0.0614669	0.8711637	0.7004673
650	0.0656071	0.8491547	0.0989099	0.8277441	0.7603575
700	0.0805592	0.7627765	0.0654056	0.7637983	0.7068291
750	0.0659652	0.7167162	0.0892687	0.8723858	0.5686832
800	0.0535813	0.7583313	0.179189	0.94103	0.7992892
850	0.1151717	0.7322252	0.0685886	0.6182973	0.8154666
900	0.0608785	0.6542144	0.0753273	0.7345899	0.9131681
950	0.0767582	0.6834004	0.0653745	0.7693779	0.8660096
1000	0.0733204	0.8120367	0.0890684	0.74597	0.794033
					
0	0.0806974	0.6578665	0.0927803	0.7469437	0.8181804
50	0.0911391	0.7314598	0.082843	0.8378004	0.7086251
100	0.0824859	0.5880311	0.0320815	0.7806474	0.6605209
150	0.0935212	0.7025176	0.0501293	0.8467502	0.717131
200	0.0585387	0.8430281	0.0886927	0.7671929	0.6575151
250	0.0460744	0.6969786	0.0777351	0.7985248	0.822843
300	0.0803154	0.7344642	0.0550629	0.6971297	0.8034526
350	0.0617369	0.732194	0.0513947	0.7207341	0.6560238
400	0.0587515	0.9959938	0.0386819	0.8048366	0.8721182
450	0.0676334	0.9092286	0.0601211	0.8076721	0.6928915
500	0.0666776	0.7020467	0.1138899	0.7351163	0.7730658
550	0.0956467	0.6626706	0.0584771	0.8226656	0.9563486
