"Time"	hyfR	fhlA	nsrR	feaR	hycB	hyfF	hyfH	hypC	hycG	hycF	hyfI	hyfJ	hypA	hycA	focB	hycE	hypE	hyfC	hypD	hyfA
700	0.7714458	0.2036108	1.0409624	0.0673741	0.0338761	0.1442289	0.6577767	0.2467193	0.0906041	0.0235848	0.3640698	0.9253548	0.0502244	0.4666341	1.0220051	0.0230972	0.1401960	0.5898958	0.0951491	0.5462943
750	0.7746986	0.2329824	0.9184803	0.0464541	0.0345634	0.1239203	0.6391191	0.2341715	0.1011248	0.0488764	0.3814698	0.9463245	0.0300578	0.4185294	0.9963361	0.0076438	0.1151564	0.4901037	0.1004878	0.6379982
800	0.7366693	0.2429878	0.9604550	0.0317009	0.0251202	0.0694142	0.5887682	0.1978542	0.0939268	0.0333188	0.3665657	0.9708727	0.0431241	0.3347169	1.0045843	0.0097573	0.0892153	0.4348743	0.1091795	0.5477127
850	0.8471552	0.2659521	0.9673893	0.0468132	0.0267686	0.1108825	0.6697405	0.2795822	0.1066932	0.0324491	0.3533263	1.0542093	0.0673983	0.3817946	1.0430014	0.0048333	0.1463215	0.5680343	0.1268064	0.5134492
900	0.7679905	0.2218524	1.1544971	0.0542075	0.0503061	0.1393308	0.8144202	0.2205289	0.0827713	0.0325854	0.3972197	0.9980800	0.0470108	0.4822508	1.0094032	0.0092240	0.1098762	0.6250229	0.1448627	0.6273906
950	0.7088171	0.2590946	1.0663163	0.0431680	0.0389939	0.1636523	0.8281673	0.2452288	0.0781041	0.0184455	0.3920949	1.0334463	0.0514478	0.4520294	0.9307988	0.0046931	0.0948259	0.5280212	0.1003634	0.6739660
1000	0.7376996	0.1985318	1.0353823	0.0679823	0.0303959	0.1550791	0.6972857	0.2342843	0.0874932	0.0191414	0.4769072	1.0554656	0.0595037	0.4769442	1.0049097	0.0052575	0.0682022	0.5483856	0.1180627	0.6896800

0	0.7628915	0.2327702	1.0039061	0.0381786	0.0356773	0.1122188	0.5354378	0.1984908	0.0766189	0.0307291	0.3595031	1.0098059	0.0589613	0.4610052	1.0573701	0.0081375	0.1001330	0.4658085	0.0990883	0.5873644
50	0.8305305	0.3190885	0.7025147	0.0504204	0.1512614	0.0895736	0.7419635	0.2714744	0.1010324	0.0482657	0.4484168	0.9657639	0.0773371	0.3923882	1.0392295	0.0057059	0.1317032	0.6556321	0.0451792	0.6056062
100	0.8470510	0.3797649	0.6728688	0.0567960	0.2311395	0.1518797	0.8233907	0.3023831	0.1295293	0.0696008	0.4515928	1.0077462	0.0955655	0.3967425	0.9574088	0.0123839	0.2143198	0.6942097	0.0334681	0.6228815
150	0.8123352	0.4576523	0.5756634	0.0539297	0.2610310	0.2671826	0.8701975	0.4044187	0.1845051	0.0381120	0.4783932	1.0668331	0.1207178	0.4378968	1.0192262	0.0085415	0.2102302	0.7394984	0.0298532	0.6448396
200	0.8861917	0.5855495	0.6556483	0.0622831	0.2667361	0.3944687	0.9852730	0.4739500	0.3195447	0.0817108	0.5017133	0.9673477	0.1468336	0.5186991	0.9842069	0.0030209	0.2998528	0.8241188	0.0274071	0.6842206
250	0.9567203	0.5839078	0.5888037	0.0476314	0.3393729	0.4330910	0.9833683	0.5498570	0.4402095	0.0988039	0.4819931	1.0071991	0.1352344	0.5425670	1.0015263	0.0091434	0.3536918	0.9193295	0.0277961	0.6427280
300	0.9587997	0.5750020	0.5949204	0.0718712	0.3707859	0.5173249	0.9935480	0.5701350	0.5368112	0.1098279	0.5419349	1.0283193	0.1423047	0.5092513	0.9454338	0.0073954	0.3008555	0.7877025	0.0354240	0.7394528
350	0.8907239	0.5892626	0.5820255	0.0802921	0.3657221	0.5250067	1.0827095	0.6188791	0.5995929	0.1286261	0.5846183	1.0446651	0.1560439	0.5107205	0.9322057	0.0165254	0.3524380	0.8301699	0.0333829	0.7200585
400	0.9306039	0.6761830	0.5765631	0.0684484	0.3199978	0.5491278	0.9836906	0.6563832	0.6078060	0.1132057	0.5408935	1.0380981	0.1531182	0.5110103	0.9271074	0.0140880	0.3818391	0.9273665	0.0300634	0.7634598
450	0.9974116	0.6332032	0.5702591	0.0873531	0.3833919	0.6620202	1.0917490	0.6856809	0.5878571	0.1060667	0.5642443	1.0313119	0.1776070	0.5929311	1.0033878	0.0191756	0.3408753	0.8784625	0.0200916	0.6738629
500	0.9662711	0.6502529	0.6387382	0.0732890	0.3407277	0.6312365	1.0577315	0.7006285	0.5729573	0.0887817	0.5502680	0.9848020	0.1637437	0.5275469	0.9889247	0.0230020	0.3883808	0.9621820	0.0248079	0.6527680
550	0.9679299	0.5875218	0.9478920	0.0612125	0.2432362	0.5976653	1.0422138	0.6334862	0.5414805	0.0636145	0.5783197	0.9935472	0.1300690	0.6614341	1.0471916	0.0300194	0.3533632	0.8356693	0.1522888	0.6387632
600	0.9787077	0.3890342	0.9530916	0.0397991	0.1941446	0.6216909	0.9890762	0.5789326	0.4670924	0.0316242	0.4629165	1.0547962	0.0845509	0.5482081	0.9738979	0.0167288	0.2634177	0.9272835	0.2166398	0.6350195
650	0.9614946	0.3170243	1.0280260	0.0428856	0.1365553	0.4798286	0.9706385	0.4940004	0.4115647	0.0426195	0.4470502	0.9369281	0.0748262	0.5096029	1.0021336	0.0180938	0.2359491	0.8004963	0.1754906	0.6559367
700	0.9061940	0.2910898	0.9873252	0.0241662	0.0832769	0.3904277	0.9408133	0.3574026	0.2552443	0.0355877	0.4844818	1.0187911	0.0794753	0.5040658	1.0106762	0.0169623	0.1438468	0.8270607	0.1975810	0.6108796
750	0.8445233	0.3039148	0.9255812	0.0630901	0.0778870	0.3221734	0.9268942	0.3070821	0.1916920	0.0411992	0.4935283	0.9064810	0.0768473	0.4637918	1.0326659	0.0039918	0.1364510	0.7803332	0.1468255	0.6586724
800	0.8817910	0.2950145	0.9518261	0.0521256	0.0568514	0.2002730	0.9234365	0.3518695	0.1313421	0.0273772	0.4560760	0.9782815	0.0462031	0.4564171	1.0035570	0.0107856	0.1310366	0.6218723	0.1251844	0.5697095
850	0.7514282	0.3042082	0.9742136	0.0727169	0.0426223	0.2257985	0.9942993	0.2984016	0.1468372	0.0264161	0.4287015	0.9552711	0.0696699	0.4582395	0.9888173	0.0141094	0.1105160	0.6484704	0.1083309	0.5932932
900	0.7700405	0.2906786	0.9744771	0.0623881	0.0625175	0.1820507	0.9154094	0.2234372	0.1483065	0.0256178	0.3909310	0.9496503	0.0469581	0.4563694	1.0248713	0.0110765	0.1577866	0.6375706	0.1301259	0.5640361
950	0.8110022	0.2688669	0.9638484	0.0455634	0.0679681	0.2056646	0.9269068	0.2553557	0.1468070	0.0210508	0.3985034	0.9153617	0.0600169	0.4693893	1.0307351	0.0100411	0.1145430	0.6602718	0.1383034	0.5796837
1000	0.8219282	0.2818439	1.0114582	0.0524644	0.0639038	0.2044532	0.9847030	0.2932831	0.1508112	0.0352697	0.4410588	0.9605441	0.0600864	0.4423787	1.0672522	0.0195818	0.1040832	0.6494682	0.1066266	0.6122358

0	0.7628915	0.2327702	1.0039061	0.0381786	0.0356773	0.1122188	0.5354378	0.1984908	0.0766189	0.0307291	0.3595031	1.0098059	0.0589613	0.4610052	1.0573701	0.0081375	0.1001330	0.4658085	0.0990883	0.5873644
50	0.7956093	0.2870994	0.9130795	0.0140801	0.0226051	0.1352508	0.7366213	0.2121546	0.1057332	0.0400146	0.5805068	1.0112313	0.0905378	0.6898314	1.0034484	0.0081804	0.1471630	0.5314586	0.0942225	0.6063622
100	0.8495366	0.3015895	0.8780570	0.0019800	0.0583485	0.1929347	0.8611428	0.2620628	0.1097487	0.0333628	0.6417826	0.9206060	0.0890982	0.7352186	1.0096793	0.0080565	0.1369906	0.5808257	0.1126123	0.5229015
150	0.8061235	0.2964209	0.9493810	0.0033108	0.0408707	0.2077464	0.7935347	0.3102230	0.1400790	0.0548684	0.6302225	0.9897861	0.0538855	0.7674960	0.9930461	0.0094161	0.1333487	0.5690129	0.1171415	0.6215652
200	0.8161063	0.2501285	0.9591287	0.0018139	0.0455593	0.2475060	0.8151468	0.3230551	0.1721342	0.0453792	0.6524973	0.9231672	0.0884049	0.7867931	1.0049665	0.0058678	0.1751522	0.6674034	0.1220145	0.6066532
250	0.8632045	0.3610416	0.9403035	0.0059501	0.0403672	0.2400990	0.7505254	0.2914936	0.1404232	0.0479540	0.6458019	0.9754734	0.0898992	0.8244581	1.0158607	0.0048751	0.1657747	0.5531744	0.0984657	0.5921804
300	0.8496307	0.3114924	0.8510269	0.0013344	0.0343105	0.3354777	0.8623804	0.3142151	0.1565873	0.0288009	0.7190441	0.9312618	0.0699215	0.8011653	0.9571675	0.0139043	0.1598728	0.6048395	0.1001813	0.6163856
350	0.9104906	0.3199301	1.0118929	0.0008513	0.0600333	0.3134436	0.8735759	0.2618228	0.1624592	0.0338628	0.7004628	1.0622533	0.0816213	0.8329404	1.0484665	0.0008696	0.1197382	0.6794528	0.1181391	0.6553748
400	0.9186886	0.3027781	0.9922489	0.0009724	0.0616389	0.3418216	0.9219933	0.2723278	0.1528339	0.0358222	0.7505064	0.9797345	0.0866298	0.8010455	1.0340749	0.0077473	0.1300755	0.6867581	0.1350806	0.5604087
450	0.8115487	0.2429302	1.0140288	0.0009374	0.0397415	0.2612968	0.8815272	0.2797702	0.1110689	0.0367858	0.6726862	1.0387509	0.0620576	0.8337307	1.0515342	0.0146098	0.1608063	0.6835771	0.1268707	0.5456945
500	0.7342263	0.2598648	0.9892734	0.0001703	0.0392790	0.1718448	0.8770327	0.2568243	0.1175176	0.0551978	0.6462397	0.9567779	0.0701476	0.7797736	0.9633600	0.0092144	0.0956444	0.5318093	0.1119565	0.5675704
550	0.7150814	0.2369900	0.9310887	0.0144703	0.0478983	0.1601357	0.7835275	0.2452917	0.1162213	0.0358227	0.4860872	0.9662624	0.0750700	0.5993653	0.9043277	0.0054361	0.1098340	0.4653087	0.0974975	0.5151011
600	0.8236997	0.3089927	0.9715822	0.0294835	0.0503961	0.1945712	0.7516737	0.2768579	0.1370824	0.0344195	0.4335857	1.0006513	0.0801619	0.5179059	0.8826154	0.0099270	0.1175557	0.5552220	0.0885463	0.5819122
