"Time"	hyfR	fhlA	nsrR	feaR	hycB	hyfF	hyfH	hypC	hycG	hycF	hyfI	hyfJ	hypA	hycA	focB	hycE	hypE	hyfC	hypD	hyfA
100	0.7209093	0.2301580	1.0000000	0.0510386	0.0369388	0.2289125	0.6324701	0.2225868	0.0848128	0.0317433	0.3865865	0.9965210	0.0617104	0.4394911	0.9999962	0.0076309	0.1061523	0.7211531	0.0824376	0.5645378
150	0.7111384	0.2287175	1.0000000	0.0510386	0.0358448	0.2366556	0.6064541	0.2193597	0.0831104	0.0317419	0.3837116	0.9962173	0.0616136	0.4363212	0.9999993	0.0076144	0.1043640	0.7312159	0.0799944	0.5606086
200	0.7053511	0.2281971	1.0000000	0.0510386	0.0350764	0.2370441	0.5816023	0.2169140	0.0819880	0.0317410	0.3804054	0.9959171	0.0615490	0.4339830	0.9999999	0.0076031	0.1033738	0.7317110	0.0780973	0.5567711
250	0.7024504	0.2280091	1.0000000	0.0510385	0.0346222	0.2357317	0.5625441	0.2153418	0.0813591	0.0317406	0.3776280	0.9956849	0.0615132	0.4325427	1.0000000	0.0075967	0.1028996	0.7304586	0.0768479	0.5538959
300	0.7011274	0.2279411	1.0000000	0.0510385	0.0343796	0.2344646	0.5499422	0.2144226	0.0810384	0.0317404	0.3757066	0.9955337	0.0614953	0.4317453	1.0000000	0.0075934	0.1026896	0.7293687	0.0760992	0.5520842
350	0.7005583	0.2279166	1.0000000	0.0510385	0.0342585	0.2336048	0.5424463	0.2139169	0.0808847	0.0317403	0.3745403	0.9954467	0.0614870	0.4313338	1.0000000	0.0075919	0.1026011	0.7286984	0.0756768	0.5510704
400	0.7003229	0.2279077	1.0000000	0.0510385	0.0342008	0.2331014	0.5383242	0.2136501	0.0808143	0.0317403	0.3738949	0.9954009	0.0614834	0.4311315	1.0000000	0.0075911	0.1025650	0.7283394	0.0754478	0.5505490
450	0.7002280	0.2279045	1.0000000	0.0510385	0.0341743	0.2328310	0.5361891	0.2135135	0.0807831	0.0317403	0.3735615	0.9953784	0.0614818	0.4310356	1.0000000	0.0075908	0.1025505	0.7281615	0.0753272	0.5502967
500	0.7001905	0.2279034	1.0000000	0.0510385	0.0341625	0.2326941	0.5351340	0.2134450	0.0807697	0.0317403	0.3733981	0.9953678	0.0614812	0.4309914	1.0000000	0.0075907	0.1025449	0.7280777	0.0752650	0.5501800
550	0.7054478	0.2389370	1.0000000	0.0510385	0.0345197	0.1327615	0.5403923	0.2143215	0.0813073	0.0317413	0.3735171	0.9954459	0.0615213	0.4320589	0.9998963	0.0075967	0.1035872	0.5464500	0.0759152	0.5507708
600	0.7176759	0.2429235	1.0000000	0.0510385	0.0355917	0.1010559	0.5610486	0.2172010	0.0829490	0.0317433	0.3750499	0.9957307	0.0616283	0.4352211	0.9998817	0.0076137	0.1059242	0.5011884	0.0780786	0.5536557
650	0.7272443	0.2443639	1.0000000	0.0510385	0.0366839	0.0936852	0.5885975	0.2204005	0.0846522	0.0317447	0.3781463	0.9960835	0.0617244	0.4383992	0.9998843	0.0076302	0.1077103	0.4960196	0.0805035	0.5579517
700	0.7326175	0.2448843	1.0000000	0.0510385	0.0374606	0.0940688	0.6134476	0.2228872	0.0858688	0.0317455	0.3815247	0.9963727	0.0617853	0.4406518	0.9998888	0.0076414	0.1086973	0.4995866	0.0824121	0.5618277
